Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Rough in - Basement,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Basement 6,,basement 6,rough in,
,,Basement 5,,basement 5,rough in,
,,Basement 4,,basement 4,rough in,
,,Basement 3,,basement 3,rough in,
,,Basement 2,,basement 2,rough in,
,,Basement 1,,basement 1,rough in,
,Columns,,,,,
,,Deck work completed,,deck work completed,,
,,Rough-in- cables for smoke detectors,,rough-in- cables for smoke detectors,,
,,Rough-in- cables for VADs (strobe lights),,rough-in- cables for vads (strobe lights),,
,,Rough-in- cables for speakers,,rough-in- cables for speakers,,
,,Cable tray roughed in,,cable tray roughed in,,
,,Mechanical and Sprinkler interface rough-in cables,,mechanical and sprinkler interface rough-in cables,,
,,Main Feeds- rough-in cables,,main feeds- rough-in cables,,
,,WIP Feeds- Rough-in cables/ risers roughin,,wip feeds- rough-in cables/ risers roughin,,
,,Fire seal- Acoustic & fire rating sealing of penetrations,,fire seal- acoustic & fire rating sealing of penetrations,,
,,"Continuity test- loop closed, EOL resistors",,"continuity test- loop closed, eol resistors",,
,,,,,,
Rough In - Corridor,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Level 1,,level 1,corridor,rough in
,,Level 2,,level 2,corridor,rough in
,,Level 3,,corridor,rough in,level 3
,,Level 4,,level 4,corridor,rough in
,,Level 5,,level 5,corridor,rough in
,,Level 6,,level 6,corridor,rough in
,,Level 7,,corridor,rough in,level 7
,,Level 8,,level 8,corridor,rough in
,,Level 9,,level 9,corridor,rough in
,,Level 10,,level 10,corridor,rough in
,,Level 11,,level 11,corridor,rough in
,,Level 12,,level 12,corridor,rough in
,,Level 13,,corridor,rough in,level 13
,,Level 14,,level 14,corridor,rough in
,,Level 15,,level 15,corridor,rough in
,,Level 16,,level 16,corridor,rough in
,,Level 17,,corridor,rough in,level 17
,,Level 18,,level 18,corridor,rough in
,,Level 19,,level 19,corridor,rough in
,,Level 20,,corridor,rough in,level 20
,,Level 21,,level 21,corridor,rough in
,,Level 22,,level 22,corridor,rough in
,,Level 23,,level 23,corridor,rough in
,,Level 24,,corridor,rough in,level 24
,,Level 25,,level 25,corridor,rough in
,,Level 26,,level 26,corridor,rough in
,,Level 27,,level 27,corridor,rough in
,,Level 28,,corridor,rough in,level 28
,,Level 29,,level 29,corridor,rough in
,,Level 30,,level 30,corridor,rough in
,,Level 31,,corridor,rough in,level 31
,,Level 32,,level 32,corridor,rough in
,,Level 33,,level 33,corridor,rough in
,,Level 34,,level 34,corridor,rough in
,,Level 35,,corridor,rough in,level 35
,,Level 36,,level 36,corridor,rough in
,,Level 37,,level 37,corridor,rough in
,,Level 38,,level 38,corridor,rough in
,,Level 39,,corridor,rough in,level 39
,,Level 40,,level 40,corridor,rough in
,,Level 41,,level 41,corridor,rough in
,,Level 42,,corridor,rough in,level 42
,,Level 43,,level 43,corridor,rough in
,,Level 44,,level 44,corridor,rough in
,,Level 45,,level 45,corridor,rough in
,Columns,,,,,
,,Rough-in cables for smoke/ heat detectors,,rough-in cables for smoke/ heat detectors,,
,,Rough-in cables for speakers,,rough-in cables for speakers,,
,,Cable tray - in risers,,cable tray - in risers,,
,,Main Feeds- rough-in cables for speakers,,main feeds- rough-in cables for speakers,,
,,Main Feeds- rough-in cables for detectors,,main feeds- rough-in cables for detectors,,
,,Rough-in cables for WIP,,rough-in cables for wip,,
,,Cut-outs for speakers and detectors in ceiling,,cut-outs for speakers and detectors in ceiling,,
,,Sprinkler interface- modules in Fire Stair,,sprinkler interface- modules in fire stair,,
,,,,,,
Rough In - Apartments,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Level 1,grouping,level 1,rough in,
,,101,,101,level 1,rough in
,,102,,102,level 1,rough in
,,103,,103,level 1,rough in
,,Level 2,grouping,level 2,rough in,
,,201,,201,level 2,rough in
,,202,,202,level 2,rough in
,,203,,203,level 2,rough in
,,Level 3,grouping,rough in,level 3,
,,301,,301,rough in,level 3
,,302,,302,rough in,level 3
,,303,,303,rough in,level 3
,,Level 4,grouping,level 4,rough in,
,,401,,401,level 4,rough in
,,402,,402,level 4,rough in
,,403,,403,level 4,rough in
,,404,,404,level 4,rough in
,,405,,405,level 4,rough in
,,406,,406,level 4,rough in
,,407,,407,level 4,rough in
,,Level 5,grouping,level 5,rough in,
,,501,,501,level 5,rough in
,,502,,502,level 5,rough in
,,503,,503,level 5,rough in
,,504,,504,level 5,rough in
,,505,,505,level 5,rough in
,,506,,506,level 5,rough in
,,507,,507,level 5,rough in
,,508,,508,level 5,rough in
,,509,,509,level 5,rough in
,,Level 6,grouping,level 6,rough in,
,,601,,601,level 6,rough in
