Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
First Fix,,,,,
,Scope,,,Site QA,First fix
,Rows,,,,
,,First fix,dynamic,Site QA,First fix
,Columns,,,,
,,Catenary Wires - Installed as per design,,Installed as per design,Catenary Wires
,,Catenary Wires - Installed level,,Installed level,Catenary Wires
,,Catenary Wires - Installed straight,,Installed straight,Catenary Wires
,,Catenary Wires - Adequate support,,Adequate support,Catenary Wires
,,Catenary Wires - Checked for tightness,,Checked for tightness,Catenary Wires
,,Catenary Wires - Correct number of cables,,Correct number of cables,Catenary Wires
,,Catenary Wires - Correct spacing from other services,,Correct spacing from other services,Catenary Wires
,,Catenary Wires - Cable ties installed,,Cable ties installed,Catenary Wires
,,Catenary Wires - Photos,,Photos,Catenary Wires
,,Flush Boxes - Height as per plan,,Height as per plan,Flush Boxes
,,Flush Boxes - Location as per plan,,Location as per plan,Flush Boxes
,,Flush Boxes - Marked on floor,,Marked on floor,Flush Boxes
,,Flush Boxes - Photos,,Photos,Flush Boxes
,,Cabling - Circuits clearly noteled,,Circuits clearly noteled,Cabling
,,Cabling - Cables secured,,Cables secured,Cabling
,,Cabling - Separation between data and power,,Separation between data and power,Cabling
,,Cabling - Photos,,Photos,Cabling
,,Lights - Cabling in correct location,,Cabling in correct location,Lights
,,Lights - measurements recorded,,measurements recorded,Lights
,,Lights - Nogging installed,,Nogging installed,Lights
,,Lights - Marked on floor,,Marked on floor,Lights
,,Lights - Photos,,Photos,Lights
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Second Fix,,,,,
,Scope,,,Site QA,Second fix
,Rows,,,,
,,Second fix,dynamic,Site QA,Second fix
,Columns,,,,
,,Power outlets - Correct switchgear installed as per plan,,Correct switchgear installed as per plan,Power outlets
,,Power outlets - Location as per plan,,Location as per plan,Power outlets
,,Power outlets - Installed level,,Installed level,Power outlets
,,Power outlets - note installed on switchgear,,note installed on switchgear,Power outlets
,,Light Switches - Correct switchgear installed as per plan,,Correct switchgear installed as per plan,Light Switches
,,Light Switches - Location as per plan,,Location as per plan,Light Switches
,,Light Switches - Switching as per plan,,Switching as per plan,Light Switches
,,Light Switches - Installed level,,Installed level,Light Switches
,,Light Switches - note installed on switchgear,,note installed on switchgear,Light Switches
,,Light Fixtures - Correct fixtures installed as per plan,,Correct fixtures installed as per plan,Light Fixtures
,,Light Fixtures - Location as per plan,,Location as per plan,Light Fixtures
,,Light Fixtures - Tested for operation,,Tested for operation,Light Fixtures
,,Photos - Uploaded,,Uploaded,Photos
