resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,(DUPLICATE) Deans Marsh Bound ,,,,,,,,
,step,,,,Layer 1 (Type A 450mm),,,,,,,
ITP-001 - Reconstruct Fill Layer 1 (Type A 450mm),checklist,,,,,ITP-001 - Reconstruct Fill (Type A 150 mm) - Layer 1.1,,,,,,
ITP-001 - Reconstruct Fill Layer 1 (Type A 450mm),checklist,,,,,ITP-001 - Reconstruct Fill (Type A 150 mm) - Layer 1.2,,,,,,
ITP-001 - Reconstruct Fill Layer 1 (Type A 450mm),checklist,,,,,ITP-001 - Reconstruct Fill (Type A 150 mm) - Layer 1.3,,,,,,
,step,,,,Layer 2 (Class 3 450mm),,,,,,,
ITP-001 - Reconstruct Fill Layer 2 (Class 3 450mm),checklist,,,,,"ITP-001 - Reconstruct Fill (Class 3 40mm FCR, 150mm) - Layer 2.1",,,,,,
ITP-001 - Reconstruct Fill Layer 2 (Class 3 450mm),checklist,,,,,"ITP-001 - Reconstruct Fill (Class 3 40mm FCR, 150mm) - Layer 2.2",,,,,,
ITP-001 - Reconstruct Fill Layer 2 (Class 3 450mm),checklist,,,,,"ITP-001 - Reconstruct Fill (Class 3 40mm FCR, 150mm) - Layer 2.3",,,,,,
,step,,,,Layer 3 (Class 3 300mm),,,,,,,
ITP-001 - Reconstruct Fill Layer 3 (Class 3 300mm),checklist,,,,,"ITP-001 - Reconstruct Fill ( Class 3 20mm FCR, 150mm) Layer 3.1",,,,,,
ITP-001 - Reconstruct Fill Layer 3 (Class 3 300mm),checklist,,,,,"ITP-001 - Reconstruct Fill ( Class 3 20mm FCR, 150mm) Layer 3.2",,,,,,
ITP-001 - Reconstruct Fill Layer 3 (Class 3 300mm),checklist,,,,,ITP-001 - Reconstruct Fill,,,,,,
,step,,,,Layer 4 (Class 2 200mm),,,,,,,
ITP-001 - Reconstruct Fill Layer 4 (Class 2 200mm),checklist,,,,,ITP-001 - Reconstruct Fill (Class 2 20mm FCR 200mm) Layer 4.1,,,,,,
