resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,step,,,Site QA,,,,,,,,
,,,,step,,,,Lower Ground,,,,,,,
Partitions ITP,Ceiling ITP,Doors & Frames ITP,External Cladding ITP,folder-with-checklists,,,,,East,,,,,,
Partitions ITP,Ceiling ITP,Doors & Frames ITP,External Cladding ITP,folder-with-checklists,,,,,West,,,,,,
,,,,step,,,,Level 1a,,,,,,,
Partitions ITP,Ceiling ITP,Doors & Frames ITP,External Cladding ITP,folder-with-checklists,,,,,East,,,,,,
Partitions ITP,Ceiling ITP,Doors & Frames ITP,External Cladding ITP,folder-with-checklists,,,,,West,,,,,,
,,,,step,,,,Level 1,,,,,,,
Partitions ITP,Ceiling ITP,Doors & Frames ITP,External Cladding ITP,folder-with-checklists,,,,,East,,,,,,
Partitions ITP,Ceiling ITP,Doors & Frames ITP,External Cladding ITP,folder-with-checklists,,,,,West,,,,,,
,,,,step,,,,Level 2,,,,,,,
Partitions ITP,Ceiling ITP,Doors & Frames ITP,External Cladding ITP,folder-with-checklists,,,,,East,,,,,,
Partitions ITP,Ceiling ITP,Doors & Frames ITP,External Cladding ITP,folder-with-checklists,,,,,West,,,,,,
,,,,step,,,,Level 3,,,,,,,
Partitions ITP,Ceiling ITP,Doors & Frames ITP,External Cladding ITP,folder-with-checklists,,,,,East,,,,,,
Partitions ITP,Ceiling ITP,Doors & Frames ITP,External Cladding ITP,folder-with-checklists,,,,,West,,,,,,
