"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"89edfb29-c552-4d9d-9a9e-d1c0bff70976","","","Hoist","checklist","FALSE","FALSE","Site QA","Level 22","Hoist"
"76756c54-6fe8-4632-859a-1708708c5318","","","","folder","TRUE","FALSE","Site QA","Level 23"
"4ad760c7-9299-4aec-a3b6-056a25a4d5ab","","","Columns Checklist","checklist","FALSE","FALSE","Site QA","Level 23","Columns Checklist"
"88e6ba68-f6ed-41a5-91a2-a457a1aac900","","","Walls Checklist","checklist","FALSE","FALSE","Site QA","Level 23","Walls Checklist"
"ca4f3bb9-1f39-446a-aac3-6900fc38f177","","","Jump System / Climb Track Checklist","checklist","FALSE","FALSE","Site QA","Level 23","Jump System / Climb Track Checklist"
"4faceb28-5591-4588-81f4-6c6efa376ae7","","","Suspended Slab Checklist","checklist","FALSE","FALSE","Site QA","Level 23","Suspended Slab Checklist"
"4ba638e4-8bf7-48a6-80c2-97c16489c1b2","","","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Level 23","Stairs Checklist"
"37534aa0-2b61-40be-8f03-ef5689045fbc","","","Screens","checklist","FALSE","FALSE","Site QA","Level 23","Screens"
"31fa3ca0-dacf-4e5e-9300-cef7adcc6a48","","","Hoist","checklist","FALSE","FALSE","Site QA","Level 23","Hoist"
"72881b2a-0e84-4e7b-9910-973cda3c1b87","","","","folder","TRUE","FALSE","Site QA","Roof"
"22871f27-4614-4667-a793-8f6cde3852d8","","","Columns Checklist","checklist","FALSE","FALSE","Site QA","Roof","Columns"
"989febd7-9bf5-45f2-b308-78897f6cc4a8","","","Walls Checklist","checklist","FALSE","FALSE","Site QA","Roof","Walls"
"3a1f783f-8371-438d-b5bf-82f174209c16","","","Jump System / Climb Track Checklist","checklist","FALSE","FALSE","Site QA","Roof","System"
"8bf40d49-c7ca-4954-8546-6389eaf0c4dc","","","Suspended Slab Checklist","checklist","FALSE","FALSE","Site QA","Roof","Slab"
"24cfdb37-ed1f-4eb6-bf1b-119afd810d0d","","","Stairs Checklist","checklist","FALSE","FALSE","Site QA","Roof","Stairs"
"6a2d17b5-dc09-45c8-bfe9-014b5268a508","","","Screens","checklist","FALSE","FALSE","Site QA","Roof","Screens"
"f97a234e-98dd-40cf-b23f-85a210704d49","","","Hoist","checklist","FALSE","FALSE","Site QA","Roof","Hoist"
"775b0f2d-a1c6-4b7c-9967-e0d53a7d6260","","","","folder","TRUE","FALSE","Site Diary"
"f3e24f2a-47dd-498b-8b40-7cb57879cf9d","","","","folder","TRUE","FALSE","Site Diary","Aug-24"
"9b97b077-c4a6-4bca-b3bb-6eaf2da2923c","","","","folder","TRUE","FALSE","Site Diary","Sep-24"
"7a1b48b1-ec14-4786-99bf-e171ebb977ab","","","","folder","TRUE","FALSE","Site Diary","Oct-24"
"f0617d4a-d750-467c-9f86-72c0341c8af0","","","","folder","TRUE","FALSE","Site Diary","Nov-24"
"42baca75-062a-4c9f-bf62-e6a5a5fa5576","","","","folder","TRUE","FALSE","Site Diary","Dec-24"
"df183939-251a-4a0b-9a85-673a33539f9f","","","","folder","TRUE","FALSE","Site Diary","Jan-25"
"94deff1c-b6e2-4c61-9743-beae1f6a2277","","","","folder","TRUE","FALSE","Site Diary","Feb-25"
"c2a4bd77-8217-4f0e-8bac-600f9ef7032d","","","","folder","TRUE","FALSE","Site Diary","Mar-25"
"a20c855d-4eca-4c8a-bfc3-488c13ce752c","","","","folder","TRUE","FALSE","Site Diary","Apr-25"
"5e246de5-5011-46d4-9c24-b28e95c7b8ba","","","","folder","TRUE","FALSE","Site Diary","May-25"
"c45a4c6f-c6e0-496e-9b7d-133f376bcc8e","","","","folder","TRUE","FALSE","Site Diary","Jun-25"
"e6772b1a-6f17-41e0-9621-8b68c401b55c","","","","folder","TRUE","FALSE","Site Diary","Jul-25"
"42cded8f-d01e-4ac6-95bc-a3fbcc23287a","","","","folder","TRUE","FALSE","Site Diary","Aug-25"
"4d6c36ad-c66d-4550-8508-6f8b5e9f1e56","","","","folder","TRUE","FALSE","Site Diary","Sep-25"
"a423f0f7-f041-4de6-b962-ec933366d354","","","","folder","TRUE","FALSE","Site Diary","Oct-25"
"c9461a00-4b15-4f3a-9e32-1ee02439750e","","","","folder","TRUE","FALSE","Site Diary","Nov-25"
"ff08bac8-ad0a-4f2a-afe8-8008c83739dd","","","","folder","TRUE","FALSE","Site Diary","Dec-25"
"e4f31abe-c746-49f7-a486-d983308986a2","","","","folder","TRUE","FALSE","Site Diary","Jan-26"
"f0fc8b8a-28db-46dd-afab-ef30df604910","","","","folder","TRUE","FALSE","Site Diary","Feb-26"
"381f4098-d0c9-40c6-bd8d-e88727b88b78","","","","folder","TRUE","FALSE","Site Diary","Mar-26"
"b35e0f48-ba1f-494a-b499-4a1c9f36dfb7","","","","folder","TRUE","FALSE","Site Diary","Apr-26"
"6e158631-80cc-4795-94f1-39de0fc10c7b","","","","folder","TRUE","FALSE","Site Diary","May-26"
"e8710b7e-1ab3-4f2b-8f28-6515acea8349","","","","folder","TRUE","FALSE","Site Diary","Jun-26"
"7e63f510-c541-4a9c-b2b5-f67ad8c3cd4c","","","","folder","TRUE","FALSE","Site Diary","Jul-26"
"f8a58c99-0605-41e1-9efa-3626842a97de","","","","folder","TRUE","FALSE","Site Diary","Aug-26"
"4042950e-098d-4e90-96a4-b30b8e6b9619","","","","folder","TRUE","FALSE","Site Diary","Sep-26"
"34cd3332-088d-4cbb-b26a-9ead3f0111eb","","","","folder","TRUE","FALSE","Site Diary","Oct-26"
"f37f969c-4849-4619-b5f8-877ccfe944d0","","","","folder","TRUE","FALSE","Site Diary","Nov-26"
"41273d00-d996-411e-a5b8-0adac9cb6fa1","","","","folder","TRUE","FALSE","Site Diary","Dec-26"
"7e095479-2bac-45cb-a6ee-584d10b82b69","","","","folder","TRUE","FALSE","Toolbox"
"c0e1e9db-488b-4bb0-831c-250db56b02ff","","","","folder","TRUE","FALSE","Toolbox","Aug-24"
"c15e51c5-b86b-4da0-8863-8faa3a610bed","","","","folder","TRUE","FALSE","Toolbox","Sep-24"
"d3b1ff09-280f-4537-b709-f8e094f57569","","","","folder","TRUE","FALSE","Toolbox","Oct-24"
"abd45003-e21d-4ae8-b8f6-377d6854aa00","","","","folder","TRUE","FALSE","Toolbox","Nov-24"
"78feec38-fd5c-4cd8-95db-3df5c28e4467","","","","folder","TRUE","FALSE","Toolbox","Dec-24"
"63af480a-15d4-4784-bb02-77f31d734f13","","","","folder","TRUE","FALSE","Toolbox","Jan-25"
"b7ae93a6-cfaa-435b-9852-f5975e83c68e","","","","folder","TRUE","FALSE","Toolbox","Feb-25"
"83642593-6c8c-4701-b851-3f3d88d78f8b","","","","folder","TRUE","FALSE","Toolbox","Mar-25"
"e0e482e1-c6eb-4a19-a311-472ca5feeb6e","","","","folder","TRUE","FALSE","Toolbox","Apr-25"
"21eeb296-8d73-41d5-a7d2-757f4ca944ca","","","","folder","TRUE","FALSE","Toolbox","May-25"
"b4f5493c-7222-4820-a408-db0dadc73a39","","","","folder","TRUE","FALSE","Toolbox","Jun-25"
"1ee926df-0d0d-4255-aee4-35c3ffc706c7","","","","folder","TRUE","FALSE","Toolbox","Jul-25"
"2263d18b-6bf8-4884-829a-8c6b451ff083","","","","folder","TRUE","FALSE","Toolbox","Aug-25"
"1213ebec-ca78-45e7-a939-f2752e0371be","","","","folder","TRUE","FALSE","Toolbox","Sep-25"
"c6d400ff-02f8-42f9-b236-407758380032","","","","folder","TRUE","FALSE","Toolbox","Oct-25"
"d456ce68-1a37-44ab-ab0e-99835080933f","","","","folder","TRUE","FALSE","Toolbox","Nov-25"
"d6eb515e-1988-47db-80fa-91c24c26c48f","","","","folder","TRUE","FALSE","Toolbox","Dec-25"
"32034872-f1c3-4bd2-b48a-8f5ea6fe8dee","","","","folder","TRUE","FALSE","Toolbox","Jan-26"
"57d39426-3ed9-476d-817f-3994e149ad6a","","","","folder","TRUE","FALSE","Toolbox","Feb-26"
"ac1e995d-d1ae-48d7-b124-af341a122f12","","","","folder","TRUE","FALSE","Toolbox","Mar-26"
"7f6d280c-89be-4e1c-ac4b-a7d41525f1a7","","","","folder","TRUE","FALSE","Toolbox","Apr-26"
"c78059c7-4762-441f-9343-2fae72e6df80","","","","folder","TRUE","FALSE","Toolbox","May-26"
"f3ea3847-2114-4c5b-805a-154aa2a57163","","","","folder","TRUE","FALSE","Toolbox","Jun-26"
"cf209bed-8d51-42a4-9c12-a0871314bc69","","","","folder","TRUE","FALSE","Toolbox","Jul-26"
"ea1612c7-b56d-4e7c-a45a-4698d20c3694","","","","folder","TRUE","FALSE","Toolbox","Aug-26"
"c76f76f9-0dbc-4764-b1a9-830cdd8b10f4","","","","folder","TRUE","FALSE","Toolbox","Sep-26"
"be7b03ce-968b-4727-a5a5-fc0a19a203f4","","","","folder","TRUE","FALSE","Toolbox","Oct-26"
"3f0b50ca-e1d0-418d-ba5e-62effe63227e","","","","folder","TRUE","FALSE","Toolbox","Nov-26"
"62b7f0ab-0488-44f5-aefc-ac0868a1bc42","","","","folder","TRUE","FALSE","Toolbox","Dec-26"
"ed3aa053-b153-485d-8eba-682a5bb8c5c8","","","","folder","TRUE","FALSE","Pre Start"
"03872ec2-3d9d-4466-8374-82e5519e274b","","","","folder","TRUE","FALSE","Pre Start","Aug-24"
"6e846cab-70ae-4380-aaca-7a6a143a54e2","","","","folder","TRUE","FALSE","Pre Start","Sep-24"
"bb49b8c2-2b04-40ac-b43c-2c62dc766871","","","","folder","TRUE","FALSE","Pre Start","Oct-24"
"a2de813f-0081-4342-b10e-8dc5dd9547ed","","","","folder","TRUE","FALSE","Pre Start","Nov-24"
"6a69b4a1-fabb-4412-8132-9ca232badf5c","","","","folder","TRUE","FALSE","Pre Start","Dec-24"
"724df877-5d7f-415a-b9bd-234502163dcf","","","","folder","TRUE","FALSE","Pre Start","Jan-25"
"9777d45d-9eac-4f33-93ea-b63d19b4df1a","","","","folder","TRUE","FALSE","Pre Start","Feb-25"
"9f1ea3ab-8a17-4af9-b295-5dc4bdc6267d","","","","folder","TRUE","FALSE","Pre Start","Mar-25"
"6c438512-6d52-4c6b-a823-473bf01d3152","","","","folder","TRUE","FALSE","Pre Start","Apr-25"
"c7ad6e98-900b-4e23-8754-cbfb7df73c8c","","","","folder","TRUE","FALSE","Pre Start","May-25"
"355ae815-ccf3-4db4-ae3f-2f2af3e74fd5","","","","folder","TRUE","FALSE","Pre Start","Jun-25"
"5f4e74db-4a34-4f0f-badd-7d5b1f22521b","","","","folder","TRUE","FALSE","Pre Start","Jul-25"
"03e94359-c702-476f-9a33-1d2571576db8","","","","folder","TRUE","FALSE","Pre Start","Aug-25"
"8203d733-f240-4962-bce9-d1624fe5ac7e","","","","folder","TRUE","FALSE","Pre Start","Sep-25"
"717f049b-b326-4e07-9c3a-011f773638a4","","","","folder","TRUE","FALSE","Pre Start","Oct-25"
"c1063cd8-37cb-4740-90ee-cb65504a1cfe","","","","folder","TRUE","FALSE","Pre Start","Nov-25"
"c1510df7-f621-44df-a045-d3c430b75b71","","","","folder","TRUE","FALSE","Pre Start","Dec-25"
"7d504ce6-0be9-465a-b59b-e1f93382fb98","","","","folder","TRUE","FALSE","Pre Start","Jan-26"
"66736868-1c12-41ed-b4af-09b2c71706b8","","","","folder","TRUE","FALSE","Pre Start","Feb-26"
"597a58df-a99b-4651-8ed3-934a5181d8de","","","","folder","TRUE","FALSE","Pre Start","Mar-26"
"b1aaea28-573d-4ff5-a7f2-e2a2d4ea474a","","","","folder","TRUE","FALSE","Pre Start","Apr-26"
"71b0d3f8-a225-4e95-b9e8-5242a0f321d4","","","","folder","TRUE","FALSE","Pre Start","May-26"
"51f9bc51-874f-4cd4-9a78-6afdebaf8f1a","","","","folder","TRUE","FALSE","Pre Start","Jun-26"
"10af9afe-336d-497e-8a56-675bd1397db9","","","","folder","TRUE","FALSE","Pre Start","Jul-26"
"6eb322b9-b582-488b-9be7-6286c3878b00","","","","folder","TRUE","FALSE","Pre Start","Aug-26"
"783677b4-19b0-4c10-9865-ecee7304c925","","","","folder","TRUE","FALSE","Pre Start","Sep-26"
"5e9d1b98-f55c-46b6-b84f-084b90581416","","","","folder","TRUE","FALSE","Pre Start","Oct-26"
"7e7aaceb-1894-4f39-8a44-d8decd094d19","","","","folder","TRUE","FALSE","Pre Start","Nov-26"
"249018dd-b856-4ca0-b907-6e46bb364649","","","","folder","TRUE","FALSE","Pre Start","Dec-26"
"31da4cfc-96df-40a0-837b-92a33e4fd4e4","","","","folder","TRUE","FALSE","Incident Report"
"ea5cb8a1-c0e5-480a-a84f-35ebc855684a","","","","folder","TRUE","FALSE","Incident Report","Aug-24"
"d93810cb-42e3-4a99-ae1d-5c34f41c54d6","","","","folder","TRUE","FALSE","Incident Report","Sep-24"
"3c3ba6d5-807f-408c-8689-7890eb372246","","","","folder","TRUE","FALSE","Incident Report","Oct-24"
"9a5a9ee0-1d63-4a0e-ae05-6c03a75fae7f","","","","folder","TRUE","FALSE","Incident Report","Nov-24"
"cb8108bc-9a16-4b07-b522-c1cdf26cf42c","","","","folder","TRUE","FALSE","Incident Report","Dec-24"
"58be2897-177f-476f-bc45-75176990febc","","","","folder","TRUE","FALSE","Incident Report","Jan-25"
"522ce86c-4c92-4ba6-bf7b-33b371243e17","","","","folder","TRUE","FALSE","Incident Report","Feb-25"
"4a5a1a50-5d8a-4b07-970a-d672c5c08995","","","","folder","TRUE","FALSE","Incident Report","Mar-25"
"ebb479c4-f46f-4c00-b38f-c32188802641","","","","folder","TRUE","FALSE","Incident Report","Apr-25"
"f1a99d7c-2ef9-4214-87c6-5f7f85bcc6a9","","","","folder","TRUE","FALSE","Incident Report","May-25"
"8e0a6d44-e223-436c-8e16-d5f3bff2a3d1","","","","folder","TRUE","FALSE","Incident Report","Jun-25"
"5a72845d-9a1a-42f3-8b7a-acd72432c88d","","","","folder","TRUE","FALSE","Incident Report","Jul-25"
"4e2ca374-536b-44b1-9713-14bbae359b6b","","","","folder","TRUE","FALSE","Incident Report","Aug-25"
"42312472-263c-44ba-a7bd-f7c62c89e572","","","","folder","TRUE","FALSE","Incident Report","Sep-25"
"370faea7-af2d-4b23-8144-7288ced70881","","","","folder","TRUE","FALSE","Incident Report","Oct-25"
"39a4b057-d36c-4b56-bd63-d4887a91ffa3","","","","folder","TRUE","FALSE","Incident Report","Nov-25"
"470a97f6-edde-4768-986b-e34c4b1c4e9a","","","","folder","TRUE","FALSE","Incident Report","Dec-25"
"22e07ccc-edc6-4402-9bd2-db6a266083b4","","","","folder","TRUE","FALSE","Incident Report","Jan-26"
"a1168c81-9163-4f5f-a868-e83b384bd114","","","","folder","TRUE","FALSE","Incident Report","Feb-26"
"f0ff55cd-fa08-4022-9a42-5b9457d5e161","","","","folder","TRUE","FALSE","Incident Report","Mar-26"
"83999739-7c0d-48e5-b14e-48b70f1f1e50","","","","folder","TRUE","FALSE","Incident Report","Apr-26"
"ee54ff81-5d9c-4e76-bcb3-0e3726967b27","","","","folder","TRUE","FALSE","Incident Report","May-26"
"9aebe64e-799c-45fd-aeb3-087ef67bff4c","","","","folder","TRUE","FALSE","Incident Report","Jun-26"
"db624144-9c71-4f2c-a93d-988963779056","","","","folder","TRUE","FALSE","Incident Report","Jul-26"
"e4b1514d-43b8-4051-8064-82756ddd78bb","","","","folder","TRUE","FALSE","Incident Report","Aug-26"
"bb0f509e-87a5-4815-8c93-3213cb2bd7d1","","","","folder","TRUE","FALSE","Incident Report","Sep-26"
"38165467-1f9e-4263-90d2-fa82fa32cba1","","","","folder","TRUE","FALSE","Incident Report","Oct-26"
"3cc860e0-b2fb-404c-8e48-a7fc1c485faf","","","","folder","TRUE","FALSE","Incident Report","Nov-26"
"bc8dfcb9-aa8e-4523-81eb-40c19ac8b7e8","","","","folder","TRUE","FALSE","Incident Report","Dec-26"
"bd4d658c-1f92-495f-a475-94e2d21c917c","","","","folder","TRUE","FALSE","Variations / SI"
"a5450f2b-ce06-4773-b0a6-dfbf6ffa0102","","","","folder","TRUE","FALSE","Variations / SI","Aug-24"
"55563c9b-dbe3-4bc1-a43a-e878f7b013f2","","","","folder","TRUE","FALSE","Variations / SI","Sep-24"
"8fd9e633-8a66-48c0-8bd4-68fe09ce3df4","","","","folder","TRUE","FALSE","Variations / SI","Oct-24"
"4a39be12-acf3-4f8a-aa53-ba28d683b893","","","","folder","TRUE","FALSE","Variations / SI","Nov-24"
"2afb0210-e66f-46db-9ea4-7df179a474c7","","","","folder","TRUE","FALSE","Variations / SI","Dec-24"
"0281ea79-be86-4418-bcee-9cb53a925619","","","","folder","TRUE","FALSE","Variations / SI","Jan-25"
"474a56f0-de97-4493-9f36-5c839378f124","","","","folder","TRUE","FALSE","Variations / SI","Feb-25"
"b0ab6e80-d659-4783-8743-6c03c1ab07ef","","","","folder","TRUE","FALSE","Variations / SI","Mar-25"
"cc0f8019-cdb7-4f69-9e66-89c6cc21a9b0","","","","folder","TRUE","FALSE","Variations / SI","Apr-25"
"8f042133-4e99-4fe9-8cef-8e3169e77430","","","","folder","TRUE","FALSE","Variations / SI","May-25"
"cf838ce5-e409-4927-911f-8510ddaf7076","","","","folder","TRUE","FALSE","Variations / SI","Jun-25"
"9987f07f-b1ef-49a2-b3d3-055bd0bd1a9c","","","","folder","TRUE","FALSE","Variations / SI","Jul-25"
"b5beb030-1c61-452d-b8cb-7598de5a09de","","","","folder","TRUE","FALSE","Variations / SI","Aug-25"
"72ffd674-dfb6-48a3-90a6-6ab8be9d219a","","","","folder","TRUE","FALSE","Variations / SI","Sep-25"
"97723189-4d87-4edb-854b-0cfecc3ab56e","","","","folder","TRUE","FALSE","Variations / SI","Oct-25"
"c754e602-10f2-456c-9526-ce960f2486bd","","","","folder","TRUE","FALSE","Variations / SI","Nov-25"
"04da6631-af67-4842-af2e-dae31ade0662","","","","folder","TRUE","FALSE","Variations / SI","Dec-25"
"aeb5800e-4483-4ad1-8636-ffaf04c824e3","","","","folder","TRUE","FALSE","Variations / SI","Jan-26"
"0da5eb64-3e53-491a-bed1-65bfd3c712c9","","","","folder","TRUE","FALSE","Variations / SI","Feb-26"
"9ace5f74-499b-4d6c-b84d-c2404913e732","","","","folder","TRUE","FALSE","Variations / SI","Mar-26"
"6ba78a72-d2f0-4840-83c2-0fa29bd7e11a","","","","folder","TRUE","FALSE","Variations / SI","Apr-26"
"5cdb41e1-732f-4d48-b965-17c369a73647","","","","folder","TRUE","FALSE","Variations / SI","May-26"
"67c95ce0-3c9e-40ef-8156-f0a47235e424","","","","folder","TRUE","FALSE","Variations / SI","Jun-26"
"210fbf4c-a71c-445e-8b5a-29252e064679","","","","folder","TRUE","FALSE","Variations / SI","Jul-26"
"e1fcab01-6c19-4ac4-b878-c28bc5216f6e","","","","folder","TRUE","FALSE","Variations / SI","Aug-26"
"d49aa60c-84ec-48fa-98e6-34cfdf2253a2","","","","folder","TRUE","FALSE","Variations / SI","Sep-26"
"c88f2e79-605d-4945-a9c0-a90cfa536c48","","","","folder","TRUE","FALSE","Variations / SI","Oct-26"
"c7822da9-f079-4a80-b29d-a088c10b5c24","","","","folder","TRUE","FALSE","Variations / SI","Nov-26"
"5568a6cd-00b1-4e62-a89e-f671b778714d","","","","folder","TRUE","FALSE","Variations / SI","Dec-26"
"d3656617-82c8-402b-8ec2-bbc60ff92c22","","","","folder","TRUE","FALSE","Progress Claim"
"b302e69c-51ed-4c3b-893d-d2d284a1775f","","","","folder","TRUE","FALSE","Progress Claim","Aug-24"
"151a80e4-aebe-40d0-9198-ad31562612a4","","","","folder","TRUE","FALSE","Progress Claim","Sep-24"
"27a39846-a8d6-47e9-a6ee-21f39c96e204","","","","folder","TRUE","FALSE","Progress Claim","Oct-24"
"795c3889-de43-4777-bef7-fd15e28b78a1","","","","folder","TRUE","FALSE","Progress Claim","Nov-24"
"46158218-713a-42eb-b4db-70a9500b6a3d","","","","folder","TRUE","FALSE","Progress Claim","Dec-24"
"b361106a-8f05-4c3e-9d39-36a9cbb096e3","","","","folder","TRUE","FALSE","Progress Claim","Jan-25"
"6d0e5b41-a8a9-4e07-a072-46da2e6d788f","","","","folder","TRUE","FALSE","Progress Claim","Feb-25"
"d06cbe89-1e7a-41d0-ac6e-3409cdc6c712","","","","folder","TRUE","FALSE","Progress Claim","Mar-25"
"72a15f08-2c4b-44bd-a53f-57d7c168557e","","","","folder","TRUE","FALSE","Progress Claim","Apr-25"
"eed7f8ea-7b34-42b0-9a90-21c7196cf993","","","","folder","TRUE","FALSE","Progress Claim","May-25"
"7509d9c0-e40e-42d1-8f58-47d7f23f558e","","","","folder","TRUE","FALSE","Progress Claim","Jun-25"
"0a651a28-97d0-4645-a788-5a6bcfd84237","","","","folder","TRUE","FALSE","Progress Claim","Jul-25"
"8809fd97-48d6-4cd2-a720-dfa6f3566bcd","","","","folder","TRUE","FALSE","Progress Claim","Aug-25"
"f4000330-960a-4c43-9142-fd517d00c2d7","","","","folder","TRUE","FALSE","Progress Claim","Sep-25"
"de6d15ba-af8f-4bdf-a829-8cac21b41e8a","","","","folder","TRUE","FALSE","Progress Claim","Oct-25"
"dbd8270a-72b8-482e-9787-70ed0019d360","","","","folder","TRUE","FALSE","Progress Claim","Nov-25"
"550752fe-d72f-422a-a7a4-791da3959640","","","","folder","TRUE","FALSE","Progress Claim","Dec-25"
"9f880a0c-8b14-4855-8e3b-3d871cdb1688","","","","folder","TRUE","FALSE","Progress Claim","Jan-26"
"40a380ab-2536-410d-bb1d-c0b08ee07d7e","","","","folder","TRUE","FALSE","Progress Claim","Feb-26"
"de4f10d1-e0c2-4a00-8cb5-bd5caca4177f","","","","folder","TRUE","FALSE","Progress Claim","Mar-26"
"7f86a6f5-65db-4c59-9e58-e09db36dab67","","","","folder","TRUE","FALSE","Progress Claim","Apr-26"
"7ffe1d15-402d-47db-b43d-c9851db376a3","","","","folder","TRUE","FALSE","Progress Claim","May-26"
"a35d6e71-422c-4dea-9aa8-6081e552a95c","","","","folder","TRUE","FALSE","Progress Claim","Jun-26"
"0ea53ae8-2e39-422a-a04d-d8994ad6f46d","","","","folder","TRUE","FALSE","Progress Claim","Jul-26"
"56f62d17-3ff4-41f9-9107-4301cf9b5094","","","","folder","TRUE","FALSE","Progress Claim","Aug-26"
"2fa8c8d8-f035-4230-90b2-171d794f81b1","","","","folder","TRUE","FALSE","Progress Claim","Sep-26"
"35b275dc-1d72-442e-a69b-0ef2ab9fbf6f","","","","folder","TRUE","FALSE","Progress Claim","Oct-26"
"d183edd9-b356-4283-a604-37931c7f009f","","","","folder","TRUE","FALSE","Progress Claim","Nov-26"
"5ae6f5a6-9634-430f-98d3-b03fef179a6c","","","","folder","TRUE","FALSE","Progress Claim","Dec-26"
