Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Fire Systems Installation Progress Matrix,,,,,,,
,Scope,,,Allfire Site QA,,,
,Rows,,,,,,
,,Basement 5,,Allfire Site QA,Basement 5,Fire Systems ITP - Basements,
,,Basement 4,,Allfire Site QA,Basement 4,Fire Systems ITP - Basements,
,,Basement 3,,Allfire Site QA,Basement 3,Fire Systems ITP - Basements,
,,Basement 2,,Allfire Site QA,Basement 2,Fire Systems ITP - Basements,
,,Basement 1,,Allfire Site QA,Basement 1,Fire Systems ITP - Basements,
,,Ground,,Allfire Site QA,Ground,Fire Systems ITP - Ground,
,,Level 1,,Allfire Site QA,Level 1,Fire Systems ITP - Levels,
,,Level 2,,Allfire Site QA,Level 2,Fire Systems ITP - Levels,
,,Level 3,,Allfire Site QA,Level 3,Fire Systems ITP - Levels,
,,Level 4,,Allfire Site QA,Level 4,Fire Systems ITP - Levels,
,,Level 5,,Allfire Site QA,Level 5,Fire Systems ITP - Levels,
,,Level 6,,Allfire Site QA,Level 6,Fire Systems ITP - Levels,
,,Level 7,,Allfire Site QA,Level 7,Fire Systems ITP - Levels,
,,Level 8,,Allfire Site QA,Level 8,Fire Systems ITP - Levels,
,,Level 9,,Allfire Site QA,Level 9,Fire Systems ITP - Levels,
,,Level 10,,Allfire Site QA,Level 10,Fire Systems ITP - Levels,
,,Level 11,,Allfire Site QA,Level 11,Fire Systems ITP - Levels,
,,Level 12,,Allfire Site QA,Level 12,Fire Systems ITP - Levels,
,,Level 13,,Allfire Site QA,Level 13,Fire Systems ITP - Levels,
,,Level 14,,Allfire Site QA,Level 14,Fire Systems ITP - Levels,
,,Level 15,,Allfire Site QA,Level 15,Fire Systems ITP - Levels,
,,Level 16,,Allfire Site QA,Level 16,Fire Systems ITP - Levels,
,,Level 17,,Allfire Site QA,Level 17,Fire Systems ITP - Levels,
,,Level 18,,Allfire Site QA,Level 18,Fire Systems ITP - Levels,
,,Level 19,,Allfire Site QA,Level 19,Fire Systems ITP - Levels,
,,Level 20,,Allfire Site QA,Level 20,Fire Systems ITP - Levels,
,Columns,,,,,,
,,25% - Exposed Ranges With Sprinklers Installed,,25% - Exposed Ranges With Sprinklers Installed,,,
,,50% - Exposed Ranges With Sprinklers Installed,,50% - Exposed Ranges With Sprinklers Installed,,,
,,75% - Exposed Ranges With Sprinklers Installed,,75% - Exposed Ranges With Sprinklers Installed,,,
,,100% - Exposed Ranges With Sprinklers Installed,,100% - Exposed Ranges With Sprinklers Installed,,,
,,Other % (entered below) - Exposed Ranges With Sprinklers Installed - do not pass until 100%,,Other % (entered below) - Exposed Ranges With Sprinklers Installed - do not pass until 100%,,,
,,% Exposed Ranges With Sprinklers Installed,% Exposed Ranges With Sprinklers Installed,Other % (entered below) - Exposed Ranges With Sprinklers Installed - do not pass until 100%,,,
,,Fire Hose Reels Installed,,Fire Hose Reels Installed,,,
,,Rough In Ranges Lift Lobby Ceilings,,Rough In Ranges Lift Lobby Ceilings,,,
,,Fit-off semi-recessed Sprinklers to Ceiling Grid (Lobby),,Fit-off semi-recessed Sprinklers to Ceiling Grid (Lobby),,,
,,Fit-off Escutcheon Plates to Ceiling Grid (Lobby),,Fit-off Escutcheon Plates to Ceiling Grid (Lobby),,,
,,Fit-off semi-recessed Sprinklers to Ceiling Grid (Amenities & Other Areas),,Sprinkler Control Valves Installed,,,
,,Fit-off Escutcheon Plates to Ceiling Grid (Amenities & Other Areas),,Fit-off Escutcheon Plates to Ceiling Grid (Amenities & Other Areas),,,
,,Sprinkler Control Valves Installed,,Sprinkler Control Valves Installed,,,
,,Pumps & Tanks installed,,Pumps & Tanks installed,,,
,,Hydrostatic Pressure Test 1400KPA (All tests verified by Supervisor/Manager),,Hydrostatic Pressure Test 1400KPA (All tests verified by Supervisor/Manager),,,
,,North - Combined Hydrant Main Located in Fire Stairs (Temporary Hydrant),,North - Combined Hydrant Main Located in Fire Stairs (Temporary Hydrant),,,
,,South - Combined Hydrant Main Located in Fire Stairs (Temporary Hydrant),,South - Combined Hydrant Main Located in Fire Stairs (Temporary Hydrant),,,
,,North - Hydrant & Sprinkler Test Drains Located in Fire Stairs,,North - Hydrant & Sprinkler Test Drains Located in Fire Stairs,,,
,,South - Hydrant & Sprinkler Test Drains Located in Fire Stairs,,South - Hydrant & Sprinkler Test Drains Located in Fire Stairs,,,
,,Passive Fire Completion % entered below - do not pass until 100%,,Passive Fire Completion % entered below - do not pass until 100%,,,
,,Passive Fire Completion %,Passive Fire Completion %,Passive Fire Completion % entered below - do not pass until 100%,,,
,,Total Floor Completion % entered below - do not pass until 100%,,Total Floor Completion % entered below - do not pass until 100%,,,
,,Floor Completion %,Floor Completion %,Total Floor Completion % entered below - do not pass until 100%,,,
,,Floor Completed Sign Off,,Floor Completed Sign Off,,,
,,Sign Off ,,Sign Off,,,
,,,,,,,
Fire Electrical Rough In Progress Matrix,,,,,,,
,Scope,,,Safeguard Site QA,Fire Electrical Rough In,,
,Rows,,,,,,
,,Basement 5,,Safeguard Site QA,Rough In,Basement 5,Fire Electrical Rough In
,,Basement 4,,Safeguard Site QA,Rough In,Basement 4,Fire Electrical Rough In
,,Basement 3,,Safeguard Site QA,Rough In,Basement 3,Fire Electrical Rough In
,,Basement 2,,Safeguard Site QA,Rough In,Basement 2,Fire Electrical Rough In
,,Basement 1,,Safeguard Site QA,Rough In,Basement 1,Fire Electrical Rough In
,,Ground,,Safeguard Site QA,Rough In,Ground,Fire Electrical Rough In
,,Level 1,,Safeguard Site QA,Rough In,Level 1,Fire Electrical Rough In
,,Level 2,,Safeguard Site QA,Rough In,Level 2,Fire Electrical Rough In
,,Level 3,,Safeguard Site QA,Rough In,Level 3,Fire Electrical Rough In
,,Level 4,,Safeguard Site QA,Rough In,Level 4,Fire Electrical Rough In
,,Level 5,,Safeguard Site QA,Rough In,Level 5,Fire Electrical Rough In
,,Level 6,,Safeguard Site QA,Rough In,Level 6,Fire Electrical Rough In
,,Level 7,,Safeguard Site QA,Rough In,Level 7,Fire Electrical Rough In
,,Level 8,,Safeguard Site QA,Rough In,Level 8,Fire Electrical Rough In
,,Level 9,,Safeguard Site QA,Rough In,Level 9,Fire Electrical Rough In
,,Level 10,,Safeguard Site QA,Rough In,Level 10,Fire Electrical Rough In
,,Level 11,,Safeguard Site QA,Rough In,Level 11,Fire Electrical Rough In
