PANEL,ISSUE,JOBNUMBER,LEVEL,TYPE,PANEL-ID,ZONE,COLOUR,THK,VOL,MASS,NET_AREA,GROSS_AREA,MPA,REO_KG,KGM3,WIDTH,HEIGHT,TRANSPORT_WIDTH,TRANSPORT_HEIGHT,LIFTING_CLUTCH_TYPE,LIFTER_WLL,FRANNA_REQUIRED
'07-50,CONSTRUCTION,MIR008,L07,PANEL,'07-50,PW3B,GREY CONC,300,0.81,1.97,3.08,3.1,40,90.43,111.57,1099,2820,1099,2820,LMC10 ,10.0T ,NO
'07-51,CONSTRUCTION,MIR008,L07,PANEL,'07-51,PW1A,GREY CONC,200,3.85,9.28,18.34,18.34,40,282.24,73.33,6598,2780,6598,2780,LMC10 ,10.0T ,NO
'07-52,CONSTRUCTION,MIR008,L07,PANEL,'07-52,PW1A,GREY CONC,200,2.9,7.07,14.5,14.5,40,208.04,71.75,2330,6222,2330,6222,LMC10 ,10.0T ,YES
'07-53,CONSTRUCTION,MIR008,L07,PANEL,'07-53,PW1A,GREY CONC,200,3.38,8.23,16.89,16.89,40,234.34,69.36,2714,6222,2714,6222,LMC10 ,10.0T ,YES
'07-54,CONSTRUCTION,MIR008,L07,PANEL,'07-54,PW1A,GREY CONC,300,2.07,5.01,6.62,6.62,50,128.01,61.77,2121,3122,2121,3122,LMC10 ,10.0T ,NO
'07-55,CONSTRUCTION,MIR008,L07,PANEL,'07-55,PW2A,GREY CONC,200,3.57,8.69,16.49,16.49,40,229.67,64.37,2650,6222,2650,6222,LMC10 ,10.0T ,YES
'07-56,CONSTRUCTION,MIR008,L07,PANEL,'07-56,PW2D,GREY CONC,200,1.99,4.86,9.21,9.2,50,149.8,75.14,1479,6222,1479,6222,LMC10 ,10.0T ,YES
'07-57,CONSTRUCTION,MIR008,L07,PANEL,'07-57,PW2A,GREY CONC,200,1.5,3.63,6.62,6.62,50,122.94,82.22,2121,3122,2121,3122,LMC10 ,10.0T ,NO
'07-58,CONSTRUCTION,MIR008,L07,PANEL,'07-58,PW2A,GREY CONC,200,2.3,5.57,10.47,10.47,40,153.86,67,3353,3122,3353,3122,LMC10 ,10.0T ,NO
'07-59,CONSTRUCTION,MIR008,L07,PANEL,'07-59,PW2A,GREY CONC,200,1.86,4.62,9.32,9.62,40,233.85,125.51,1609,5980,1609,5980,LMC10 ,10.0T ,YES
'07-60,CONSTRUCTION,MIR008,L07,PANEL,'07-60,PSW2,GREY CONC,200,2.19,5.31,10.94,10.94,50,437.16,199.72,3800,2880,3800,2880,LMC10 ,10.0T ,NO
'07-61,CONSTRUCTION,MIR008,L07,PANEL,'07-61,PW2A,GREY CONC,200,2.9,7.14,14.48,14.95,40,297.12,102.63,2500,5980,2500,5980,LMC10 ,10.0T ,YES
'07-62,CONSTRUCTION,MIR008,L07,COLUMN,'07-62,P-C3,GREY CONC,350,0.69,1.65,2.73,2.72,40,128.77,187.72,980,2780,980,2780,LMC10 ,10.0T ,NO
'07-63,CONSTRUCTION,MIR008,L07,COLUMN,'07-63,P-C2,GREY CONC,250,1.13,2.76,4.54,4.74,40,149.96,132.24,800,5920,800,5920,LMC10 LMC10 ,10.0T 7.0T ,YES
'07-64,CONSTRUCTION,MIR008,L07,PANEL,'07-64,PW3A,GREY CONC,200,2.76,6.73,13.63,13.76,40,213.53,77.24,4879,2820,4879,2820,LMC10 ,10.0T ,NO
'07-65,CONSTRUCTION,MIR008,L07,PANEL,'07-65,PW2A,GREY CONC,200,3.38,8.23,15.1,15.1,40,230.86,68.21,5430,2780,5430,2780,LMC10 ,10.0T ,NO
'07-66,CONSTRUCTION,MIR008,L07,PANEL,'07-66,PW2A,GREY CONC,200,2.21,5.38,11.07,11.13,50,167.18,75.52,3865,2880,3865,2880,LMC10 ,10.0T ,NO
'07-67,CONSTRUCTION,MIR008,L07,COLUMN,'07-67,P-C11,GREY CONC,300,1.58,3.85,6.03,6.33,40,161.53,102.54,1070,5920,1070,5920,LMC10 LMC10 ,10.0T 7.0T ,YES
'07-68,CONSTRUCTION,MIR008,L07,COLUMN,'07-68,P-C6,GREY CONC,250,0.83,2.08,3.31,3.5,40,192.38,232.76,600,5840,600,5840,LMC10 LMC10 ,10.0T 7.0T ,YES
'07-70,CONSTRUCTION,MIR008,L07,PANEL,'07-70,PW3B,GREY CONC,300,2.02,4.92,5.5,5.5,40,151.77,75.05,1950,2820,1950,2820,LMC10 ,10.0T ,NO
'08-02,CONSTRUCTION,MIR008,L08,CORE STAIR,'08-02,STAIR 3,GREY CONC,200,2.67,6.5,13.37,16.79,40,408.67,152.82,5450,3080,5450,3080,LMC10 ,10.0T ,NO
'08-03,CONSTRUCTION,MIR008,L08,CORE STAIR,'08-03,STAIR 3,GREY CONC,200,1.59,3.87,7.75,8.32,40,261.03,163.84,2700,3080,2700,3080,LMC10 ,10.0T ,NO
'08-04,CONSTRUCTION,MIR008,L08,CORE STAIR,'08-04,STAIR 3,GREY CONC,200,3.22,7.73,16.1,16.78,40,419.26,130.17,5449,3080,5449,3080,LMC10 ,10.0T ,NO
'08-05,CONSTRUCTION,MIR008,L08,CORE LIFT,'08-05,LIFT,GREY CONC,200,2.02,5.04,10.11,15.86,40,432.85,214.13,5150,3080,5150,3080,LMC10 ,10.0T ,NO
'08-07,CONSTRUCTION,MIR008,L08,CORE LIFT,'08-07,LIFT,GREY CONC,200,3.04,7.26,15.18,15.86,40,391.4,128.92,5150,3080,5150,3080,LMC10 ,10.0T ,NO
'08-09,CONSTRUCTION,MIR008,L08,CORE STAIR,'08-09,STAIR 1,GREY CONC,200,3.07,7.32,15.14,15.7,40,384.38,125.29,5100,3079,5100,3079,LMC10 ,10.0T ,NO
'08-10,CONSTRUCTION,MIR008,L08,CORE STAIR,'08-10,STAIR 1,GREY CONC,200,0.98,2.41,4.91,8.32,40,211.12,215.18,2700,3080,2700,3080,LMC10 ,10.0T ,NO
'08-11,CONSTRUCTION,MIR008,L08,CORE STAIR,'08-11,STAIR 1,GREY CONC,200,3.01,7.25,15.03,15.7,40,393.53,130.95,5100,3079,5100,3079,LMC10 ,10.0T ,NO
'08-13,CONSTRUCTION,MIR008,L08,PANEL,'08-13,PW3A,GREY CONC,200,2.16,5.26,10.71,10.74,40,177.67,82.42,3807,2820,3807,2820,LMC10 ,10.0T ,NO
'08-15,CONSTRUCTION,MIR008,L08,PANEL,'08-15,PW3A,GREY CONC,200,2.13,5.2,10.6,10.62,40,173.58,81.36,3767,2820,3767,2820,LMC10 ,10.0T ,NO
'08-16,CONSTRUCTION,MIR008,L08,PANEL,'08-16,PW2A,GREY CONC,200,2.51,6.1,11.09,11.61,40,185.01,73.62,3922,2959,3922,2959,LMC10 ,10.0T ,NO
'08-17,CONSTRUCTION,MIR008,L08,PANEL,'08-17,PW6A,GREY CONC,200,1.94,4.78,9.11,9.13,40,162.79,83.85,2925,3122,2925,3122,LMC10 ,10.0T ,NO
'08-18,CONSTRUCTION,MIR008,L08,PANEL,'08-18,PW6A,GREY CONC,200,2.04,5.01,9.52,9.52,40,142.14,69.54,3049,3122,3049,3122,LMC10 ,10.0T ,NO
'08-19,CONSTRUCTION,MIR008,L08,PANEL,'08-19,PW6A,GREY CONC,200,1.86,4.57,9.3,9.3,40,139.53,74.98,2980,3122,2980,3122,LMC10 ,10.0T ,NO
'08-20,CONSTRUCTION,MIR008,L08,PANEL,'08-20,PW6A,GREY CONC,200,1.42,3.5,6.43,6.43,40,119.7,84.16,2059,3122,2059,3122,LMC10 ,10.0T ,NO
'08-23,CONSTRUCTION,MIR008,L08,PANEL,'08-23,PW6A,GREY CONC,220,1.66,4.08,6.88,6.88,40,140.25,84.68,2204,3122,2204,3122,LMC10 ,10.0T ,NO
'08-30,CONSTRUCTION,MIR008,L08,PANEL,'08-30,PW3B,GREY CONC,300,3.05,7.43,10.17,10.2,40,215.48,70.6,3617,2820,3617,2820,LMC10 ,10.0T ,NO
'08-34,CONSTRUCTION,MIR008,L08,PANEL,'08-34,PSW1,GREY CONC,200,1.96,4.78,9.79,9.79,50,402.07,205.31,3400,2880,3400,2880,LMC10 ,10.0T ,NO
'08-37,CONSTRUCTION,MIR008,L08,PANEL,'08-37,PW2A,GREY CONC,200,1.04,2.57,4.96,4.96,40,92.04,88.22,1588,3122,1588,3122,LMC10 ,10.0T ,NO
'08-42,CONSTRUCTION,MIR008,L08,PANEL,'08-42,PW2A,GREY CONC,200,3.28,8.01,16.28,16.66,40,255.67,77.84,5704,2920,5704,2920,LMC10 ,10.0T ,NO
'08-44,CONSTRUCTION,MIR008,L08,PANEL,'08-44,PW2A,GREY CONC,200,3.52,8.61,15.1,15.1,40,286.74,81.39,5430,2780,5430,2780,LMC10 ,10.0T ,NO
'08-48,CONSTRUCTION,MIR008,L08,PANEL,'08-48,PW3A,GREY CONC,200,2.82,6.87,12.05,12.07,40,204.31,72.42,4279,2820,4279,2820,LMC10 ,10.0T ,NO
'08-50,CONSTRUCTION,MIR008,L08,PANEL,'08-50,PW3B,GREY CONC,300,3.85,9.35,11.96,11.98,40,255.92,66.51,4249,2820,4249,2820,LMC10 ,10.0T ,NO
'08-51,CONSTRUCTION,MIR008,L08,PANEL,'08-51,PW1A,GREY CONC,200,3.85,9.28,18.34,18.34,40,282.24,73.33,6598,2780,6598,2780,LMC10 ,10.0T ,NO
'08-54,CONSTRUCTION,MIR008,L08,PANEL,'08-54,PW1A,GREY CONC,300,2.07,5.01,6.62,6.62,50,128.01,61.77,2121,3122,2121,3122,LMC10 ,10.0T ,NO
'08-57,CONSTRUCTION,MIR008,L08,PANEL,'08-57,PW2A,GREY CONC,200,1.5,3.6,6.62,6.62,50,122.94,82.22,2150,3115,2121,3122,LMC10 ,10.0T ,NO
'08-58,CONSTRUCTION,MIR008,L08,PANEL,'08-58,PW2A,GREY CONC,200,2.3,5.55,10.47,10.47,40,153.86,67,3353,3122,3353,3122,LMC10 ,10.0T ,NO
'08-60,CONSTRUCTION,MIR008,L08,PANEL,'08-60,PSW2,GREY CONC,200,2.19,5.31,10.94,10.94,50,437.16,199.72,3800,2880,3800,2880,LMC10 ,10.0T ,NO
'08-62,CONSTRUCTION,MIR008,L08,COLUMN,'08-62,P-C3,GREY CONC,350,0.69,1.65,2.73,2.72,40,128.77,187.72,980,2780,980,2780,LMC10 ,10.0T ,NO
'08-64,CONSTRUCTION,MIR008,L08,PANEL,'08-64,PW3A,GREY CONC,200,2.76,6.73,13.63,13.76,40,213.53,77.24,4879,2820,4879,2820,LMC10 ,10.0T ,NO
'08-65,CONSTRUCTION,MIR008,L08,PANEL,'08-65,PW2A,GREY CONC,200,3.38,8.23,15.1,15.1,40,230.86,68.21,5430,2780,5430,2780,LMC10 ,10.0T ,NO
'08-66,CONSTRUCTION,MIR008,L08,PANEL,'08-66,PW2A,GREY CONC,200,2.21,5.36,11.07,11.13,40,167.18,75.52,3865,2880,3865,2880,LMC10 ,10.0T ,NO
'09-01,CONSTRUCTION,MIR008,L09,CORE STAIR,'09-01,STAIR 3,GREY CONC,200,3.26,7.99,16.31,17.77,40,492.71,151.01,2700,6580,2700,6580,LMC10 LMC10 ,10.0T 7.0T ,YES
'09-02,CONSTRUCTION,MIR008,L09,CORE STAIR,'09-02,STAIR 3,GREY CONC,200,2.68,6.51,13.39,16.78,40,415.45,155.15,5449,3080,5449,3080,LMC10 ,10.0T ,NO
'09-03,CONSTRUCTION,MIR008,L09,CORE STAIR,'09-03,STAIR 3,GREY CONC,200,1.43,3.49,6.95,8.32,40,269.54,188.04,2700,3080,2700,3080,LMC10 ,10.0T ,NO
'09-04,CONSTRUCTION,MIR008,L09,CORE STAIR,'09-04,STAIR 3,GREY CONC,200,3.22,7.7,16.1,16.78,40,418.11,129.82,5449,3080,5449,3080,LMC10 ,10.0T ,NO
'09-05,CONSTRUCTION,MIR008,L09,CORE LIFT,'09-05,LIFT,GREY CONC,200,2.02,4.98,10.11,15.86,40,374.28,185.15,5150,3080,5150,3080,LMC10 ,10.0T ,NO
'09-06,CONSTRUCTION,MIR008,L09,CORE LIFT,'09-06,LIFT,GREY CONC,200,3.39,8.4,16.97,18.42,40,504.6,148.66,2800,6580,2800,6580,LMC10 ,10.0T ,YES
'09-07,CONSTRUCTION,MIR008,L09,CORE LIFT,'09-07,LIFT,GREY CONC,200,3.04,7.26,15.18,15.86,40,398.28,131.19,5150,3080,5150,3080,LMC10 ,10.0T ,NO
'09-08,CONSTRUCTION,MIR008,L09,CORE LIFT,'09-08,LIFT,GREY CONC,200,3.39,8.4,16.97,18.42,40,504.51,148.63,2800,6579,2800,6579,LMC10 ,10.0T ,YES
'09-09,CONSTRUCTION,MIR008,L09,CORE STAIR,'09-09,STAIR 1,GREY CONC,200,3.07,7.31,15.14,15.7,40,388.01,126.48,5100,3080,5100,3079,LMC10 ,10.0T ,NO
'09-10,CONSTRUCTION,MIR008,L09,CORE STAIR,'09-10,STAIR 1,GREY CONC,200,1.07,2.63,4.99,8.32,40,221.27,207.05,2700,3080,2700,3080,LMC10 ,10.0T ,NO
'09-11,CONSTRUCTION,MIR008,L09,CORE STAIR,'09-11,STAIR 1,GREY CONC,200,2.76,6.64,13.79,15.7,40,379.94,137.77,5100,3079,5100,3079,LMC10 ,10.0T ,NO
'09-12,CONSTRUCTION,MIR008,L09,CORE STAIR,'09-12,STAIR 1,GREY CONC,200,3.26,8.08,16.31,17.77,40,495.04,151.72,2700,6580,2700,6580,LMC10 ,10.0T ,YES
'09-13,CONSTRUCTION,MIR008,L09,PANEL,'09-13,PW3A,GREY CONC,200,2.16,5.26,10.71,10.74,40,177.67,82.42,3807,2820,3807,2820,LMC10 ,10.0T ,NO
'09-14,CONSTRUCTION,MIR008,L09,COLUMN,'09-14,P-C2,GREY CONC,250,1.21,2.97,4.86,5.06,40,160.59,132.28,800,6320,800,6320,LMC10 LMC10 ,8.0T 7.0T ,YES
'09-15,CONSTRUCTION,MIR008,L09,PANEL,'09-15,PW3A,GREY CONC,200,2.13,5.2,10.6,10.62,40,173.58,81.36,3768,2820,3767,2820,LMC10 ,10.0T ,NO
'09-16,CONSTRUCTION,MIR008,L09,PANEL,'09-16,PW2A,GREY CONC,200,2.51,6.1,11.09,11.61,40,185.01,73.62,3922,2960,3922,2959,LMC10 ,10.0T ,NO
'09-17,CONSTRUCTION,MIR008,L09,PANEL,'09-17,PW6A,GREY CONC,200,1.94,4.78,9.11,9.13,40,162.79,83.85,2926,3115,2925,3122,LMC10 ,10.0T ,NO
'09-18,CONSTRUCTION,MIR008,L09,PANEL,'09-18,PW6A,GREY CONC,200,2.04,5.01,9.52,9.52,40,142.14,69.54,3050,3122,3049,3122,LMC10 ,10.0T ,NO
'09-19,CONSTRUCTION,MIR008,L09,PANEL,'09-19,PW6A,GREY CONC,200,1.86,4.57,9.3,9.3,40,139.53,74.98,2980,3122,2980,3122,LMC10 ,10.0T ,NO
'09-20,CONSTRUCTION,MIR008,L09,PANEL,'09-20,PW6A,GREY CONC,200,1.42,3.5,6.43,6.43,40,119.7,84.16,2060,3115,2059,3122,LMC10 ,10.0T ,NO
'09-21,CONSTRUCTION,MIR008,L09,PANEL,'09-21,PW2C,GREY CONC,200,3.1,7.67,15.48,15.95,40,358.94,115.97,2500,6380,2500,6380,LMC10 ,10.0T ,YES
'09-22,CONSTRUCTION,MIR008,L09,COLUMN,'09-22,P-C2,GREY CONC,250,1.18,2.88,4.73,4.99,40,153.85,130.16,800,6240,800,6240,LMC10 LMC10 ,10.0T 7.0T ,YES
'09-23,CONSTRUCTION,MIR008,L09,PANEL,'09-23,PW6A,GREY CONC,220,1.66,4.08,6.88,6.88,40,140.25,84.68,2252,3115,2204,3122,LMC10 ,10.0T ,NO
'09-24,CONSTRUCTION,MIR008,L09,PANEL,'09-24,PW2A,GREY CONC,200,2.1,5.23,10.49,10.97,40,277.26,132.18,1720,6380,1720,6500,LMC10 ,10.0T ,YES
'09-25,CONSTRUCTION,MIR008,L09,PANEL,'09-25,PW6B,GREY CONC,200,3.29,8.1,16.04,22.54,40,226.31,68.71,3035,7420,3034,7430,LMC10 ,10.0T ,YES
'09-26,CONSTRUCTION,MIR008,L09,PANEL,'09-26,,GREY CONC,150,0.91,2.3,6.09,6.44,40,149.21,163.39,1000,6440,1000,6613,LMC10 ,10.0T ,YES
'09-28,CONSTRUCTION,MIR008,L09,PANEL,'09-28,PW2A,GREY CONC,200,1.33,3.35,6.66,6.86,40,219.28,164.75,1100,6240,1100,6530,LMC10 LMC10 ,10.0T 7.0T ,YES
'09-29,CONSTRUCTION,MIR008,L09,COLUMN,'09-29,P-C9,GREY CONC,250,1.55,3.85,6.2,6.46,40,273.02,176.13,1030,6270,1030,6470,LMC10 LMC10 ,10.0T 7.0T ,YES
'09-30,CONSTRUCTION,MIR008,L09,PANEL,'09-30,PW3B,GREY CONC,300,3.05,7.43,10.17,10.2,40,215.48,70.6,3617,2820,3617,2820,LMC10 ,10.0T ,NO
'09-31,CONSTRUCTION,MIR008,L09,COLUMN,'09-31,P-C6,GREY CONC,250,0.91,2.35,3.63,3.74,40,234.5,258.38,600,6240,600,6240,LMC10 ,10.0T ,YES
'09-32,CONSTRUCTION,MIR008,L09,PANEL,'09-32,PW2A,GREY CONC,200,2.22,5.4,10.53,10.73,40,180.22,81.27,1445,7420,1444,7430,LMC10 ,10.0T ,YES
'09-33,CONSTRUCTION,MIR008,L09,PANEL,'09-33,PW2A,GREY CONC,200,3.03,7.46,15.13,15.6,40,304.59,100.69,2500,6240,2500,6240,LMC10 ,10.0T ,YES
'09-34,CONSTRUCTION,MIR008,L09,PANEL,'09-34,PSW1,GREY CONC,200,1.96,4.78,9.79,9.79,50,402.07,205.31,3400,2880,3400,2880,LMC10 ,10.0T ,NO
'09-36,CONSTRUCTION,MIR008,L09,PANEL,'09-36,PW2C,GREY CONC,200,3.09,7.67,15.46,15.95,50,359.18,116.15,2500,6380,2500,6380,LMC10 ,10.0T ,YES
'09-37,CONSTRUCTION,MIR008,L09,PANEL,'09-37,PW2A,GREY CONC,200,1.04,2.57,4.96,4.96,40,92.04,88.22,1588,3115,1588,3122,LMC10 ,10.0T ,NO
'09-38,CONSTRUCTION,MIR008,L09,PANEL,'09-38,PW2A,GREY CONC,200,3.8,9.26,17.49,17.48,40,249.71,65.76,2353,7470,2353,7430,LMC10 ,10.0T ,YES
'09-39,CONSTRUCTION,MIR008,L09,PANEL,'09-39,PW2A,GREY CONC,200,2.23,5.51,11.14,11.48,50,255.93,114.85,1800,6380,1800,6380,LMC10 ,10.0T ,YES
'09-40,CONSTRUCTION,MIR008,L09,COLUMN,'09-40,P-C2,GREY CONC,250,1.24,3.03,4.95,5.1,40,163.85,132.35,800,6380,800,6380,LMC10 LMC10 ,10.0T 7.0T ,YES
'09-41,CONSTRUCTION,MIR008,L09,PANEL,'09-41,PW2C,GREY CONC,200,2.72,6.74,13.62,14.04,40,299.77,110.06,2200,6380,2200,6380,LMC10 ,10.0T ,YES
'09-42,CONSTRUCTION,MIR008,L09,PANEL,'09-42,PW2A,GREY CONC,200,3.28,8.01,16.28,16.66,40,255.67,77.84,5704,2880,5704,2920,LMC10 ,10.0T ,NO
'09-43,CONSTRUCTION,MIR008,L09,PANEL,'09-43,PW2C,GREY CONC,200,1.86,4.61,9.29,9.57,40,248.5,133.82,1500,6380,1500,6380,LMC10 ,10.0T ,YES
'09-44,CONSTRUCTION,MIR008,L09,PANEL,'09-44,PW2A,GREY CONC,200,3.52,8.61,15.1,15.1,40,286.74,81.39,5430,2780,5430,2780,LMC10 ,10.0T ,NO
'09-45,CONSTRUCTION,MIR008,L09,COLUMN,'09-45,P-C2,GREY CONC,250,1.21,3.03,4.84,5.06,40,213.52,176.48,800,6320,800,6470,LMC10 ,10.0T ,YES
'09-46,CONSTRUCTION,MIR008,L09,COLUMN,'09-46,P-C2,GREY CONC,250,1.21,2.98,4.86,5.06,40,180.98,149.08,800,6320,800,6320,LMC10 ,10.0T ,YES
'09-47,CONSTRUCTION,MIR008,L09,COLUMN,'09-47,P-C2,GREY CONC,250,1.21,3.01,4.84,5.06,40,197.2,162.99,800,6319,800,6459,LMC10 LMC10 ,10.0T 7.0T ,YES
'09-48,CONSTRUCTION,MIR008,L09,PANEL,'09-48,PW3A,GREY CONC,200,2.82,6.87,12.05,12.07,40,204.31,72.42,4280,2820,4279,2820,LMC10 ,10.0T ,NO
'09-49,CONSTRUCTION,MIR008,L09,COLUMN,'09-49,P-C2,GREY CONC,250,1.18,2.9,4.73,4.99,40,175.41,148.4,800,6239,800,6239,LMC10 LMC10 ,10.0T 7.0T ,YES
'09-50,CONSTRUCTION,MIR008,L09,PANEL,'09-50,PW3B,GREY CONC,300,3.85,9.37,11.96,11.98,40,255.92,66.51,4250,2820,4249,2820,LMC10 ,10.0T ,NO
'09-51,CONSTRUCTION,MIR008,L09,PANEL,'09-51,PW1A,GREY CONC,200,3.85,9.28,18.34,18.34,40,282.24,73.33,6599,2780,6598,2780,LMC10 ,10.0T ,NO
'09-52,CONSTRUCTION,MIR008,L09,PANEL,'09-52,PW1A,GREY CONC,200,3.7,8.98,18.49,23.99,40,284.63,76.95,3210,7472,3210,7472,LMC10 ,10.0T ,YES
'09-53,CONSTRUCTION,MIR008,L09,PANEL,'09-53,PW1A,GREY CONC,200,4.21,10.21,20.17,20.17,40,285.87,67.88,2715,7430,2714,7430,LMC10 ,10.0T ,YES
'09-54,CONSTRUCTION,MIR008,L09,PANEL,'09-54,PW1A,GREY CONC,300,2.07,5.01,6.62,6.62,50,128.01,61.77,2113,3122,2121,3122,LMC10 ,10.0T ,NO
'09-55,CONSTRUCTION,MIR008,L09,PANEL,'09-55,PW2A,GREY CONC,200,4.22,10.3,19.69,19.69,40,275.72,65.27,2652,7420,2650,7430,LMC10 ,10.0T ,YES
'09-56,CONSTRUCTION,MIR008,L09,PANEL,'09-56,PW2D,GREY CONC,200,2.55,6.23,11.93,16.78,50,200.85,78.77,2260,7420,2259,7430,LMC10 ,10.0T ,YES
'09-57,CONSTRUCTION,MIR008,L09,PANEL,'09-57,PW2A,GREY CONC,200,1.5,3.6,6.62,6.62,50,122.94,82.22,2150,3115,2121,3122,LMC10 ,10.0T ,NO
'09-58,CONSTRUCTION,MIR008,L09,PANEL,'09-58,PW2A,GREY CONC,200,2.3,5.55,10.47,10.47,40,153.86,67,3353,3122,3353,3122,LMC10 ,10.0T ,NO
'09-59,CONSTRUCTION,MIR008,L09,PANEL,'09-59,PW2A,GREY CONC,200,1.93,4.83,9.65,9.96,40,260.07,134.7,1609,6190,1609,6530,LMC10 ,10.0T ,YES
'09-60,CONSTRUCTION,MIR008,L09,PANEL,'09-60,PSW2,GREY CONC,200,2.19,5.31,10.94,10.94,50,437.16,199.72,3800,2880,3800,2880,LMC10 ,10.0T ,NO
'09-61,CONSTRUCTION,MIR008,L09,PANEL,'09-61,PW2A,GREY CONC,200,2.97,7.38,14.85,15.33,40,327.11,110.14,2500,6130,2500,6530,LMC10 ,10.0T ,YES
'09-62,CONSTRUCTION,MIR008,L09,COLUMN,'09-62,P-C3,GREY CONC,350,0.69,1.65,2.73,2.72,40,128.77,187.72,980,2780,980,2780,LMC10 ,10.0T ,NO
'09-63,CONSTRUCTION,MIR008,L09,COLUMN,'09-63,P-C2,GREY CONC,250,1.2,2.94,4.82,5.02,40,158.29,131.47,800,6270,800,6270,LMC10 LMC10 ,10.0T 7.0T ,YES
'09-64,CONSTRUCTION,MIR008,L09,PANEL,'09-64,PW3A,GREY CONC,200,2.76,6.67,13.63,13.76,40,213.53,77.24,4879,2820,4879,2820,LMC10 ,10.0T ,NO
'09-65,CONSTRUCTION,MIR008,L09,PANEL,'09-65,PW2A,GREY CONC,200,3.38,8.23,15.1,15.1,40,230.86,68.21,5430,2780,5430,2780,LMC10 ,10.0T ,NO
'09-66,CONSTRUCTION,MIR008,L09,PANEL,'09-66,PW2A,GREY CONC,200,2.21,5.36,11.07,11.13,40,167.18,75.52,3865,2880,3865,2880,LMC10 ,10.0T ,NO
'09-67,CONSTRUCTION,MIR008,L09,COLUMN,'09-67,P-C11,GREY CONC,300,1.58,3.86,6.46,6.76,40,171.53,108.88,1070,5920,1070,6320,LMC10 LMC10 ,10.0T 7.0T ,YES
'09-68,CONSTRUCTION,MIR008,L09,COLUMN,'09-68,P-C6,GREY CONC,250,0.88,2.22,3.52,3.71,40,204.94,233.16,600,6190,600,6190,LMC10 LMC10 ,10.0T 7.0T ,YES
'10-02,CONSTRUCTION,MIR008,L10,CORE STAIR,'10-02,STAIR 3,GREY CONC,200,3.1,7.4,15.52,18.97,40,456.5,147.02,5450,3480,5450,3480,LMC10 ,10.0T ,NO
'10-03,CONSTRUCTION,MIR008,L10,CORE STAIR,'10-03,STAIR 3,GREY CONC,200,1.78,4.25,8.7,9.4,40,283.26,159.05,2700,3480,2700,3480,LMC10 ,10.0T ,NO
'10-04,CONSTRUCTION,MIR008,L10,CORE STAIR,'10-04,STAIR 3,GREY CONC,200,3.64,8.84,18.2,18.96,40,463.65,127.41,5449,3480,5449,3480,LMC10 ,10.0T ,NO
'10-05,CONSTRUCTION,MIR008,L10,CORE LIFT,'10-05,LIFT,GREY CONC,200,2.42,5.82,12.08,17.92,40,413.59,171.2,5150,3480,5150,3480,LMC10 ,10.0T ,NO
'10-07,CONSTRUCTION,MIR008,L10,CORE LIFT,'10-07,LIFT,GREY CONC,200,3.43,8.32,17.15,17.92,40,437.2,127.45,5150,3480,5150,3480,LMC10 ,10.0T ,NO
'10-09,CONSTRUCTION,MIR008,L10,CORE STAIR,'10-09,STAIR 1,GREY CONC,200,3.42,8.29,17.04,17.74,40,429.65,125.61,5100,3480,5100,3479,LMC10 ,10.0T ,NO
'10-10,CONSTRUCTION,MIR008,L10,CORE STAIR,'10-10,STAIR 1,GREY CONC,200,1.18,2.92,5.96,9.4,40,231.06,196.31,2700,3480,2700,3480,LMC10 ,10.0T ,NO
'10-11,CONSTRUCTION,MIR008,L10,CORE STAIR,'10-11,STAIR 1,GREY CONC,200,3.4,7.83,16.98,17.74,40,431.99,127.22,5100,3479,5100,3479,LMC10 ,10.0T ,NO
'10-13,CONSTRUCTION,MIR008,L10,PANEL,'10-13,PW3A,GREY CONC,200,2.46,6.03,12.23,12.26,40,195.52,79.44,3807,3220,3807,3370,LMC10 ,10.0T ,NO
'10-15,CONSTRUCTION,MIR008,L10,PANEL,'10-15,PW3A,GREY CONC,200,2.44,5.87,12.1,12.13,40,193.62,79.48,3768,3220,3767,3370,LMC10 ,10.0T ,NO
'10-16,CONSTRUCTION,MIR008,L10,PANEL,'10-16,PW2A,GREY CONC,200,2.48,6.06,12.4,12.62,40,229.56,92.54,3922,3219,3922,3370,LMC10 ,10.0T ,NO
'10-17,CONSTRUCTION,MIR008,L10,PANEL,'10-17,PW6A,GREY CONC,200,2.65,6.75,12.66,12.67,40,198.19,74.91,2926,4320,2925,4330,LMC10 ,10.0T ,NO
'10-18,CONSTRUCTION,MIR008,L10,PANEL,'10-18,PW6A,GREY CONC,200,2.83,6.94,13.99,16.17,40,179.59,63.56,3735,4320,3734,4330,LMC10 ,10.0T ,NO
'10-19,CONSTRUCTION,MIR008,L10,PANEL,'10-19,PW6A,GREY CONC,200,2.65,6.51,12.9,12.9,40,175.93,66.38,2980,4320,2980,4330,LMC10 ,10.0T ,NO
'10-20,CONSTRUCTION,MIR008,L10,PANEL,'10-20,PW6A,GREY CONC,200,1.92,4.75,9.3,9.55,40,150.61,78.26,2188,4320,2206,4330,LMC10 ,10.0T ,NO
'10-23,CONSTRUCTION,MIR008,L10,PANEL,'10-23,PW6A,GREY CONC,220,2.18,5.37,9.66,9.65,40,159.91,73.29,2420,4370,2204,4380,LMC10 ,10.0T ,NO
