type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Manufacturing,,,,,,QA - Belcanto - Manufacturing Checklist
section,Soffit Check,,,,,,
checkpoint,Rivet sizes,,,,,,
label,As per assembly diagram,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Rivet,,,,,,
checkpoint,Rivet integrity,,,,,,
label,Ensure rivets are pulled up tight,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Rivet,,,,,,
checkpoint,Joints tight,,,,,,
label,All soffit panels pulled tight to each other with siliconed joints,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Soffit Panel,,,,,,
checkpoint,Z Brackets,,,,,,
label,Ensure Z Brackets Installed corectly,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Z Bracket,,,,,,
checkpoint,Promate Board,,,,,,
label,Ensure PromateBoard Installed Correctly,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Promate Board,,,,,,
checkpoint,Surface finish,,,,,,
label,No imperfections visible beyond 3m,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Soffit Panel,,,,,,
section,Balustrade (including Fascia) Check,,,,,,
checkpoint,All parts fitted,,,,,,
label,As per drawings and schedules,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Balustrade,,,,,,
checkpoint,Surface finish,,,,,,
label,No imperfections visible beyond 2m,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Balustrade,,,,,,
checkpoint,Supports added,,,,,,
label,Supports fitted to side balustrades,,,,,,
label,Visual Check,,,,,,
label,Frequency: Side Balustrades,,,,,,
checkpoint,Bolt tightness,,,,,,
label,Torque Wrench: M8 Bolts to 29Nm,,,,,,
label,Mark thread with 'torque mark' as visual indicator,,,,,,
label,Frequency: Every Bolt,,,,,,
checkpoint,Fascia secure,,,,,,
label,All fixings present and well secured,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Fascia,,,,,,
checkpoint,Handrail secure,,,,,,
label,All fixings present and well secured,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Handrail,,,,,,
section,Flooring Check,,,,,,
checkpoint,Connection points accessible,,,,,,
label,"All connection points (clamps, sprinkler, vents, etc.) accessible via access panels",,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Balcony,,,,,,
checkpoint,Decking Screws Teightened,,,,,,
label,All decking screws tightened properly,,,,,,
label,Phycial Check,,,,,,
label,Frequency: Every Screw,,,,,,
checkpoint,Decking Defects,,,,,,
Label,No Defects in the Stabiwood ,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Board,,,,,,
section,Completion Check,,,,,,
checkpoint,Fascia protection applied,,,,,,
label,All fasciae are protected by stretchwrap,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Balcony,,,,,,
checkpoint,Handrail/capping protection applied,,,,,,
label,All handrail/capping protected by low-tack tape,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Balcony,,,,,,
checkpoint,Paving restraint,,,,,,
label,Pavers restrained from transport movement by strapping plywood over top,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Balcony,,,,,,
checkpoint,Lifting slings inserted correctly,,,,,,
label,In accordance with slinger training,,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Balcony,,,,,,
checkpoint,Site pack compiled,,,,,,
label,"Site pack includes fixings, cut slabs, side fasciae, post cladding and any other site required parts",,,,,,
label,Visual Check,,,,,,
label,Frequency: Every Balcony,,,,,,
,,,,,,,
checklist-flat,Balcony Installation,,,,,,QA - Belcanto - Installation Checklist
checkpoint,Packers in place,,,,,,
checkpoint,Balcony Level,,,,,,
checkpoint,Clamps Tighetened,,,,,,
checkpoint,Anti Slip Bracket Installed,,,,,,
checkpoint,Remainder of Decking Installed,,,,,,
checkpoint,Any PC defects touched up,,,,,,
,,,,,,,
checklist-flat,Frame Checks,,,,,,Mulcahy - Frame Checks
checkpoint,Verify barcode label has been stuck in place,,,,,,
label,Well adhered with no wrinkles or bubbles,,,,,,
checkpoint,Frame squareness,,,,,,
label,Measure Diagonals and compare,,,,,,
label,Diagonals to match +/- 2mm,,,,,,
checkpoint,Verify all parts have been fitted as drawings and schedules,,,,,,
checkpoint,Bolt tightness,,,,,,
label,Torque Wrench: M8 Bolts to 29Nm,,,,,,
label,Mark thread with 'torque mark' as visual indicator,,,,,,
