Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Ground,,Ground,Site QA,
,,L1,,L1,Site QA,
,,L2,,L2,Site QA,
,,L3,,L3,Site QA,
,,L4 - East Unit,,East Unit,L4,Site QA
,,L4 - West Unit,,West Unit,L4,Site QA
,,L5 - East Unit,,East Unit,L5,Site QA
,,L5 - West Unit,,West Unit,L5,Site QA
,,L6 - East Unit,,East Unit,L6,Site QA
,,L6 - West Unit,,West Unit,L6,Site QA
,,L7,,L7,Site QA,
,,L8,,L8,Site QA,
,,L9,,L9,Site QA,
,,L10,,L10,Site QA,
,,L11,,L11,Site QA,
,,L12,,L12,Site QA,
,,L13,,L13,Site QA,
,,L14,,L14,Site QA,
,,L15,,L15,Site QA,
,,L16,,L16,Site QA,
,,L17,,L17,Site QA,
,,L18,,L18,Site QA,
,,L19,,L19,Site QA,
,,L20,,L20,Site QA,
,,L21,,L21,Site QA,
,,L22,,L22,Site QA,
,,L23,,L23,Site QA,
,,L24,,L24,Site QA,
,,L25,,L25,Site QA,
,Columns,,,,,
,,Speedpanel,,Speedpanel,,
,,Partitions,,Partitions,,
,,Ceiling,,Ceiling,,
,,Door Frames,,Door Frames,,
,,Soffit Insulation,,Soffit Insulation,,
