Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Mark - Project Manager Residential Electrical,,,,,,,
,Scope,,,Project Manager,Mark - Project Manager Residential Electrical,,
,Rows,,,,,,
,,"November 13, 2023 - November 17, 2023",grouping,"November 13, 2023 - November 17, 2023",,,
,,Monday,,Project Manager,Mark - Project Manager Residential Electrical,"November 13, 2023 - November 17, 2023",Monday
,,Tuesday,,Project Manager,Mark - Project Manager Residential Electrical,"November 13, 2023 - November 17, 2023",Tuesday
,,Wednesday,,Project Manager,Mark - Project Manager Residential Electrical,"November 13, 2023 - November 17, 2023",Wednesday
,,Thursday,,Project Manager,Mark - Project Manager Residential Electrical,"November 13, 2023 - November 17, 2023",Thursday
,,Friday,,Project Manager,Mark - Project Manager Residential Electrical,"November 13, 2023 - November 17, 2023",Friday
,,"November 20, 2023 - November 24, 2023",grouping,"November 20, 2023 - November 24, 2023",,,
,,Monday,,Project Manager,Mark - Project Manager Residential Electrical,"November 20, 2023 - November 24, 2023",Monday
,,Tuesday,,Project Manager,Mark - Project Manager Residential Electrical,"November 20, 2023 - November 24, 2023",Tuesday
,,Wednesday,,Project Manager,Mark - Project Manager Residential Electrical,"November 20, 2023 - November 24, 2023",Wednesday
,,Thursday,,Project Manager,Mark - Project Manager Residential Electrical,"November 20, 2023 - November 24, 2023",Thursday
,,Friday,,Project Manager,Mark - Project Manager Residential Electrical,"November 20, 2023 - November 24, 2023",Friday
,,"November 27, 2023 - December 1, 2023",grouping,"November 27, 2023 - December 1, 2023",,,
,,Monday,,Project Manager,Mark - Project Manager Residential Electrical,"November 27, 2023 - December 1, 2023",Monday
,,Tuesday,,Project Manager,Mark - Project Manager Residential Electrical,"November 27, 2023 - December 1, 2023",Tuesday
,,Wednesday,,Project Manager,Mark - Project Manager Residential Electrical,"November 27, 2023 - December 1, 2023",Wednesday
,,Thursday,,Project Manager,Mark - Project Manager Residential Electrical,"November 27, 2023 - December 1, 2023",Thursday
