Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Pads Preparation Progress,,,,,,
,Scope,,,Pads Preparation ,,
,Rows,,,,,
,,Pads Preparation ,expanded,Pads Preparation ,Project Build QA,
,Columns,,,,,
,,Stage 401 - Fire Kiosk,,Stage 401 - Fire Kiosk,Pads Preparation ,Project Build QA
,,Stage 1 - B01,,Stage 1 - B01,Pads Preparation ,Project Build QA
,,Stage 2 - THB01,,Stage 2 - THB01,Pads Preparation ,Project Build QA
,,"Stage 2 - THB02, 03, 04, 05, 10, 12",,"Stage 2 - THB02, 03, 04, 05, 10, 12",Pads Preparation ,Project Build QA
,,Stage 3 - THB11 & 13,,Stage 3 - THB11 & 13,Pads Preparation ,Project Build QA
,,Stage 4 - B02 ,,Stage 4 - B02 ,Pads Preparation ,Project Build QA
,,Stage 5 - B03,,Stage 5 - B03,Pads Preparation ,Project Build QA
,,"Stage 6 - THB06, THB07, THB08, THB09",,"Stage 6 - THB06, THB07, THB08, THB09",Pads Preparation ,Project Build QA
,,"Stage 7 - THB14, 15, 16 & 17",,"Stage 7 - THB14, 15, 16 & 17",Pads Preparation ,Project Build QA
,,Stage 8 - B04,,Stage 8 - B04,Pads Preparation ,Project Build QA
,,Stage 9 - B05 & B06,,Stage 9 - B05 & B06,Pads Preparation ,Project Build QA
,,Stage 10 - THB18 & 19,,Stage 10 - THB18 & 19,Pads Preparation ,Project Build QA
,,Crane Pad,,Crane Pad,Pads Preparation ,Project Build QA
,,Tunnel Works B02 - B03,,Tunnel Works B02 - B03,Pads Preparation ,Project Build QA
,,,,,,
Civil Overall Progress,,,,,,
,Scope,,,Civil,,
,Rows,,,,,
,,Civil,expanded,Civil,,
,Columns,,,,,
,,Stormwater,,Stormwater,Civil,Project Build QA
,,Sewer,,Sewer,Civil,Project Build QA
,,Pump Install,,Pump Install,Civil,Project Build QA
,,Townhouse Drainage,,Townhouse Drainage,Civil,Project Build QA
,,"Water Install - Stage 2 - THB 02, 03, 04, 05, 10 & 12 ",,"Water Install - Stage 2 - THB 02, 03, 04, 05, 10 & 12 ",Civil,Project Build QA
,,ACM Pit Backfil,,ACM Pit Backfil,Civil,Project Build QA
,,QA - Water Main (180mm Watermain/ Fire main),,QA - Water Main (180mm Watermain/ Fire main),Civil,Project Build QA
,,Services,,Services,Civil,Project Build QA
,,Roading,,Roading,Civil,Project Build QA
