"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0846afe2-56a2-4600-b33f-6c12df3b6ab0","","folder-normal","","","step","TRUE","FALSE","Site QA"
"9d4522a4-cafd-4c2a-bbb1-d26b5e5cc916","","folder-normal","","","step","TRUE","FALSE","Site QA","Building 2"
"9f8f2157-a93a-440e-95e3-acf37aa8c290","","checklist-flat","","External Works","checklist-flat","FALSE","FALSE","Site QA","Building 2","External Works"
"6b3c7eb9-e49b-49f4-8415-a03a008f579c","","folder-normal","","","step","TRUE","FALSE","Site QA","Building 2","Structural Earth Bonding"
"bca786cf-05c0-4645-bfdc-b9d51cc874ee","","checklist-flat","","Structural Earth Bonding","checklist-flat","FALSE","FALSE","Site QA","Building 2","Structural Earth Bonding","Structural Earth Bonding 1"
"bd2714c7-0301-419b-be0f-ae08cbaf0980","","checklist-flat","","Structural Earth Bonding","checklist-flat","FALSE","FALSE","Site QA","Building 2","Structural Earth Bonding","Structural Earth Bonding 2"
"4d6d921b-fcbf-4742-b679-7e136f6e10a4","","folder-normal","","","step","TRUE","FALSE","Site QA","Building 2","Mains"
"1530ab86-2aab-47f8-acb0-4ac4534eba83","","checklist-flat","","Mains Earthing","checklist-flat","FALSE","FALSE","Site QA","Building 2","Mains","Mains Earthing"
"b338727c-cb31-4ac6-8efa-9fb15d7de098","","checklist-flat","","Mains","checklist-flat","FALSE","FALSE","Site QA","Building 2","Mains","Mains"
"8e6cc6d0-8a3c-4ed6-91b6-f3d83b83f87e","","folder-normal","","","step","TRUE","FALSE","Site QA","Building 2","First Fix"
"db87d8ef-2335-48be-91ef-1c66de414307","","folder-normal","","","step","TRUE","FALSE","Site QA","Building 2","First Fix","Basement"
"3d9d321a-0d0a-406f-a258-357231aec262","","checklist-flat","","MSB","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Basement","MSSB"
"8bfc79e5-af9b-4c56-bc35-5e2bc294ce1f","","checklist-flat","","Cable Tray","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Basement","Cable Tray"
"8cdf6245-b8d9-44e5-9d84-efd494887e09","","folder-normal","","","step","TRUE","FALSE","Site QA","Building 2","First Fix","Basement","Cabling"
"a70c4d71-f373-41d1-ac6f-6276947f747f","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Basement","Cabling","Lighting"
"0e867a34-2315-456c-ad1c-5f5fdbe0dc4a","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Basement","Cabling","Power"
"628e6b6d-14c7-4b9b-9102-3d403ed229bc","","checklist-flat","","Distribution Board","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Basement","Distribution Board"
"81eca324-c31c-47e3-a4ae-3cbdeb820a34","","folder-normal","","","step","TRUE","FALSE","Site QA","Building 2","First Fix","Ground Floor"
"371ff456-b507-4486-b897-9a7c7cc67bb6","","checklist-flat","","Cable Tray","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Ground Floor","Cable Tray"
"809da2ef-e5ad-4439-a6c3-0685d8358ade","","checklist-flat","","Distribution Board - Floor","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Ground Floor","Floor Distribution Board"
"530ce69a-84c1-484b-830c-3d10857bd916","","folder-normal","","","step","TRUE","FALSE","Site QA","Building 2","First Fix","Ground Floor","L101"
"784cbb05-6438-4ba7-ace8-6ad1b40aa84a","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Ground Floor","L101","Flush Boxes"
"500dc9f8-49d0-4f3d-94ce-301e1336f710","","folder-normal","","","step","TRUE","FALSE","Site QA","Building 2","First Fix","Ground Floor","L101","Cabling"
"9efec762-d918-4d36-9eff-fa9a3a607ceb","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Ground Floor","L101","Cabling","Lighting"
"a87f9433-4235-4437-961d-ec14a587342f","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Ground Floor","L101","Cabling","Power"
"6cf94971-9323-4507-a17d-8c0a45cfc7a1","","checklist-flat","","Distribution Board","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Ground Floor","L101","Distribution Board"
"28786c54-f164-424a-a74f-2f97a2767b41","","folder-normal","","","step","TRUE","FALSE","Site QA","Building 2","First Fix","Ground Floor","L102"
"3e09c669-10ca-45ba-8166-a763833d83d4","","checklist-flat","","Flush Boxes","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Ground Floor","L102","Flush Boxes"
"3547e160-7f69-4562-9186-9bbd98fb8028","","folder-normal","","","step","TRUE","FALSE","Site QA","Building 2","First Fix","Ground Floor","L102","Cabling"
"ccb03b61-8847-4032-8d21-4a28c36f41f7","","checklist-flat","","Lighting Circuits First Fix","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Ground Floor","L102","Cabling","Lighting"
"5d2d4009-7808-42d1-a1cf-6652ba37469b","","checklist-flat","","Power Circuit First Fix","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Ground Floor","L102","Cabling","Power"
"d4bb99d8-7bb0-4910-be87-4ae413d6c501","","checklist-flat","","Distribution Board","checklist-flat","FALSE","FALSE","Site QA","Building 2","First Fix","Ground Floor","L102","Distribution Board"
"2e711ff0-06a6-421e-8893-2caa957bd5c2","","folder-normal","","","step","TRUE","FALSE","Site QA","Building 2","First Fix","Ground Floor","L103"
