"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"be990949-14c5-4683-807b-714198e90620","","pass","","folder","FALSE","FALSE","B03"
"a4e9ce0b-bd9c-4020-96e8-fe72a114a954","","pass","","folder","FALSE","FALSE","B03","Basement"
"5b39dd0b-e06a-4e9b-8aff-dbd4cf9163a7","","pass","180676649e4cbdd9c80e7f459d766cd0a9930ae6c848e6ee0e2ae887a5ef0b19","checklist","FALSE","FALSE","B03","Basement","Lift 1 Lobby"
"5492d78a-a02a-424b-93c1-95c75604b42c","","pass","180676649e4cbdd9c80e7f459d766cd0a9930ae6c848e6ee0e2ae887a5ef0b19","checklist","FALSE","FALSE","B03","Basement","Lift 2 Lobby"
"d9b2bb4c-a528-41aa-bc3d-53ac0f282cd1","","pass","","folder","FALSE","FALSE","B03","Ground Floor"
"6704090a-3c24-4106-8446-10ea56082146","","pass","","folder","FALSE","FALSE","B03","Ground Floor","Apartments"
"2af29c4f-a68f-48cf-8eea-c8b5a5039eb8","","pass","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G40"
"dc98693e-2150-492a-acbf-6dd0beea931f","","pass","","folder","TRUE","FALSE","B03","Ground Floor","Apartments","G40","External Tiling"
"c3e1e19c-16a0-48e0-8ac3-310d5a160240","","pass","cf6d77604b9b399bf6be2e548287678f9bb5590c115878a1266f4d7a39f04bc1","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G40","External Tiling","Balcony"
"b79f4836-b1cc-46bc-b665-640a56db2ad9","","pass","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G40","Internal Tiling"
"eb7b8ca2-b72f-48fc-acc4-bde5224ddb39","","pass","66b047c3418eb996e00ec967612a3416c89bddeaec9bf9b10909c8d69117fa5e","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G40","Internal Tiling","Bathroom"
"59c97b13-4b72-43a8-a4a4-b33db789313d","","pass","66b047c3418eb996e00ec967612a3416c89bddeaec9bf9b10909c8d69117fa5e","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G40","Internal Tiling","Ensuite"
"baa6e7fe-ac3b-455e-8177-fef596a3fad3","","pass","Kitchen and separate WC checklist","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G40","Internal Tiling","Kitchen"
"59e9189e-2003-4b2f-8b6f-605f07634840","","pass","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G41"
"fffb10a1-3ee3-4ce2-a6eb-c45e27117b2b","","pass","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G41","External Tiling"
"fe26b38e-8a81-4a3e-a34e-aa7e02bea4a2","","pass","cf6d77604b9b399bf6be2e548287678f9bb5590c115878a1266f4d7a39f04bc1","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G41","External Tiling","Balcony"
"32aa5c5b-d256-4d09-a99f-5587c4369fa3","","pass","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G41","Internal Tiling"
"5eee3d21-011d-4b09-882e-9767e68d5487","","pass","66b047c3418eb996e00ec967612a3416c89bddeaec9bf9b10909c8d69117fa5e","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G41","Internal Tiling","Bathroom"
"b7073f37-5258-4d43-af6d-ac2ba8dac7b1","","pass","Kitchen and separate WC checklist","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G41","Internal Tiling","Kitchen"
"37bb67e9-959a-4ad5-a4b9-aca1b024d7b1","","pass","Kitchen and separate WC checklist","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G41","Internal Tiling","WC"
"11e663bd-0248-4a96-afd6-bb6f38925a67","","pass","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G42"
"f5f78b8d-4229-4351-afe5-892407f402e2","","pass","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G42","External Tiling"
"0d27c219-c30a-422c-b9fd-34996e635b2e","","pass","cf6d77604b9b399bf6be2e548287678f9bb5590c115878a1266f4d7a39f04bc1","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G42","External Tiling","Patio"
"29db7897-67cf-4af5-aa2d-7e8af7fa1a46","","pass","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G42","Internal Tiling"
"234f1f1c-99bf-4b14-9cbc-daad06d6b771","","pass","66b047c3418eb996e00ec967612a3416c89bddeaec9bf9b10909c8d69117fa5e","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G42","Internal Tiling","Bathroom 1"
"0dc283ff-9b79-48b2-be62-d2ebb4ca441f","","pass","66b047c3418eb996e00ec967612a3416c89bddeaec9bf9b10909c8d69117fa5e","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G42","Internal Tiling","Bathroom 2"
"0106c105-b971-481f-81c3-2a32abaabd30","","pass","Kitchen and separate WC checklist","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G42","Internal Tiling","Kitchen"
"4abb97b3-b85d-43a1-89ac-a6d3c2352e39","","pass","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G43"
"96dd253a-86c4-4361-ba41-f9a0531ac391","","pass","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G43","Internal Tiling"
"49717a81-ebed-44f4-8f21-045731678d0b","","pass","66b047c3418eb996e00ec967612a3416c89bddeaec9bf9b10909c8d69117fa5e","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G43","Internal Tiling","Bathroom"
"43b8f9f0-2302-400a-979a-c4f0bb8a0e1a","","pass","Kitchen and separate WC checklist","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G43","Internal Tiling","Kitchen"
"0cdb3f74-73d2-40dd-ae68-ab53a11ed03f","","pass","Kitchen and separate WC checklist","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G43","Internal Tiling","WC"
"1d06cbe9-40b7-4173-b467-1e3e5767c1d1","","pass","","folder","FALSE","FALSE","B03","Ground Floor","Apartments","G43","External Tiling"
"01680882-e7bb-4a19-8d20-e427ccd9d9c3","","pass","cf6d77604b9b399bf6be2e548287678f9bb5590c115878a1266f4d7a39f04bc1","checklist","FALSE","FALSE","B03","Ground Floor","Apartments","G43","External Tiling","Balcony"
