Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,
,,05-PC007,expanded,05-PC007,Level 05,,,,,
,,05-PC008,expanded,05-PC008,Level 05,,,,,
,,05-PC009,expanded,05-PC009,Level 05,,,,,
,,05-PC010,expanded,05-PC010,Level 05,,,,,
,,05-PC011,expanded,05-PC011,Level 05,,,,,
,,05-PC012,expanded,05-PC012,Level 05,,,,,
,,05-PC013,expanded,05-PC013,Level 05,,,,,
,,05-PC014,expanded,05-PC014,Level 05,,,,,
,,05-PC015,expanded,05-PC015,Level 05,,,,,
,,05-PC016,expanded,05-PC016,Level 05,,,,,
,,05-PC017,expanded,05-PC017,Level 05,,,,,
,,05-PC018,expanded,05-PC018,Level 05,,,,,
,,05-PC019,expanded,05-PC019,Level 05,,,,,
,,05-PC020,expanded,05-PC020,Level 05,,,,,
,,05-PC021,expanded,05-PC021,Level 05,,,,,
,,05-PC022,expanded,05-PC022,Level 05,,,,,
,,05-PW011,expanded,05-PW011,Level 05,,,,,
,,05-PW012,expanded,05-PW012,Level 05,,,,,
,,05-PW013,expanded,05-PW013,Level 05,,,,,
,,05-PW014,expanded,05-PW014,Level 05,,,,,
,,05-PW015,expanded,05-PW015,Level 05,,,,,
,,05-PW016,expanded,05-PW016,Level 05,,,,,
,,Level 06,grouping,Level 06,,,,,,
,,06-PC001,expanded,06-PC001,Level 06,,,,,
,,06-PC002,expanded,06-PC002,Level 06,,,,,
,,06-PC003,expanded,06-PC003,Level 06,,,,,
,,06-PC004,expanded,06-PC004,Level 06,,,,,
,,06-PC007,expanded,06-PC007,Level 06,,,,,
,,06-PC008,expanded,06-PC008,Level 06,,,,,
,,06-PC009,expanded,06-PC009,Level 06,,,,,
,,06-PC010,expanded,06-PC010,Level 06,,,,,
,,06-PC011,expanded,06-PC011,Level 06,,,,,
,,06-PC012,expanded,06-PC012,Level 06,,,,,
,,06-PC013,expanded,06-PC013,Level 06,,,,,
,,06-PC014,expanded,06-PC014,Level 06,,,,,
,,06-PC015,expanded,06-PC015,Level 06,,,,,
,,06-PC016,expanded,06-PC016,Level 06,,,,,
,,06-PC017,expanded,06-PC017,Level 06,,,,,
,,06-PC018,expanded,06-PC018,Level 06,,,,,
,,06-PC021,expanded,06-PC021,Level 06,,,,,
,,06-PC022,expanded,06-PC022,Level 06,,,,,
,,06-PW011,expanded,06-PW011,Level 06,,,,,
,,06-PW012,expanded,06-PW012,Level 06,,,,,
,,06-PW013,expanded,06-PW013,Level 06,,,,,
,,06-PW014,expanded,06-PW014,Level 06,,,,,
,,06-PW015,expanded,06-PW015,Level 06,,,,,
,,06-PW016,expanded,06-PW016,Level 06,,,,,
,,06-PW021,expanded,06-PW021,Level 06,,,,,
,,06-PW022,expanded,06-PW022,Level 06,,,,,
,,06-PW023,expanded,06-PW023,Level 06,,,,,
,,06-PW024,expanded,06-PW024,Level 06,,,,,
,,06-PW025,expanded,06-PW025,Level 06,,,,,
,,06-PW026,expanded,06-PW026,Level 06,,,,,
,,06-PW027,expanded,06-PW027,Level 06,,,,,
,,06-PW028,expanded,06-PW028,Level 06,,,,,
,,Level 07,grouping,Level 07,,,,,,
,,07-PC001,expanded,07-PC001,Level 07,,,,,
,,07-PC002,expanded,07-PC002,Level 07,,,,,
,,07-PC003,expanded,07-PC003,Level 07,,,,,
,,07-PC004,expanded,07-PC004,Level 07,,,,,
,,07-PC007,expanded,07-PC007,Level 07,,,,,
,,07-PC008,expanded,07-PC008,Level 07,,,,,
,,07-PC009,expanded,07-PC009,Level 07,,,,,
,,07-PC010,expanded,07-PC010,Level 07,,,,,
,,07-PC011,expanded,07-PC011,Level 07,,,,,
,,07-PC012,expanded,07-PC012,Level 07,,,,,
,,07-PC013,expanded,07-PC013,Level 07,,,,,
,,07-PC014,expanded,07-PC014,Level 07,,,,,
,,07-PC015,expanded,07-PC015,Level 07,,,,,
,,07-PC016,expanded,07-PC016,Level 07,,,,,
,,07-PC017,expanded,07-PC017,Level 07,,,,,
,,07-PC018,expanded,07-PC018,Level 07,,,,,
,,07-PC021,expanded,07-PC021,Level 07,,,,,
,,07-PC022,expanded,07-PC022,Level 07,,,,,
,,07-PW011,expanded,07-PW011,Level 07,,,,,
,,07-PW012,expanded,07-PW012,Level 07,,,,,
,,07-PW013,expanded,07-PW013,Level 07,,,,,
,,07-PW014,expanded,07-PW014,Level 07,,,,,
,,07-PW015,expanded,07-PW015,Level 07,,,,,
,,07-PW016,expanded,07-PW016,Level 07,,,,,
,,07-PW021,expanded,07-PW021,Level 07,,,,,
,,07-PW022,expanded,07-PW022,Level 07,,,,,
,,07-PW023,expanded,07-PW023,Level 07,,,,,
,,07-PW024,expanded,07-PW024,Level 07,,,,,
,,07-PW025,expanded,07-PW025,Level 07,,,,,
,,07-PW026,expanded,07-PW026,Level 07,,,,,
,,07-PW027,expanded,07-PW027,Level 07,,,,,
,,07-PW028,expanded,07-PW028,Level 07,,,,,
,,Level 08,grouping,Level 08,,,,,,
,,08-PC001,expanded,08-PC001,Level 08,,,,,
,,08-PC002,expanded,08-PC002,Level 08,,,,,
,,08-PC003,expanded,08-PC003,Level 08,,,,,
,,08-PC004,expanded,08-PC004,Level 08,,,,,
,,08-PC007,expanded,08-PC007,Level 08,,,,,
,,08-PC008,expanded,08-PC008,Level 08,,,,,
,,08-PC009,expanded,08-PC009,Level 08,,,,,
,,08-PC010,expanded,08-PC010,Level 08,,,,,
,,08-PC011,expanded,08-PC011,Level 08,,,,,
,,08-PC012,expanded,08-PC012,Level 08,,,,,
,,08-PC013,expanded,08-PC013,Level 08,,,,,
,,08-PC014,expanded,08-PC014,Level 08,,,,,
,,08-PC015,expanded,08-PC015,Level 08,,,,,
,,08-PC016,expanded,08-PC016,Level 08,,,,,
,,08-PC017,expanded,08-PC017,Level 08,,,,,
,,08-PC018,expanded,08-PC018,Level 08,,,,,
,,08-PC021,expanded,08-PC021,Level 08,,,,,
,,08-PC022,expanded,08-PC022,Level 08,,,,,
,,08-PW011,expanded,08-PW011,Level 08,,,,,
,,08-PW012,expanded,08-PW012,Level 08,,,,,
,,08-PW013,expanded,08-PW013,Level 08,,,,,
,,08-PW014,expanded,08-PW014,Level 08,,,,,
,,08-PW015,expanded,08-PW015,Level 08,,,,,
,,08-PW016,expanded,08-PW016,Level 08,,,,,
,,08-PW021,expanded,08-PW021,Level 08,,,,,
,,08-PW022,expanded,08-PW022,Level 08,,,,,
,,08-PW023,expanded,08-PW023,Level 08,,,,,
,,08-PW024,expanded,08-PW024,Level 08,,,,,
,,08-PW025,expanded,08-PW025,Level 08,,,,,
,,08-PW026,expanded,08-PW026,Level 08,,,,,
,,08-PW027,expanded,08-PW027,Level 08,,,,,
,,08-PW028,expanded,08-PW028,Level 08,,,,,
,,Level 09,grouping,Level 09,,,,,,
,,09-PC001,expanded,09-PC001,Level 09,,,,,
,,09-PC002,expanded,09-PC002,Level 09,,,,,
,,09-PC003,expanded,09-PC003,Level 09,,,,,
,,09-PC004,expanded,09-PC004,Level 09,,,,,
,,09-PC007,expanded,09-PC007,Level 09,,,,,
,,09-PC008,expanded,09-PC008,Level 09,,,,,
,,09-PC009,expanded,09-PC009,Level 09,,,,,
,,09-PC010,expanded,09-PC010,Level 09,,,,,
,,09-PC011,expanded,09-PC011,Level 09,,,,,
,,09-PC012,expanded,09-PC012,Level 09,,,,,
,,09-PC013,expanded,09-PC013,Level 09,,,,,
,,09-PC014,expanded,09-PC014,Level 09,,,,,
,,09-PC015,expanded,09-PC015,Level 09,,,,,
,,09-PC016,expanded,09-PC016,Level 09,,,,,
,,09-PC017,expanded,09-PC017,Level 09,,,,,
,,09-PC018,expanded,09-PC018,Level 09,,,,,
,,09-PC021,expanded,09-PC021,Level 09,,,,,
,,09-PC022,expanded,09-PC022,Level 09,,,,,
,,09-PW011,expanded,09-PW011,Level 09,,,,,
,,09-PW012,expanded,09-PW012,Level 09,,,,,
,,09-PW013,expanded,09-PW013,Level 09,,,,,
,,09-PW014,expanded,09-PW014,Level 09,,,,,
,,09-PW015,expanded,09-PW015,Level 09,,,,,
,,09-PW016,expanded,09-PW016,Level 09,,,,,
,,09-PW021,expanded,09-PW021,Level 09,,,,,
,,09-PW022,expanded,09-PW022,Level 09,,,,,
,,09-PW023,expanded,09-PW023,Level 09,,,,,
,,09-PW024,expanded,09-PW024,Level 09,,,,,
,,09-PW025,expanded,09-PW025,Level 09,,,,,
,,09-PW026,expanded,09-PW026,Level 09,,,,,
,,09-PW027,expanded,09-PW027,Level 09,,,,,
,,09-PW028,expanded,09-PW028,Level 09,,,,,
,,Level 10,grouping,Level 10,,,,,,
,,10-PC001,expanded,10-PC001,Level 10,,,,,
,,10-PC002,expanded,10-PC002,Level 10,,,,,
,,10-PC003,expanded,10-PC003,Level 10,,,,,
,,10-PC004,expanded,10-PC004,Level 10,,,,,
,,10-PC007,expanded,10-PC007,Level 10,,,,,
,,10-PC008,expanded,10-PC008,Level 10,,,,,
,,10-PC009,expanded,10-PC009,Level 10,,,,,
,,10-PC010,expanded,10-PC010,Level 10,,,,,
,,10-PC011,expanded,10-PC011,Level 10,,,,,
,,10-PC012,expanded,10-PC012,Level 10,,,,,
,,10-PC013,expanded,10-PC013,Level 10,,,,,
,,10-PC014,expanded,10-PC014,Level 10,,,,,
,,10-PC015,expanded,10-PC015,Level 10,,,,,
,,10-PC016,expanded,10-PC016,Level 10,,,,,
,,10-PC017,expanded,10-PC017,Level 10,,,,,
,,10-PC018,expanded,10-PC018,Level 10,,,,,
,,10-PC021,expanded,10-PC021,Level 10,,,,,
,,10-PC022,expanded,10-PC022,Level 10,,,,,
,,10-PW011,expanded,10-PW011,Level 10,,,,,
,,10-PW012,expanded,10-PW012,Level 10,,,,,
,,10-PW013,expanded,10-PW013,Level 10,,,,,
,,10-PW014,expanded,10-PW014,Level 10,,,,,
,,10-PW015,expanded,10-PW015,Level 10,,,,,
,,10-PW016,expanded,10-PW016,Level 10,,,,,
,,10-PW021,expanded,10-PW021,Level 10,,,,,
,,10-PW022,expanded,10-PW022,Level 10,,,,,
,,10-PW023,expanded,10-PW023,Level 10,,,,,
,,10-PW024,expanded,10-PW024,Level 10,,,,,
,,10-PW025,expanded,10-PW025,Level 10,,,,,
,,10-PW026,expanded,10-PW026,Level 10,,,,,
,,10-PW027,expanded,10-PW027,Level 10,,,,,
,,10-PW028,expanded,10-PW028,Level 10,,,,,
,,Level 11,grouping,Level 11,,,,,,
,,11-PC001,expanded,11-PC001,Level 11,,,,,
,,11-PC002,expanded,11-PC002,Level 11,,,,,
,,11-PC003,expanded,11-PC003,Level 11,,,,,
,,11-PC004,expanded,11-PC004,Level 11,,,,,
,,11-PC007,expanded,11-PC007,Level 11,,,,,
,,11-PC008,expanded,11-PC008,Level 11,,,,,
,,11-PC009,expanded,11-PC009,Level 11,,,,,
,,11-PC010,expanded,11-PC010,Level 11,,,,,
,,11-PC011,expanded,11-PC011,Level 11,,,,,
,,11-PC012,expanded,11-PC012,Level 11,,,,,
,,11-PC013,expanded,11-PC013,Level 11,,,,,
,,11-PC014,expanded,11-PC014,Level 11,,,,,
,,11-PC015,expanded,11-PC015,Level 11,,,,,
,,11-PC016,expanded,11-PC016,Level 11,,,,,
,,11-PC017,expanded,11-PC017,Level 11,,,,,
,,11-PC018,expanded,11-PC018,Level 11,,,,,
,,11-PC021,expanded,11-PC021,Level 11,,,,,
,,11-PC022,expanded,11-PC022,Level 11,,,,,
,,11-PW011,expanded,11-PW011,Level 11,,,,,
,,11-PW012,expanded,11-PW012,Level 11,,,,,
,,11-PW013,expanded,11-PW013,Level 11,,,,,
,,11-PW014,expanded,11-PW014,Level 11,,,,,
,,11-PW015,expanded,11-PW015,Level 11,,,,,
,,11-PW016,expanded,11-PW016,Level 11,,,,,
,,11-PW021,expanded,11-PW021,Level 11,,,,,
,,11-PW022,expanded,11-PW022,Level 11,,,,,
,,11-PW023,expanded,11-PW023,Level 11,,,,,
,,11-PW024,expanded,11-PW024,Level 11,,,,,
,,11-PW025,expanded,11-PW025,Level 11,,,,,
,,11-PW026,expanded,11-PW026,Level 11,,,,,
,,11-PW027,expanded,11-PW027,Level 11,,,,,
,,11-PW028,expanded,11-PW028,Level 11,,,,,
,,Level 12,grouping,Level 12,,,,,,
,,12-PC001,expanded,12-PC001,Level 12,,,,,
,,12-PC002,expanded,12-PC002,Level 12,,,,,
,,12-PC003,expanded,12-PC003,Level 12,,,,,
,,12-PC004,expanded,12-PC004,Level 12,,,,,
,,12-PC007,expanded,12-PC007,Level 12,,,,,
,,12-PC008,expanded,12-PC008,Level 12,,,,,
,,12-PC009,expanded,12-PC009,Level 12,,,,,
,,12-PC010,expanded,12-PC010,Level 12,,,,,
,,12-PC011,expanded,12-PC011,Level 12,,,,,
,,12-PC012,expanded,12-PC012,Level 12,,,,,
,,12-PC013,expanded,12-PC013,Level 12,,,,,
,,12-PC014,expanded,12-PC014,Level 12,,,,,
,,12-PC015,expanded,12-PC015,Level 12,,,,,
,,12-PC016,expanded,12-PC016,Level 12,,,,,
,,12-PC017,expanded,12-PC017,Level 12,,,,,
,,12-PC018,expanded,12-PC018,Level 12,,,,,
,,12-PC021,expanded,12-PC021,Level 12,,,,,
,,12-PC022,expanded,12-PC022,Level 12,,,,,
,,12-PC023,expanded,12-PC023,Level 12,,,,,
,,12-PW011,expanded,12-PW011,Level 12,,,,,
,,12-PW012,expanded,12-PW012,Level 12,,,,,
,,12-PW013,expanded,12-PW013,Level 12,,,,,
,,12-PW014,expanded,12-PW014,Level 12,,,,,
,,12-PW015,expanded,12-PW015,Level 12,,,,,
,,12-PW016,expanded,12-PW016,Level 12,,,,,
,,12-PW021,expanded,12-PW021,Level 12,,,,,
,,12-PW022,expanded,12-PW022,Level 12,,,,,
,,12-PW023,expanded,12-PW023,Level 12,,,,,
,,12-PW024,expanded,12-PW024,Level 12,,,,,
,,12-PW025,expanded,12-PW025,Level 12,,,,,
,,12-PW026,expanded,12-PW026,Level 12,,,,,
,,12-PW027,expanded,12-PW027,Level 12,,,,,
,,12-PW028,expanded,12-PW028,Level 12,,,,,
,,Level 13,grouping,Level 13,,,,,,
,,13-PC001,expanded,13-PC001,Level 13,,,,,
,,13-PC002,expanded,13-PC002,Level 13,,,,,
,,13-PC003,expanded,13-PC003,Level 13,,,,,
,,13-PC004,expanded,13-PC004,Level 13,,,,,
,,13-PC007,expanded,13-PC007,Level 13,,,,,
,,13-PC008,expanded,13-PC008,Level 13,,,,,
,,13-PC009,expanded,13-PC009,Level 13,,,,,
,,13-PC010,expanded,13-PC010,Level 13,,,,,
,,13-PC011,expanded,13-PC011,Level 13,,,,,
,,13-PC012,expanded,13-PC012,Level 13,,,,,
,,13-PC013,expanded,13-PC013,Level 13,,,,,
,,13-PC014,expanded,13-PC014,Level 13,,,,,
,,13-PC015,expanded,13-PC015,Level 13,,,,,
,,13-PC016,expanded,13-PC016,Level 13,,,,,
,,13-PC017,expanded,13-PC017,Level 13,,,,,
,,13-PC018,expanded,13-PC018,Level 13,,,,,
,,13-PC021,expanded,13-PC021,Level 13,,,,,
,,13-PC022,expanded,13-PC022,Level 13,,,,,
,,13-PW011,expanded,13-PW011,Level 13,,,,,
,,13-PW012,expanded,13-PW012,Level 13,,,,,
,,13-PW013,expanded,13-PW013,Level 13,,,,,
,,13-PW014,expanded,13-PW014,Level 13,,,,,
,,13-PW015,expanded,13-PW015,Level 13,,,,,
,,13-PW016,expanded,13-PW016,Level 13,,,,,
,,13-PW021,expanded,13-PW021,Level 13,,,,,
,,13-PW022,expanded,13-PW022,Level 13,,,,,
,,13-PW023,expanded,13-PW023,Level 13,,,,,
,,13-PW024,expanded,13-PW024,Level 13,,,,,
,,13-PW025,expanded,13-PW025,Level 13,,,,,
,,13-PW026,expanded,13-PW026,Level 13,,,,,
,,13-PW027,expanded,13-PW027,Level 13,,,,,
,,13-PW028,expanded,13-PW028,Level 13,,,,,
,,Level 14,grouping,Level 14,,,,,,
,,14-PC001,expanded,14-PC001,Level 14,,,,,
,,14-PC002,expanded,14-PC002,Level 14,,,,,
,,14-PC003,expanded,14-PC003,Level 14,,,,,
,,14-PC004,expanded,14-PC004,Level 14,,,,,
,,14-PC007,expanded,14-PC007,Level 14,,,,,
,,14-PC008,expanded,14-PC008,Level 14,,,,,
,,14-PC009,expanded,14-PC009,Level 14,,,,,
,,14-PC010,expanded,14-PC010,Level 14,,,,,
,,14-PC011,expanded,14-PC011,Level 14,,,,,
,,14-PC012,expanded,14-PC012,Level 14,,,,,
,,14-PC013,expanded,14-PC013,Level 14,,,,,
,,14-PC014,expanded,14-PC014,Level 14,,,,,
,,14-PC015,expanded,14-PC015,Level 14,,,,,
,,14-PC016,expanded,14-PC016,Level 14,,,,,
,,14-PC017,expanded,14-PC017,Level 14,,,,,
,,14-PC018,expanded,14-PC018,Level 14,,,,,
,,14-PC021,expanded,14-PC021,Level 14,,,,,
,,14-PC022,expanded,14-PC022,Level 14,,,,,
,,14-PC023,expanded,14-PC023,Level 14,,,,,
,,14-PW011,expanded,14-PW011,Level 14,,,,,
,,14-PW012,expanded,14-PW012,Level 14,,,,,
,,14-PW013,expanded,14-PW013,Level 14,,,,,
,,14-PW014,expanded,14-PW014,Level 14,,,,,
,,14-PW015,expanded,14-PW015,Level 14,,,,,
,,14-PW016,expanded,14-PW016,Level 14,,,,,
,,14-PW021,expanded,14-PW021,Level 14,,,,,
,,14-PW022,expanded,14-PW022,Level 14,,,,,
,,14-PW023,expanded,14-PW023,Level 14,,,,,
,,14-PW024,expanded,14-PW024,Level 14,,,,,
,,14-PW025,expanded,14-PW025,Level 14,,,,,
,,14-PW026,expanded,14-PW026,Level 14,,,,,
,,14-PW027,expanded,14-PW027,Level 14,,,,,
,,14-PW028,expanded,14-PW028,Level 14,,,,,
,,Level 15,grouping,Level 15,,,,,,
,,15-PC001,expanded,15-PC001,Level 15,,,,,
,,15-PC002,expanded,15-PC002,Level 15,,,,,
,,15-PC003,expanded,15-PC003,Level 15,,,,,
,,15-PC004,expanded,15-PC004,Level 15,,,,,
,,15-PC007,expanded,15-PC007,Level 15,,,,,
,,15-PC008,expanded,15-PC008,Level 15,,,,,
,,15-PC009,expanded,15-PC009,Level 15,,,,,
,,15-PC010,expanded,15-PC010,Level 15,,,,,
,,15-PC011,expanded,15-PC011,Level 15,,,,,
,,15-PC012,expanded,15-PC012,Level 15,,,,,
,,15-PC013,expanded,15-PC013,Level 15,,,,,
,,15-PC014,expanded,15-PC014,Level 15,,,,,
,,15-PC015,expanded,15-PC015,Level 15,,,,,
,,15-PC016,expanded,15-PC016,Level 15,,,,,
,,15-PC017,expanded,15-PC017,Level 15,,,,,
,,15-PC018,expanded,15-PC018,Level 15,,,,,
,,15-PC021,expanded,15-PC021,Level 15,,,,,
,,15-PC022,expanded,15-PC022,Level 15,,,,,
,,15-PC023,expanded,15-PC023,Level 15,,,,,
,,15-PW011,expanded,15-PW011,Level 15,,,,,
,,15-PW012,expanded,15-PW012,Level 15,,,,,
,,15-PW013,expanded,15-PW013,Level 15,,,,,
,,15-PW014,expanded,15-PW014,Level 15,,,,,
,,15-PW015,expanded,15-PW015,Level 15,,,,,
,,15-PW016,expanded,15-PW016,Level 15,,,,,
,,15-PW021,expanded,15-PW021,Level 15,,,,,
,,15-PW022,expanded,15-PW022,Level 15,,,,,
,,15-PW023,expanded,15-PW023,Level 15,,,,,
,,15-PW024,expanded,15-PW024,Level 15,,,,,
,,15-PW025,expanded,15-PW025,Level 15,,,,,
,,15-PW026,expanded,15-PW026,Level 15,,,,,
,,15-PW027,expanded,15-PW027,Level 15,,,,,
,,15-PW028,expanded,15-PW028,Level 15,,,,,
,,Level 16,grouping,Level 16,,,,,,
,,16-PC001,expanded,16-PC001,Level 16,,,,,
,,16-PC002,expanded,16-PC002,Level 16,,,,,
,,16-PC003,expanded,16-PC003,Level 16,,,,,
,,16-PC004,expanded,16-PC004,Level 16,,,,,
,,16-PC007,expanded,16-PC007,Level 16,,,,,
,,16-PC008,expanded,16-PC008,Level 16,,,,,
,,16-PC009,expanded,16-PC009,Level 16,,,,,
,,16-PC010,expanded,16-PC010,Level 16,,,,,
,,16-PC011,expanded,16-PC011,Level 16,,,,,
,,16-PC012,expanded,16-PC012,Level 16,,,,,
,,16-PC013,expanded,16-PC013,Level 16,,,,,
,,16-PC014,expanded,16-PC014,Level 16,,,,,
,,16-PC015,expanded,16-PC015,Level 16,,,,,
,,16-PC016,expanded,16-PC016,Level 16,,,,,
,,16-PC017,expanded,16-PC017,Level 16,,,,,
,,16-PC018,expanded,16-PC018,Level 16,,,,,
,,16-PC021,expanded,16-PC021,Level 16,,,,,
,,16-PC022,expanded,16-PC022,Level 16,,,,,
,,16-PC023,expanded,16-PC023,Level 16,,,,,
,,16-PW011,expanded,16-PW011,Level 16,,,,,
,,16-PW012,expanded,16-PW012,Level 16,,,,,
,,16-PW013,expanded,16-PW013,Level 16,,,,,
,,16-PW014,expanded,16-PW014,Level 16,,,,,
,,16-PW015,expanded,16-PW015,Level 16,,,,,
,,16-PW016,expanded,16-PW016,Level 16,,,,,
,,16-PW021,expanded,16-PW021,Level 16,,,,,
,,16-PW022,expanded,16-PW022,Level 16,,,,,
,,16-PW023,expanded,16-PW023,Level 16,,,,,
,,16-PW024,expanded,16-PW024,Level 16,,,,,
,,16-PW025,expanded,16-PW025,Level 16,,,,,
,,16-PW026,expanded,16-PW026,Level 16,,,,,
,,16-PW027,expanded,16-PW027,Level 16,,,,,
,,16-PW028,expanded,16-PW028,Level 16,,,,,
,,Level 17,grouping,Level 17,,,,,,
,,17-PC001,expanded,17-PC001,Level 17,,,,,
,,17-PC002,expanded,17-PC002,Level 17,,,,,
,,17-PC003,expanded,17-PC003,Level 17,,,,,
,,17-PC004,expanded,17-PC004,Level 17,,,,,
,,17-PC007,expanded,17-PC007,Level 17,,,,,
,,17-PC008,expanded,17-PC008,Level 17,,,,,
,,17-PC009,expanded,17-PC009,Level 17,,,,,
,,17-PC010,expanded,17-PC010,Level 17,,,,,
,,17-PC011,expanded,17-PC011,Level 17,,,,,
,,17-PC012,expanded,17-PC012,Level 17,,,,,
,,17-PC013,expanded,17-PC013,Level 17,,,,,
,,17-PC014,expanded,17-PC014,Level 17,,,,,
,,17-PC015,expanded,17-PC015,Level 17,,,,,
,,17-PC016,expanded,17-PC016,Level 17,,,,,
,,17-PC017,expanded,17-PC017,Level 17,,,,,
,,17-PC018,expanded,17-PC018,Level 17,,,,,
,,17-PC021,expanded,17-PC021,Level 17,,,,,
,,17-PC022,expanded,17-PC022,Level 17,,,,,
,,17-PW011,expanded,17-PW011,Level 17,,,,,
,,17-PW012,expanded,17-PW012,Level 17,,,,,
,,17-PW013,expanded,17-PW013,Level 17,,,,,
,,17-PW014,expanded,17-PW014,Level 17,,,,,
,,17-PW015,expanded,17-PW015,Level 17,,,,,
,,17-PW016,expanded,17-PW016,Level 17,,,,,
,,17-PW021,expanded,17-PW021,Level 17,,,,,
,,17-PW022,expanded,17-PW022,Level 17,,,,,
,,17-PW023,expanded,17-PW023,Level 17,,,,,
,,17-PW024,expanded,17-PW024,Level 17,,,,,
,,17-PW025,expanded,17-PW025,Level 17,,,,,
,,17-PW026,expanded,17-PW026,Level 17,,,,,
,,17-PW027,expanded,17-PW027,Level 17,,,,,
,,17-PW028,expanded,17-PW028,Level 17,,,,,
,,Level 18,grouping,Level 18,,,,,,
,,18-PC001,expanded,18-PC001,Level 18,,,,,
,,18-PC002,expanded,18-PC002,Level 18,,,,,
,,18-PC003,expanded,18-PC003,Level 18,,,,,
,,18-PC004,expanded,18-PC004,Level 18,,,,,
,,18-PC007,expanded,18-PC007,Level 18,,,,,
