Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Level 6 - Return Works Progress,,,,,,,
,Scope,,,Site QA,Level 6,Return Works,
,Rows,,,,,,
,,Level 6,grouping,Level 6,,,
,,UN005,,UN005,Site QA,Level 6,Return Works
,,UN006,,UN006,Site QA,Level 6,Return Works
,,UN007,,UN007,Site QA,Level 6,Return Works
,,UN008,,UN008,Site QA,Level 6,Return Works
,,UN009,,UN009,Site QA,Level 6,Return Works
,,UN075,,UN075,Site QA,Level 6,Return Works
,,UN076,,UN076,Site QA,Level 6,Return Works
,,UN077,,UN077,Site QA,Level 6,Return Works
,,UN105,,UN105,Site QA,Level 6,Return Works
,,UN106,,UN106,Site QA,Level 6,Return Works
,,UN107,,UN107,Site QA,Level 6,Return Works
,,UN108,,UN108,Site QA,Level 6,Return Works
,,UN109,,UN109,Site QA,Level 6,Return Works
,,UN110,,UN110,Site QA,Level 6,Return Works
,Columns,,,,,,
,,Pre-Install,,Pre-Install,,,
,,Install,,Install,,,
,,Post-Install,,Post-Install,,,
,,,,,,,
Level 6 - Balconies Progress,,,,,,,
,Scope,,,Site QA,Level 6,Balconies,
,Rows,,,,,,
,,Level 6,dynamic,Site QA,Level 6,Balconies,
,Columns,,,,,,
,,Internal and external caulking,,Internal and external caulking,,,
,,Right and left bead,,Right and left bead,,,
,,Glass condition,,Glass condition,,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,,
,,Slider condition,,Slider condition,,,
,,,,,,,
Level 7 - Return Works Progress,,,,,,,
,Scope,,,Site QA,Level 7,Return Works,
,Rows,,,,,,
,,Level 7,grouping,Level 7,,,
,,UN005,,UN005,Site QA,Level 7,Return Works
,,UN006,,UN006,Site QA,Level 7,Return Works
,,UN007,,UN007,Site QA,Level 7,Return Works
,,UN008,,UN008,Site QA,Level 7,Return Works
,,UN009,,UN009,Site QA,Level 7,Return Works
,,UN075,,UN075,Site QA,Level 7,Return Works
,,UN076,,UN076,Site QA,Level 7,Return Works
,,UN077,,UN077,Site QA,Level 7,Return Works
,,UN105,,UN105,Site QA,Level 7,Return Works
,,UN106,,UN106,Site QA,Level 7,Return Works
,,UN107,,UN107,Site QA,Level 7,Return Works
,,UN108,,UN108,Site QA,Level 7,Return Works
,,UN109,,UN109,Site QA,Level 7,Return Works
,,UN110,,UN110,Site QA,Level 7,Return Works
,Columns,,,,,,
,,Pre-Install,,Pre-Install,,,
,,Install,,Install,,,
,,Post-Install,,Post-Install,,,
,,,,,,,
Level 7 - Balconies Progress,,,,,,,
,Scope,,,Site QA,Level 7,Balconies,
,Rows,,,,,,
,,Level 7,dynamic,Site QA,Level 7,Balconies,
,Columns,,,,,,
,,Internal and external caulking,,Internal and external caulking,,,
,,Right and left bead,,Right and left bead,,,
,,Glass condition,,Glass condition,,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,,
,,Slider condition,,Slider condition,,,
,,,,,,,
Level 8 - Return Works Progress,,,,,,,
,Scope,,,Site QA,Level 8,Return Works,
,Rows,,,,,,
,,Level 8,grouping,Level 8,,,
,,UN005,,UN005,Site QA,Level 8,Return Works
,,UN006,,UN006,Site QA,Level 8,Return Works
,,UN007,,UN007,Site QA,Level 8,Return Works
,,UN008,,UN008,Site QA,Level 8,Return Works
,,UN009,,UN009,Site QA,Level 8,Return Works
,,UN075,,UN075,Site QA,Level 8,Return Works
,,UN076,,UN076,Site QA,Level 8,Return Works
,,UN077,,UN077,Site QA,Level 8,Return Works
,,UN105,,UN105,Site QA,Level 8,Return Works
,,UN106,,UN106,Site QA,Level 8,Return Works
,,UN107,,UN107,Site QA,Level 8,Return Works
,,UN108,,UN108,Site QA,Level 8,Return Works
,,UN109,,UN109,Site QA,Level 8,Return Works
,,UN110,,UN110,Site QA,Level 8,Return Works
,Columns,,,,,,
,,Pre-Install,,Pre-Install,,,
,,Install,,Install,,,
,,Post-Install,,Post-Install,,,
,,,,,,,
Level 8 - Balconies Progress,,,,,,,
,Scope,,,Site QA,Level 8,Balconies,
,Rows,,,,,,
,,Level 8,dynamic,Site QA,Level 8,Balconies,
,Columns,,,,,,
,,Internal and external caulking,,Internal and external caulking,,,
,,Right and left bead,,Right and left bead,,,
,,Glass condition,,Glass condition,,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,,
,,Slider condition,,Slider condition,,,
,,,,,,,
Level 9 - Return Works Progress,,,,,,,
,Scope,,,Site QA,Level 9,Return Works,
,Rows,,,,,,
,,Level 9,grouping,Level 9,,,
,,UN005,,UN005,Site QA,Level 9,Return Works
,,UN006,,UN006,Site QA,Level 9,Return Works
,,UN007,,UN007,Site QA,Level 9,Return Works
,,UN008,,UN008,Site QA,Level 9,Return Works
,,UN009,,UN009,Site QA,Level 9,Return Works
,,UN075,,UN075,Site QA,Level 9,Return Works
,,UN076,,UN076,Site QA,Level 9,Return Works
,,UN077,,UN077,Site QA,Level 9,Return Works
,,UN105,,UN105,Site QA,Level 9,Return Works
,,UN106,,UN106,Site QA,Level 9,Return Works
,,UN107,,UN107,Site QA,Level 9,Return Works
,,UN108,,UN108,Site QA,Level 9,Return Works
,,UN109,,UN109,Site QA,Level 9,Return Works
,,UN110,,UN110,Site QA,Level 9,Return Works
,Columns,,,,,,
,,Pre-Install,,Pre-Install,,,
,,Install,,Install,,,
,,Post-Install,,Post-Install,,,
,,,,,,,
Level 9 - Balconies Progress,,,,,,,
,Scope,,,Site QA,Level 9,Balconies,
,Rows,,,,,,
,,Level 9,dynamic,Site QA,Level 9,Balconies,
,Columns,,,,,,
,,Internal and external caulking,,Internal and external caulking,,,
,,Right and left bead,,Right and left bead,,,
,,Glass condition,,Glass condition,,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,,
,,Slider condition,,Slider condition,,,
,,,,,,,
Level 10 - Return Works Progress,,,,,,,
,Scope,,,Site QA,Level 10,Return Works,
,Rows,,,,,,
,,Level 10,grouping,Level 10,,,
,,UN005,,UN005,Site QA,Level 10,Return Works
,,UN006,,UN006,Site QA,Level 10,Return Works
,,UN007,,UN007,Site QA,Level 10,Return Works
,,UN008,,UN008,Site QA,Level 10,Return Works
,,UN009,,UN009,Site QA,Level 10,Return Works
,,UN075,,UN075,Site QA,Level 10,Return Works
,,UN076,,UN076,Site QA,Level 10,Return Works
,,UN077,,UN077,Site QA,Level 10,Return Works
,,UN105,,UN105,Site QA,Level 10,Return Works
,,UN106,,UN106,Site QA,Level 10,Return Works
,,UN107,,UN107,Site QA,Level 10,Return Works
,,UN108,,UN108,Site QA,Level 10,Return Works
,,UN109,,UN109,Site QA,Level 10,Return Works
,,UN110,,UN110,Site QA,Level 10,Return Works
,Columns,,,,,,
,,Pre-Install,,Pre-Install,,,
,,Install,,Install,,,
,,Post-Install,,Post-Install,,,
,,,,,,,
Level 10 - Balconies Progress,,,,,,,
,Scope,,,Site QA,Level 10,Balconies,
,Rows,,,,,,
,,Level 10,dynamic,Site QA,Level 10,Balconies,
,Columns,,,,,,
,,Internal and external caulking,,Internal and external caulking,,,
,,Right and left bead,,Right and left bead,,,
,,Glass condition,,Glass condition,,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,,
,,Slider condition,,Slider condition,,,
,,,,,,,
Level 11 - Return Works Progress,,,,,,,
,Scope,,,Site QA,Level 11,Return Works,
,Rows,,,,,,
,,Level 11,grouping,Level 11,,,
,,UN005,,UN005,Site QA,Level 11,Return Works
,,UN006,,UN006,Site QA,Level 11,Return Works
,,UN007,,UN007,Site QA,Level 11,Return Works
,,UN008,,UN008,Site QA,Level 11,Return Works
,,UN009,,UN009,Site QA,Level 11,Return Works
,,UN075,,UN075,Site QA,Level 11,Return Works
,,UN076,,UN076,Site QA,Level 11,Return Works
,,UN077,,UN077,Site QA,Level 11,Return Works
,,UN105,,UN105,Site QA,Level 11,Return Works
,,UN106,,UN106,Site QA,Level 11,Return Works
,,UN107,,UN107,Site QA,Level 11,Return Works
,,UN108,,UN108,Site QA,Level 11,Return Works
,,UN109,,UN109,Site QA,Level 11,Return Works
,,UN110,,UN110,Site QA,Level 11,Return Works
,Columns,,,,,,
,,Pre-Install,,Pre-Install,,,
,,Install,,Install,,,
,,Post-Install,,Post-Install,,,
,,,,,,,
Level 11 - Balconies Progress,,,,,,,
,Scope,,,Site QA,Level 11,Balconies,
,Rows,,,,,,
,,Level 11,dynamic,Site QA,Level 11,Balconies,
,Columns,,,,,,
,,Internal and external caulking,,Internal and external caulking,,,
,,Right and left bead,,Right and left bead,,,
,,Glass condition,,Glass condition,,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,,
,,Slider condition,,Slider condition,,,
,,,,,,,
Level 12 - Return Works Progress,,,,,,,
,Scope,,,Site QA,Level 12,Return Works,
,Rows,,,,,,
,,Level 12,grouping,Level 12,,,
,,UN005,,UN005,Site QA,Level 12,Return Works
,,UN006,,UN006,Site QA,Level 12,Return Works
,,UN007,,UN007,Site QA,Level 12,Return Works
,,UN008,,UN008,Site QA,Level 12,Return Works
,,UN009,,UN009,Site QA,Level 12,Return Works
,,UN075,,UN075,Site QA,Level 12,Return Works
,,UN076,,UN076,Site QA,Level 12,Return Works
,,UN077,,UN077,Site QA,Level 12,Return Works
,,UN105,,UN105,Site QA,Level 12,Return Works
,,UN106,,UN106,Site QA,Level 12,Return Works
,,UN107,,UN107,Site QA,Level 12,Return Works
,,UN108,,UN108,Site QA,Level 12,Return Works
,,UN109,,UN109,Site QA,Level 12,Return Works
,,UN110,,UN110,Site QA,Level 12,Return Works
,Columns,,,,,,
,,Pre-Install,,Pre-Install,,,
,,Install,,Install,,,
,,Post-Install,,Post-Install,,,
,,,,,,,
Level 12 - Balconies Progress,,,,,,,
,Scope,,,Site QA,Level 12,Balconies,
,Rows,,,,,,
,,Level 12,dynamic,Site QA,Level 12,Balconies,
,Columns,,,,,,
,,Internal and external caulking,,Internal and external caulking,,,
,,Right and left bead,,Right and left bead,,,
,,Glass condition,,Glass condition,,,
,,Slider installed (n/a if not),,Slider installed (n/a if not),,,
,,Slider condition,,Slider condition,,,
