type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,First Fix Ceilings,,,,,,First Fix Ceilings Checklist,
section,Details,,,,,,,
checkpoint,CCTV Seismic installed (by others),,,,,,,
checkpoint,Ready for ceilings to be installed,,,,,,,
