Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Plastering & Internal Hebel Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,North Tower - Ground floor,grouping,North Tower - Ground floor,,
,,Ground floor,,Ground floor,North Tower,
,,North Tower - Level 1,grouping,North Tower - Level 1,,
,,Corridor,,Corridor,Level 1,North Tower
,,U101,,U101,Level 1,North Tower
,,U102,,U102,Level 1,North Tower
,,U103,,U103,Level 1,North Tower
,,U104,,U104,Level 1,North Tower
,,U105,,U105,Level 1,North Tower
,,U106,,U106,Level 1,North Tower
,,U107,,U107,Level 1,North Tower
,,U108,,U108,Level 1,North Tower
,,U109,,U109,Level 1,North Tower
,,U110,,U110,Level 1,North Tower
,,U111,,U111,Level 1,North Tower
,,U112,,U112,Level 1,North Tower
,,U113,,U113,Level 1,North Tower
,,U114,,U114,Level 1,North Tower
,,North Tower - Level 2,grouping,North Tower - Level 2,,
,,Corridor,,Corridor,Level 2,North Tower
,,U201,,U201,Level 2,North Tower
,,U202,,U202,Level 2,North Tower
,,U203,,U203,Level 2,North Tower
,,U204,,U204,Level 2,North Tower
,,U205,,U205,Level 2,North Tower
,,U206,,U206,Level 2,North Tower
,,U207,,U207,Level 2,North Tower
,,U208,,U208,Level 2,North Tower
,,U209,,U209,Level 2,North Tower
,,U210,,U210,Level 2,North Tower
,,U211,,U211,Level 2,North Tower
,,U212,,U212,Level 2,North Tower
,,U213,,U213,Level 2,North Tower
,,U214,,U214,Level 2,North Tower
,,North Tower - Level 3,grouping,North Tower - Level 3,,
,,Corridor,,Corridor,Level 3,North Tower
,,U301,,U301,Level 3,North Tower
,,U302,,U302,Level 3,North Tower
,,U303,,U303,Level 3,North Tower
,,U304,,U304,Level 3,North Tower
,,U305,,U305,Level 3,North Tower
,,U306,,U306,Level 3,North Tower
,,U307,,U307,Level 3,North Tower
,,U308,,U308,Level 3,North Tower
,,U309,,U309,Level 3,North Tower
,,U310,,U310,Level 3,North Tower
,,U311,,U311,Level 3,North Tower
,,U312,,U312,Level 3,North Tower
,,U313,,U313,Level 3,North Tower
,,U314,,U314,Level 3,North Tower
,,North Tower - Level 4,grouping,North Tower - Level 4,,
,,Corridor,,Corridor,Level 4,North Tower
,,U401,,U401,Level 4,North Tower
,,U402,,U402,Level 4,North Tower
,,U403,,U403,Level 4,North Tower
,,U404,,U404,Level 4,North Tower
,,U405,,U405,Level 4,North Tower
,,U406,,U406,Level 4,North Tower
,,U407,,U407,Level 4,North Tower
,,U408,,U408,Level 4,North Tower
,,U409,,U409,Level 4,North Tower
,,U410,,U410,Level 4,North Tower
,,U411,,U411,Level 4,North Tower
,,U412,,U412,Level 4,North Tower
,,U413,,U413,Level 4,North Tower
,,U414,,U414,Level 4,North Tower
,,North Tower - Level 5,grouping,North Tower - Level 5,,
,,Corridor,,Corridor,Level 5,North Tower
,,U501,,U501,Level 5,North Tower
