Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Inground - PP1,dynamic,pp1,inground,site qa
,,Inground - PP2,dynamic,inground,pp2,site qa
,,Ground Floor - Warehouse 1,dynamic,ground floor,warehouse 1,site qa
,,Ground Floor - Warehouse 1B,dynamic,ground floor,warehouse 1b,site qa
,,Ground Floor - Warehouse 3,dynamic,ground floor,warehouse 3,site qa
,,Ground Floor - Warehouse 4,dynamic,warehouse 4,ground floor,site qa
,,Ground Floor - External Warehouse,dynamic,ground floor,external warehouse,site qa
,,Level 1 - Warehouse 4,dynamic,warehouse 4,level 1,site qa
,,Level 1 - Warehouse 5,dynamic,level 1,warehouse 5,site qa
,,Level 1 - Warehouse 6,dynamic,level 1,warehouse 6,site qa
,,Level 1 - Warehouse 7,dynamic,warehouse 7,level 1,site qa
,,Level 1 - Warehouse 8,dynamic,warehouse 8,level 1,site qa
,,Level 1 - Warehouse 9,dynamic,level 1,warehouse 9,site qa
,,Level 1 - External of Warehouse,dynamic,external of warehouse,level 1,site qa
,,Level 1 - Roof,dynamic,roof,level 1,site qa
,Columns,,,,,
,,Setout/penetrations,,setout/penetrations,,
,,Cold Water,,cold water,,
,,Hot water,,hot water,,
,,Stormwater,,stormwater,,
,,Recycled water,,recycled water,,
,,Sewer drainage,,sewer drainage,,
,,Sanitary Waste Stacks,,sanitary waste stacks,,
,,Sanitary fixtures fit off,,sanitary fixtures fit off,,
,,Siphonic,,siphonic,,
,,FH,,fh,,
,,FHR,,fhr,,
,,Potable water,,potable water,,
,,Rain water pressure,,rain water pressure,,
,,,,,,
Penetrations Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Inground - PP1,dynamic,pp1,inground,site qa
,,Inground - PP2,dynamic,inground,pp2,site qa
,,Ground Floor - Warehouse 1,dynamic,ground floor,warehouse 1,site qa
,,Ground Floor - Warehouse 1B,dynamic,ground floor,warehouse 1b,site qa
,,Ground Floor - Warehouse 3,dynamic,ground floor,warehouse 3,site qa
,,Ground Floor - Warehouse 4,dynamic,warehouse 4,ground floor,site qa
,,Ground Floor - External Warehouse,dynamic,ground floor,external warehouse,site qa
,,Level 1 - Warehouse 4,dynamic,warehouse 4,level 1,site qa
,,Level 1 - Warehouse 5,dynamic,level 1,warehouse 5,site qa
,,Level 1 - Warehouse 6,dynamic,level 1,warehouse 6,site qa
,,Level 1 - Warehouse 7,dynamic,warehouse 7,level 1,site qa
,,Level 1 - Warehouse 8,dynamic,warehouse 8,level 1,site qa
,,Level 1 - Warehouse 9,dynamic,level 1,warehouse 9,site qa
,,Level 1 - External of Warehouse,dynamic,external of warehouse,level 1,site qa
,,Level 1 - Roof,dynamic,roof,level 1,site qa
,Columns,,,,,
,,Set Out of Penetration Location,,set out of penetration location,,
,,Approval of Location & Details,,approval of location & details,,
,,Non Fire Rated System,,non fire rated system,,
,,Fire Collars Installed in Penetrations,,fire collars installed in penetrations,,
,,Fire Penetrations Caulking & Sealed,,fire penetrations caulking & sealed,,
,,"Seals, Flashing, Fillers, etc.",,"seals, flashing, fillers, etc.",,
,,Installation of Penetration,,installation of penetration,,
