"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"619b67b5-7f61-4bcd-ac0a-f87274fe8d3c","","work-in-progress","","folder","TRUE","FALSE","Site Photos"
"ad9bfbb8-fb67-40ff-a85d-3f60397e5f39","","work-in-progress","","folder","TRUE","FALSE","Site Photos","November 2024"
"1760bc2b-ecdf-4d83-9ccf-2de72349f4e9","","pass","Project Photos","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","Lot 006 - Lot Map"
"b085cfa3-72df-4ba8-b137-510824ac5e2b","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","Proof Rolls"
"067da14e-29b7-4e0c-b82c-7d5a3c473d90","","work-in-progress","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","Proof Rolls","ROBAR FIC | Sand | Proof roll Layer 2 - RL 49.950"
"fd1aa9e9-3816-4835-b2e3-05166749829a","","work-in-progress","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","Proof Rolls","ROBAR FIC | Sand | Proof roll Layer 3 - RL 50.250"
"b568bb64-e5f8-4b33-92bb-bef3f244433c","","work-in-progress","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","Proof Rolls","ROBAR FIC | Sand | Proof roll Layer 4 - RL 50.550"
"305b71a3-5ece-48be-b3e2-ea3ad1cc2812","","work-in-progress","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","Proof Rolls","ROBAR FIC | Sand | Proof roll Layer 5 - RL 50.850"
"78948018-63ad-4fb5-b89b-3b4a32cc9a91","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","Proof Rolls","ROBAR FIC | Sand | Proof roll Layer 6 - RL 51.150"
"b9316923-e47f-4d5a-ba2d-00823006965e","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","Proof Rolls","ROBAR FIC | Sand | Proof roll Layer 7 - RL 51.450"
"1daea11d-d768-4def-a85c-12df64a03b57","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","Proof Rolls","ROBAR FIC | Sand | Proof roll Layer 8 - RL 51.750"
"4778be2f-549b-4657-9420-ef8403e3b408","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","Proof Rolls","ROBAR FIC | Sand | Proof roll Layer 9 - RL 52.050"
"39c21d6b-94f6-4185-8f18-55192b84af61","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","Proof Rolls","ROBAR FIC | Sand | Proof roll Layer 10 - RL 52.350"
"5c6bdf32-c4e1-4182-886b-d34add2d0764","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","Proof Rolls","ROBAR FIC | Sand | Proof roll Layer 11 - RL 52.650"
"bb146d2c-8077-45d7-84a0-55bd01ed2705","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","Proof Rolls","ROBAR FIC | Sand | Proof roll Layer 12 - RL 52.950"
"5d71fb5e-baac-4e75-8bc3-912734885551","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","Proof Rolls","ROBAR FIC | Sand | Proof roll Layer 13 - RL 53.250"
"d603fb90-0eb9-4f43-be64-1b0e16e10666","","work-in-progress","RR-SEPD-BESS-FIC-001-01 - Earthworks","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","RR-SEPD-BESS-FIC-001-01 - Earthworks -"
"f5b83c5a-d2b7-477d-86a4-a7a6bb18d02f","","not-started","RR-SEPD-BESS-ITP-001-01 - Earthworks","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 006 - WRW Permeable Sand Backfill T1+T2","RR-SEPD-BESS-ITP-001-01 - Earthworks"
"856ede30-3305-4812-a526-5f62b14c24cb","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2"
"3e82466c-2588-412e-905b-ad26ae8fac78","","pass","Project Photos","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Lot 007 - Lot Map"
"c26ffb58-4d57-4a91-9d63-175f7ab2e643","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Proof Rolls"
"d20d1a74-93c0-4c3d-9714-160ad1b9e0f6","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Proof Rolls","ROBAR FIC | Clay | Proof roll Layer 1 - RL 49.650"
"1255937a-e4e6-4767-a50c-6eb125c6121f","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Proof Rolls","ROBAR FIC | Clay | Proof roll Layer 2 - RL 49.950"
"3c3d3fc2-5ccc-4f8a-87f6-3f5c67b97c18","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Proof Rolls","ROBAR FIC | Clay | Proof roll Layer 3 - RL 50.250"
"b65e9f43-ee7c-403b-b7b5-42350f60dcfa","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Proof Rolls","ROBAR FIC | Clay | Proof roll Layer 4 - RL 50.550"
"77552da5-5c00-4c5a-87f4-e22b925972c0","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Proof Rolls","ROBAR FIC | Clay | Proof roll Layer 5 - RL 50.850"
"a4fc4053-378d-4029-9471-455725205dbe","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Proof Rolls","ROBAR FIC | Clay | Proof roll Layer 6 - RL 51.150"
"5860dcea-ea4e-4ac3-91f0-5754081238b0","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Proof Rolls","ROBAR FIC | Clay | Proof roll Layer 7 - RL 51.450"
"4a79afd5-1f3e-4be8-8822-6dd50c1932b1","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Proof Rolls","ROBAR FIC | Clay | Proof roll Layer 8 - RL 51.750"
"548bc193-6898-4e8b-80cb-147ec7562491","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Proof Rolls","ROBAR FIC | Clay | Proof roll Layer 9 - RL 52.050"
"64b894dd-1d24-4e1f-b9db-0bd6a7a056aa","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Proof Rolls","ROBAR FIC | Clay | Proof roll Layer 10 - RL 52.350"
"e555c30f-d180-4cd4-bbe2-808d4eafb7f2","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Proof Rolls","ROBAR FIC | Clay | Proof roll Layer 11 - RL 52.650"
"0f499a31-4c7c-4f1f-b170-f2d9b3cc5e8c","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Proof Rolls","ROBAR FIC | Clay | Proof roll Layer 12 - RL 52.950"
"08a109da-7917-4312-9f4c-70e6492f6d0f","","work-in-progress","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","Proof Rolls","ROBAR FIC | Clay | Proof roll Layer 13 - RL 53.250"
"c5c26415-55be-4afb-83cf-7991ff32b099","","work-in-progress","RR-SEPD-BESS-FIC-001-01 - Earthworks","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","RR-SEPD-BESS-FIC-001-01 - Earthworks -"
"c13770ed-d1c6-496f-8c85-7fe5219a0695","","not-started","RR-SEPD-BESS-ITP-001-01 - Earthworks","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","RR-SEPD-BESS-ITP-001-01 - Earthworks"
"1475509e-5b35-444d-90a4-25fb9dce70cf","","pass","RR-SEPD-BESS-FIC-001-01 - Earthworks","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 007 - WRW Clayey Fill Backfill T1+T2","RR-SEPD-BESS-FIC-001-01 - Earthworks (1st layer)"
"b4783938-fd71-424b-a86e-19aa5fb929d3","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)"
"ea81756d-405e-49bb-b3c7-e2f088608a87","","pass","Project Photos","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Lot 008 - Lot Map"
"e0d1db23-a66b-4a7a-8552-9fc99829d966","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls"
"d0bca7ea-b7f9-479e-83b5-96fd6d402ace","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Subgrade"
"be591e53-2559-4ceb-a72a-19c997501395","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 1 - RL 51.450"
"2bbafe1c-65ba-463e-ba6e-b2aebaf299d6","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 2 - RL 51.750"
"d5ae6c3d-3d91-44f7-b736-0b802f9cd711","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 3 - RL 52.050"
"62ad9573-d822-42b2-8af7-7052f083ad1f","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 4 - RL 52.350"
"e936e614-0123-4bb4-9159-e77842e9002d","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 5 - RL 52.650"
"550af0b5-4722-4dad-9439-36f5f6422577","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 6 - RL 52.950"
"177c26ee-d0f5-496c-a95d-0a439c91d6ee","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 7 - RL 53.250"
"d2931765-762e-4851-acfd-57de74928b00","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 8 - RL 53.550"
"c67ecb2a-7bcd-4a24-921b-1bdc86719286","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 9 - RL 53.850"
"b94971cf-7fb9-43c8-9c4e-f2c645ab8bbf","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 10 - RL 54.150"
"72788be4-2957-4d9d-8fcc-667f037dd23b","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 10 - Subgrade"
"b78b6f2f-b136-4e3d-9969-fd7864ba082e","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 11 - RL 54.450"
"74251ba4-1d7b-438e-a44a-f37d9bdba5ba","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 12 - RL 54.750"
"17284397-9af3-468b-8109-ef2b4abe0967","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 13 - RL 55.050"
"dec3f490-af71-45ff-858e-b3fbc17efb0c","","pass","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 13 - RL 55.050 Switchroom Subgrade"
"49bb78a5-845f-4f67-8c72-fea4f9d43ccc","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 14 - RL 55.350"
"b2a1b43a-22f3-4ec0-aa94-c556c882a432","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 15 - RL 55.650"
"0b0a03f9-5a8e-4397-aa8c-626dde529f56","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 16 - RL 55.835"
"dd919677-f5c3-464e-85b4-cc363c8c9014","","work-in-progress","RR-SEPD-BESS-FIC-001-01 - Earthworks","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","RR-SEPD-BESS-FIC-001-01 - Earthworks"
"7c03cba3-5018-4bde-8fc6-b962e76b7345","","not-started","RR-SEPD-BESS-ITP-001-01 - Earthworks","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","RR-SEPD-BESS-ITP-001-01 - Earthworks"
"46b92df7-42db-4610-bcf4-a4f27c0a34ec","","pass","RR-SEPD-BESS-FIC-001-01 - Earthworks","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 008 - SRW Clayey Backfill (SB-11 to SB-14)","RR-SEPD-BESS-FIC-001-01 - Earthworks (1st layer)"
"26f5335b-2223-4b8d-a9c3-1efaecfcd6d5","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 009 - Bay 8 to Bay 10 backfill"
"6fe1fcc3-48cf-4f9d-a02c-5f9fddace728","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 009 - Bay 8 to Bay 10 backfill","Proof Rolls"
"3720678c-0ad2-45a8-878f-fad0ed2360ee","","work-in-progress","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 009 - Bay 8 to Bay 10 backfill","Proof Rolls","ROBAR FIC | Proof Roll Subgrade"
"a3b828f3-1459-47da-b26a-23b24f2975d7","","work-in-progress","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 009 - Bay 8 to Bay 10 backfill","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 1 - RL"
"44a926e6-726e-4afb-a719-4f41f2a135c4","","work-in-progress","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 009 - Bay 8 to Bay 10 backfill","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 2 - RL"
"ef9d20bd-f3e2-4707-acb2-b9784638ba9f","","work-in-progress","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 009 - Bay 8 to Bay 10 backfill","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 3 - RL"
"0c81977e-8b8b-4eed-927b-81386060f27d","","work-in-progress","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 009 - Bay 8 to Bay 10 backfill","Proof Rolls","ROBAR FIC | Clay | Proof Roll Layer 4 - RL"
"b5637f46-f1f3-45e7-952e-378b9745c021","","work-in-progress","RR-SEPD-BESS-FIC-001-01 - Earthworks","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 009 - Bay 8 to Bay 10 backfill","RR-SEPD-BESS-FIC-001-01 - Earthworks"
"f8a90132-9bb1-4057-86f9-e1575d0555f9","","work-in-progress","","folder","TRUE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 010 - NRW Sheet Pile Section Backfill"
"1041c93d-ce7f-4ac4-b073-ba7b983324d2","","not-started","","folder","TRUE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 010 - NRW Sheet Pile Section Backfill","Proof Rolls"
"5f959d09-2037-48b8-b3aa-de84b3e48a1a","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 010 - NRW Sheet Pile Section Backfill","Proof Rolls","ROBAR FIC | (Clay) | Proof roll Layer 01 - RL 48.750"
"cab6832a-69ee-4bca-8b6a-cb143ea02cd4","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 010 - NRW Sheet Pile Section Backfill","Proof Rolls","ROBAR FIC | (Clay) | Proof roll Layer 02 - RL 49.050"
"ac2f5255-082f-4b8e-a903-d135dc5d104e","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 010 - NRW Sheet Pile Section Backfill","Proof Rolls","ROBAR FIC | (Clay) | Proof roll Layer 03 - RL 49.350"
"42d56b33-7521-46db-860a-4dea01b38610","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 010 - NRW Sheet Pile Section Backfill","Proof Rolls","ROBAR FIC | (Clay) | Proof roll Layer 04 - RL 49.650"
"e2b37d37-81c8-4b89-9da7-45e3e99b023c","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 010 - NRW Sheet Pile Section Backfill","Proof Rolls","ROBAR FIC | (Clay) | Proof roll Layer 05 - RL 49.950"
"89772122-c71e-4ceb-96bf-abbb4422d23f","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 010 - NRW Sheet Pile Section Backfill","Proof Rolls","ROBAR FIC | (Clay) | Proof roll Layer 06 - RL 50.250"
"f784ee3b-dc86-46e8-bec8-9f2da9583338","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 010 - NRW Sheet Pile Section Backfill","Proof Rolls","ROBAR FIC | (Clay) | Proof roll Layer 07 - RL 50.550"
"6265d88c-60a0-439e-a6c4-1e862fc1a253","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 010 - NRW Sheet Pile Section Backfill","Proof Rolls","ROBAR FIC | (Clay) | Proof roll Layer 08 - RL 50.850"
"3829a0a5-4993-445e-a904-ad5148b8ebb3","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 010 - NRW Sheet Pile Section Backfill","Proof Rolls","ROBAR FIC | (Clay) | Proof roll Layer 09 - RL 51.150"
"653d5379-9c6a-46be-9273-1dd4e75f1a1a","","not-started","RR-SEPD-BESS-FIC-004-01 - Proof roll","checklist","FALSE","FALSE","10. ITPs & FICs","(10.1) Earthworks","(10.1.1) Bulk Earthworks","Lot 010 - NRW Sheet Pile Section Backfill","Proof Rolls","ROBAR FIC | (Clay) | Proof roll Layer 10 - RL 51.450"
