Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
3e4edfef-d8ca-46a6-810c-209b12d693bb,checklist,Manufacturing Checks,,Manufacturing Checks,,
db09c789-67b9-4e7c-abea-8281e190b250,section,Details,,,,
,checkpoint,Check Base Units,,,,
,checkpoint,Check Wall Units,,,,
,checkpoint,Check Doors,,,,
,checkpoint,Check Hardware,,,,
,checkpoint,Check Worktops/Benchtops,,,,
9ce22dd7-027e-4803-9721-332028231ad5,checkpoint,Take a photo of unit prior to loading,,,,
20299b86-c29c-4cec-971e-08b0080417f3,checkpoint,Take a photo of unit in container,,,,
,,,,,,
