Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
A1 - L0,,,,,,
,Scope,,,A1,L0,
,Rows,,,,,
,,East,dynamic,A1,L0,East
,,North,dynamic,A1,L0,North
,,West,dynamic,A1,L0,West
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
,,Beads installed,,Beads installed,,
,,Wedge installed,,Wedge installed,,
,,Trade clean,,Trade clean,,
,,,,,,
A1 - L1,,,,,,
,Scope,,,A1,L1,
,Rows,,,,,
,,East,dynamic,A1,L1,East
,,North,dynamic,A1,L1,North
,,West,dynamic,A1,L1,West
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
,,Beads installed,,Beads installed,,
,,Wedge installed,,Wedge installed,,
,,Trade clean,,Trade clean,,
,,,,,,
A1 - L2,,,,,,
,Scope,,,A1,L2,
,Rows,,,,,
,,East,dynamic,A1,L2,East
,,North,dynamic,A1,L2,North
,,West,dynamic,A1,L2,West
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
,,Beads installed,,Beads installed,,
,,Wedge installed,,Wedge installed,,
,,Trade clean,,Trade clean,,
,,,,,,
A1 - L3,,,,,,
,Scope,,,A1,L3,
,Rows,,,,,
,,East,dynamic,A1,L3,East
,,North,dynamic,A1,L3,North
,,West,dynamic,A1,L3,West
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
,,Beads installed,,Beads installed,,
,,Wedge installed,,Wedge installed,,
,,Trade clean,,Trade clean,,
,,,,,,
A1 - L4,,,,,,
,Scope,,,A1,L4,
,Rows,,,,,
,,East,dynamic,A1,L4,East
,,North,dynamic,A1,L4,North
,,West,dynamic,A1,L4,West
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
,,Beads installed,,Beads installed,,
,,Wedge installed,,Wedge installed,,
,,Trade clean,,Trade clean,,
,,,,,,
A1 - L5,,,,,,
,Scope,,,A1,L5,
,Rows,,,,,
,,East,dynamic,A1,L5,East
,,North,dynamic,A1,L5,North
,,West,dynamic,A1,L5,West
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
,,Beads installed,,Beads installed,,
,,Wedge installed,,Wedge installed,,
,,Trade clean,,Trade clean,,
,,,,,,
A2 - L0,,,,,,
,Scope,,,A2,L0,
,Rows,,,,,
,,East,dynamic,A2,L0,East
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
,,Beads installed,,Beads installed,,
,,Wedge installed,,Wedge installed,,
,,Trade clean,,Trade clean,,
,,,,,,
A2 - L1,,,,,,
,Scope,,,A2,L1,
,Rows,,,,,
,,East,dynamic,A2,L1,East
,,West,dynamic,A2,L1,West
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
,,Beads installed,,Beads installed,,
,,Wedge installed,,Wedge installed,,
,,Trade clean,,Trade clean,,
,,,,,,
A2 - L2,,,,,,
,Scope,,,A2,L2,
,Rows,,,,,
,,East,dynamic,A2,L2,East
,,South,dynamic,A2,L2,South
,,West,dynamic,A2,L2,West
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
,,Beads installed,,Beads installed,,
,,Wedge installed,,Wedge installed,,
,,Trade clean,,Trade clean,,
,,,,,,
A2 - L3,,,,,,
,Scope,,,A2,L3,
,Rows,,,,,
,,East,dynamic,A2,L3,East
,,South,dynamic,A2,L3,South
,,West,dynamic,A2,L3,West
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
,,Beads installed,,Beads installed,,
,,Wedge installed,,Wedge installed,,
,,Trade clean,,Trade clean,,
,,,,,,
A2 - L4,,,,,,
,Scope,,,A2,L4,
,Rows,,,,,
,,East,dynamic,A2,L4,East
,,South,dynamic,A2,L4,South
,,West,dynamic,A2,L4,West
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
,,Beads installed,,Beads installed,,
,,Wedge installed,,Wedge installed,,
,,Trade clean,,Trade clean,,
,,,,,,
A2 - L5,,,,,,
,Scope,,,A2,L5,
,Rows,,,,,
,,East,dynamic,A2,L5,East
,,South,dynamic,A2,L5,South
,,West,dynamic,A2,L5,West
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
,,Beads installed,,Beads installed,,
,,Wedge installed,,Wedge installed,,
,,Trade clean,,Trade clean,,
,,,,,,
B - L0,,,,,,
,Scope,,,B,L0,
,Rows,,,,,
,,West,dynamic,B,L0,West
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
,,Beads installed,,Beads installed,,
,,Wedge installed,,Wedge installed,,
,,Trade clean,,Trade clean,,
,,,,,,
B - L1,,,,,,
,Scope,,,B,L1,
,Rows,,,,,
,,East,dynamic,B,L1,East
,,North,dynamic,B,L1,North
,,West,dynamic,B,L1,West
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
,,Beads installed,,Beads installed,,
,,Wedge installed,,Wedge installed,,
,,Trade clean,,Trade clean,,
,,,,,,
B - L2,,,,,,
,Scope,,,B,L2,
,Rows,,,,,
,,East,dynamic,B,L2,East
,,North,dynamic,B,L2,North
,,West,dynamic,B,L2,West
,Columns,,,,,
,,Frame prep,,Frame prep,,
,,Glass installed correct way around,,Glass installed correct way around,,
