"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5a5d0a49-1585-403c-a2b8-f1ff41bf1f73","","pass","","folder","TRUE","FALSE","Ground"
"bc55875c-9512-4bf9-b4e7-f9b48917f06d","","pass","","folder","TRUE","FALSE","Ground","G.23"
"1b0a7613-fc1a-4493-b3f4-51f59f7fd410","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Ground","G.23","W2.E1"
"01a9316c-d6e9-44a4-96d8-98b754e1d552","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Ground","G.23","W1.B1"
"41dfd375-c616-46e3-85d5-d89194189e79","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Ground","G.23","W2.F2"
"346d1850-5e48-44a1-a412-ba4f9b5938b3","","pass","","folder","TRUE","FALSE","Ground","G.20"
"362e3ff4-c21a-478c-855b-fe7dc191ab1c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Ground","G.20","W2.E1"
"a09cb06c-4be3-408d-992f-812e2c1850d7","","pass","","folder","TRUE","FALSE","Ground","G.18"
"3a4ce376-d5fb-4da6-b89e-a95f916a554f","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Ground","G.18","W2.E1"
"a95ab5fb-fc4a-400c-be66-db54010b807e","","pass","","folder","TRUE","FALSE","Ground","G.14"
"43f0bcd1-3e93-4401-b386-f068dfbcd9b7","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Ground","G.14","W1.B1"
"cabf802e-da89-4665-9368-93d4add3f86d","","pass","","folder","TRUE","FALSE","Ground","G.12"
"d44a0dca-ffbc-4604-a1b8-b056327cc0bd","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Ground","G.12","W2.D1"
"6f7d5785-a5df-4861-ad48-b60b1d4091ec","","pass","","folder","TRUE","FALSE","Ground","G.11"
"c243c093-5b88-413f-9a41-5ce443f01013","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Ground","G.11","W1.A3"
"f05ebe74-4e63-4b43-863d-40cd4bbcbd61","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Ground","G.11","W1.A4"
"58915afe-e49a-4a02-b09d-be2342914332","","pass","","folder","TRUE","FALSE","Ground","G.02"
"72dc2062-7445-41e7-bffa-df53af48a8d5","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Ground","G.02","W2.C2"
"fb3c88a7-1e51-4550-950c-727c29f6c482","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Ground","G.02","W3.B1"
