Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
North - Whitmore Street Shop Front - Mezzanine Level,,,,,,
,Scope,,,,,
,Rows,,,,,
,,North - Whitmore Street Shop Front - Mezzanine Level,dynamic,North - Whitmore Street Shop Front,Mezzanine Level,
,Columns,,,,,
,,"Hardware installed as per PS1 - Check threaded rod, nuts & washers, Check for damage",,"Hardware installed as per PS1 - Check threaded rod, nuts & washers, Check for damage",,
,,Structural Glazed Frames installed as per PS1 - Bolted into structure,,Structural Glazed Frames installed as per PS1 - Bolted into structure,,
,,Silicone to vertical gaps behind frames & downpipe,,Silicone to vertical gaps behind frames & downpipe,,
,,Silicone to horizontal gaps between glass,,Silicone to horizontal gaps between glass,,
,,"Trade clean - Clean Glass, Check no bump-on's, Check no stickers",,"Trade clean - Clean Glass, Check no bump-on's, Check no stickers",,
,,,,,,
South - Balance Street Shop Front - Ground Floor,,,,,,
,Scope,,,South - Balance Street Shop Front,,
,Rows,,,,,
,,South - Balance Street Shop Front - Ground Floor,dynamic,South - Balance Street Shop Front,Ground Floor,
,Columns,,,,,
,,"Hardware installed as per PS1 - Check threaded rod, nuts & washers, Check for damage",,"Hardware installed as per PS1 - Check threaded rod, nuts & washers, Check for damage",,
,,Structural Glazed Frames installed as per PS1 - Bolted into structure,,Structural Glazed Frames installed as per PS1 - Bolted into structure,,
,,Silicone to vertical gaps behind frames & downpipe,,Silicone to vertical gaps behind frames & downpipe,,
,,Silicone to horizontal gaps between glass,,Silicone to horizontal gaps between glass,,
,,"Trade clean - Clean Glass, Check no bump-on's, Check no stickers",,"Trade clean - Clean Glass, Check no bump-on's, Check no stickers",,
,,,,,,
South - Balance Street Shop Front - Mezzanine Level,,,,,,
,Scope,,,South - Balance Street Shop Front,,
,Rows,,,,,
,,South - Balance Street Shop Front - Mezzanine Level,dynamic,South - Balance Street Shop Front,Mezzanine Level,
,Columns,,,,,
,,"Hardware installed as per PS1 - Check threaded rod, nuts & washers, Check for damage",,"Hardware installed as per PS1 - Check threaded rod, nuts & washers, Check for damage",,
,,Structural Glazed Frames installed as per PS1 - Bolted into structure,,Structural Glazed Frames installed as per PS1 - Bolted into structure,,
,,Silicone to vertical gaps behind frames & downpipe,,Silicone to vertical gaps behind frames & downpipe,,
,,Silicone to horizontal gaps between glass,,Silicone to horizontal gaps between glass,,
