"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bb81104d-d71e-4370-895e-4653dde3dc2e","","not-started","","folder","TRUE","FALSE","Ground"
"e586ddac-aaf1-498c-87b1-e1e5f62893cb","","not-started","","folder","TRUE","FALSE","Ground","Stair 1 Internal"
"c5002d8b-3723-4cbb-ba91-6c72c787530a","","not-started","QA - Spider Walls","checklist","FALSE","FALSE","Ground","Stair 1 Internal","Lift Shalf walls MB50"
"f2e2d178-ef13-44e7-b278-057bd470bcc9","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Ground","Stair 1 Internal","Balustrade at Stairwell"
"9a98cf13-5ded-4385-96ed-c663bb0354d5","","not-started","","folder","TRUE","FALSE","Level 1"
"0383f5f0-bbce-4f92-bd4a-196bb5c15334","","not-started","","folder","TRUE","FALSE","Level 1","Stair 1 Internal"
"1e32b5ad-2403-4aa2-a2b0-85adf50dfba5","","not-started","QA - Spider Walls","checklist","FALSE","FALSE","Level 1","Stair 1 Internal","Lift Shalf walls MB50"
"cfaebebc-a4bb-4a08-b76a-11850d9774cc","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 1","Stair 1 Internal","Balustrade at Stairwell"
"6a01b0b4-3352-4a31-8f69-30b20213193d","","not-started","","folder","TRUE","FALSE","Level 1","Stair 1 External"
"1585146f-61fa-4959-bc69-cef38405f327","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 1","Stair 1 External","Balustrade landing MB50"
"fbc536ec-9a11-470b-a1c3-28292c3036b0","","not-started","","folder","TRUE","FALSE","Level 1","South West"
"fae7f85a-8fb1-40ca-abcb-8237a154c45a","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 1","South West","Balustrade PG120S"
"d9ccfbb9-e761-4aa9-92d9-e161079d2fe6","","not-started","","folder","TRUE","FALSE","Level 2"
"56a7e5a5-979b-4e5f-a918-9d07214395ec","","not-started","","folder","TRUE","FALSE","Level 2","Stair 1 Internal"
"5bf52f91-9ea0-41a9-8494-67f38700070d","","not-started","QA - Spider Walls","checklist","FALSE","FALSE","Level 2","Stair 1 Internal","Lift Shalf walls MB50"
"22a63198-8197-463e-af98-10477d6812d5","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 2","Stair 1 Internal","Balustrade at Stairwell"
"5f1d5c51-d7a8-4027-a4ff-7b5116914c6b","","not-started","","folder","TRUE","FALSE","Level 2","Terrace"
"ff595b41-e32c-4b31-8eb3-f924f0840874","","not-started","QA - Canopies","checklist","FALSE","FALSE","Level 2","Terrace","Spider Canopy"
