"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e5624ec6-86f8-4c86-baa1-9600ad5b5ec4","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.8-W3"
"c3eaafa3-b5a5-43bb-bf7e-2b91ca8f53b1","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.9-W1"
"1e685ac4-0ae1-467a-ad02-45122be0a1e8","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.9-W2"
"22e60dac-1a56-4a0b-b5db-23b684ef8484","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.9-W3"
"11b889b9-b6d0-4513-abe1-cf7299f1883b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.9-W4"
"7bdb983e-7083-41b4-855c-7ff88fb3f31f","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.10-W1"
"66dd89ec-506f-446b-bd34-87bad3bd02db","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.10-W2"
"19657ca5-68b8-49d6-b495-8363cc6bfbc1","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.10-W3"
"decd3ce3-3938-4c4e-af38-e410cd9e8b55","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.11-W1"
"905def5b-0b6d-454e-bdf9-9cecea318e95","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.11-W2"
"b02553b5-a929-4cab-95d5-765d357affe8","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.11-W3"
"95cdbff2-1078-435f-9355-388260824662","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.12-W1"
"feee0c31-e43f-48d7-bc72-7e6ce2b2700e","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.12-W2"
"2ade617e-9880-4425-a896-2875ca761698","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.12-W3"
"11765a7a-6619-4e20-8d7c-b74764cc400d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.12-W4"
"85293642-ca03-4380-b0f7-76e7482c0f4a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.13-W1"
"edbe80ca-9387-4b55-9468-b1da358a74af","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.13-W2"
"e15bc059-015f-4b4d-afa3-240ee5e2bc0a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.14-W1"
"f5552c03-864e-4a85-8455-0fff70e63207","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.14-W2"
"775a4757-4fb3-4e29-a76a-d85fe02991b3","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.15-W1"
"a7a527e5-da64-41e7-b1ec-115ebcd9a59a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.15-W2"
"d77e2526-50ef-4078-8e4a-17e665a619d1","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.15-W3"
"4fb612d4-781d-4689-ad8e-6c468d41d9cb","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.15-W4"
"599237c9-c433-4dcf-9cd5-413965936591","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.16-W1"
"7da7931d-6c0c-4194-a0b0-585ca0d8df7c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.16-W2"
"f1100856-00e0-4cb6-9064-b5a15d5f5e8b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.16-W3"
"339ada7b-ee13-421d-8c61-045860899375","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.17-W1"
"03122069-8d08-4493-bea8-e0739a04dc62","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.17-W2"
"2e5e18dd-4493-4a5d-a0d8-7cf0c32c27c6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 4","4.17-W3"
"b1f21618-86c6-4593-bafe-170decd101fd","","pass","","folder","TRUE","FALSE","Apartment","Level 5"
"8960046a-b760-4250-a1b6-fc92954bf649","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.1-W1"
"d9bd8504-8fc3-4087-91b9-067da8df1be6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.1-W2"
"aa90962f-b1de-40e7-a7d0-5a46c4dac85b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.1-W3"
"6874b2be-4ac2-4f87-a021-3c80c208976a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.1-W4"
"b44e9f59-7585-4d4f-b28c-1fd6de9dfa75","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.2-W1"
"7a6de756-bde5-4955-a791-41dd92896bfb","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.2-W2"
"cc24634e-9628-4d9a-a126-482893ab5823","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.2-W3"
"ced4b974-68be-4b6f-bba3-5b0d468ece69","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.3-W1"
"ceb59c03-6da4-4c26-8203-60b38e28453b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.3-W2"
"e86b7efb-2b9e-4c6b-94e3-9dc7dbf8076a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.3-W3"
"e0983e23-9e64-4461-aa02-dc3514160cef","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.4-W1"
"13e988e6-706b-4c79-994f-d5cb01f2506a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.4-W2"
"901e8730-ecbf-4461-b148-8b91f01e20ed","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.4-W3"
"7302f1c3-c666-46a3-b428-33b09a7dd4df","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.4-W4"
"bf797fdc-2ca0-49b2-a2a6-e461a1059cc8","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.5-W1"
"b10c2f34-1bb0-4206-b2f2-4720fe2dd245","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.5-W2"
"0cce868a-9271-46b1-9a43-fa732e5f9c75","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.5-W3"
"30a43e9a-fa3b-427d-9145-0bf4c8c58457","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.5-W4"
"b5389dd6-364d-47e6-8ce3-7a7538e64df0","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.6-W1"
"38cb4f83-ea62-4335-83af-8974f44a2081","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.6-W2"
"e002bede-f4db-4b10-afba-2aaae7f4c14f","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.6-W3"
"4066540a-c483-4883-8b36-da91f6fc3787","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.6-W4"
"81d3e819-ff52-48aa-97c3-cb5afe1485cb","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.7-W1"
"e6cb8fb0-053f-4780-a4f2-f8013803bdd1","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.7-W2"
"8a70406a-d0cb-4c22-b43f-e2bb797a384c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.7-W3"
"aa8c0867-87f2-4a7a-bce9-6b5141b36899","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.8-W1"
"53ac6444-17a0-4fd1-bade-1563a99d9bf3","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.8-W2"
"2ba7679d-66f2-449f-baa0-367c002249b4","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.8-W3"
"2e45c536-3e5c-4119-8cb4-93026ae72bc6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.9-W1"
"466270f6-d570-47fd-bb16-c0065ff0df6e","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.9-W2"
"00c14d70-444a-457f-a5a4-b482e882076a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.9-W3"
"5a2449e5-dfd2-4616-879e-98d65970480a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.9-W4"
"ead62fa9-33a4-4db2-a431-e5bd39c31a3c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.10-W1"
"ac9715d0-e4df-4a9c-99e6-c3a2976bb317","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.10-W2"
"04f67cb8-1561-41f9-bc68-a7b6a5043a4a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.10-W3"
"1441f229-f76d-4882-91a5-acbc38a460ee","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.11-W1"
"ef8382aa-2d13-4a02-aa2e-619f52091c56","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.11-W2"
"69e3a3f8-7b5d-4519-bebb-109fc67ec3fd","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.11-W3"
"b40222c1-afd1-40fe-b69b-a6a6fcd84de8","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.12-W1"
"9172792e-5ca8-4eb2-b79b-2b7e623a1daa","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.12-W2"
"d17dc77f-fde9-467c-9018-f550f2edece8","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.12-W3"
"29d6d51b-39d7-4edf-a2e0-9f61e750b01c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.12-W4"
"74485aa3-a200-40d8-a29a-08811bfc07a6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.13-W1"
"5fd6fe5d-2594-45e8-a5e9-6fa384e4b63f","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.13-W2"
"f5fd7a55-4752-4814-8b11-1fa64a5aca72","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.14-W1"
"70e06af9-312f-47b3-8f78-6d512f906a7b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.14-W2"
"d25a2610-69b5-4aff-b894-d83ed090bd85","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.15-W1"
"67c7e0e1-738d-4306-847c-3914cd91353a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.15-W2"
"c64adac3-4977-4749-ab5b-a14443abaa00","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.15-W3"
"070587a4-3c1a-474b-a773-a1f75f2744c0","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.15-W4"
"7bce515b-a19e-4b18-9e54-f2334912ce1a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.16-W1"
"2bcd67cd-1947-4fa9-b3e6-bd892c2d89ed","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.16-W2"
"96fb8b70-cd80-4707-b796-55ac8f926245","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.16-W3"
"48dff26c-18cb-418c-89d0-db4a698ef95c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.17-W1"
"372fd329-47de-4648-a602-d6acd253b392","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.17-W2"
"8d419d97-0008-4bbb-95cc-087fb4ca5551","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 5","5.17-W3"
"888a4dcb-575f-483f-9250-34a047d6300a","","pass","","folder","TRUE","FALSE","Apartment","Level 6"
"44d3d4bb-0463-4fd0-b4dc-5e279971f685","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.1-W1"
"d16b4f96-ea80-42c5-894c-b4c1e20fd251","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.1-W2"
"e6617937-26df-470a-9016-4966c309318c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.1-W3"
"a98cadce-2b9f-4c8a-ab39-0c9824c443f8","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.1-W4"
"ebfee6ef-d60c-4462-9ac1-8477a03ad06e","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.2-W1"
"f3227985-c557-49c3-9512-147d5c483364","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.2-W2"
"308cc344-e167-44a2-8907-6c7c4bd2e5e9","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.2-W3"
"2223728c-9160-43db-a3a5-d9d6c51d6d82","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.3-W1"
"a87b8567-1219-4c0a-9f41-99701325d284","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.3-W2"
"baf09e0a-1b26-4d5e-b7ed-928a79470d73","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.3-W23"
"61c772f1-5cf5-4ec8-bfcb-44b769973f35","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.4-W1"
"9cd089d6-22f2-44b4-8a00-e9874f82add3","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.4-W2"
"d9a87624-69d5-4dbb-9f0f-86a32e5b0c37","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.4-W3"
"4844297d-1a36-4a04-af18-a9280c87622c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.4-W4"
"11540c3c-d15f-498a-8ffc-8b1fc5b9a2e6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.5-W1"
"eed95835-6e42-4b07-8131-c82fdba94fb6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.5-W2"
"d30555cc-6555-470a-9bbf-85f20272d497","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.5-W3"
"0c33a419-ce1d-4d38-9c07-68f79e220bae","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.5-W4"
"bb16a7d2-c382-4460-9e3f-d0bfa68a9b57","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.6-W1"
"341fe858-e18a-405e-8e31-e6752ef229f4","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.6-W2"
"8c1abf16-46ea-467e-86b3-b286f11f9684","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.6-W3"
"188df477-9539-4a24-8387-0315e1d976da","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.6-W4"
"bf1bacbb-8722-411d-a864-b7f151090980","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.7-W1"
"47dfad87-b9a5-4954-99b1-26e715b3a27e","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.7-W2"
"00ac128e-3a5a-4654-bcaa-ef186874f9d3","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.7-W3"
"c23f4d94-38c5-4189-b68d-547c683dd6a0","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.8-W1"
"5729d0e1-1555-4aef-b6ac-43b9b48eeaab","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.8-W2"
"442c4af2-f351-4d0a-9504-340d67af4399","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.8-W3"
"6a529a2d-b2c7-42ce-ac49-e70d58c50a65","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.9-W1"
"2785309b-3818-4ac4-a356-d728599f942a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.9-W2"
"80eb03b7-f5af-4fe4-a611-d411d0c35361","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.9-W3"
"88ed56e3-45db-49f6-94d1-8e7a10be4417","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.9-W4"
"27adbd5c-c0e0-4eaa-9d0c-d711eb7ad69a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.10-W1"
"34f4206e-a2e7-4bda-a47b-e594a8ee7e16","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.10-W2"
"a302b2ce-c5ec-44ae-805b-ff4b834f28f1","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.10-W3"
"91b98b75-0bac-4e0f-bca9-f4b5036a671e","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.11-W1"
"dc5206e7-3fc7-4009-a879-990eb2b9a808","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.11-W2"
"021f8d92-3fbd-4859-b451-53cc3607b4e0","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.11-W3"
"471bd2f2-91aa-4b4a-9d7d-69724b13eaa8","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.12-W1"
"26126146-960f-4442-95a9-13b40bc7d71b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.12-W2"
"61bcda6d-c5ae-4498-8979-5e5a02f3b7c8","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.12-W3"
"0d61dd4a-9b46-44fe-a151-7fa4e844da91","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.12-W4"
"cf6c8053-0a24-44bc-8991-4227e644e420","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.13-W1"
"487b3e82-3b16-4c6b-9bca-394e8ba6117d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.13-W2"
"b04857c6-cffb-4d13-a214-664d22382472","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.14-W1"
"d078e679-d3ff-4be0-84b6-bdc4ca8da257","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.14-W2"
"8f0bcec9-4e48-4843-af8c-3c3db26a6871","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.15-W1"
"4809793f-7d03-46ae-be2f-84755f49f8b0","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.15-W2"
"071a4d99-f423-4f22-97de-cef80f445d49","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.15-W3"
"e6c93354-0dd6-4cfb-b593-7d3f88b06d3d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.15-W4"
"dbdffb47-0dcf-404d-be5b-4102bba89d11","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.16-W1"
"f6dfb628-6a20-4686-b3fe-ec444ac1d758","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.16-W2"
"3088a16c-32fe-48c4-8d69-bc95f92a5bf8","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.16-W3"
"193dde59-8147-4449-ba4e-c60041e41495","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.17-W1"
"ba6b5cbe-6cb4-40dc-b7ea-608ee048acf6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.17-W2"
"66c69d2a-243f-4fa6-8071-c00d7100f57a","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 6","6.17-W3"
"12f54f3e-e118-4daa-8281-489c8dccd3ae","","pass","","folder","TRUE","FALSE","Apartment","Level 7"
"938d6a83-d035-428b-a869-1f1e48a0dc89","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.1-W1"
"d862f85a-5fd9-4634-9282-9ec5b089626b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.1-W2"
"6ac191b8-054a-40cb-96e5-065f851c7024","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.1-W3"
"ef1a2490-830b-4490-82bd-f9c577182f3d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.1-W4"
"ecd2cadc-1c63-403d-8ca4-a9f3d7a5342d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.2-W1"
"82dc2aa3-7667-4169-8d62-a84df4cfcab5","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.2-W2"
"8ce43adb-1fe9-4f05-8aa4-05d459d0dd8e","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.2-W3"
"6a5cfd5a-6c5c-4fb8-9724-f6fe256075c1","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.3-W1"
"421f4cd1-6fef-41f3-883b-d010ccbfd31d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.3-W2"
"d85f2cba-79d1-4569-9a05-a8bfaeb153ae","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.3-W3"
"93a98039-589b-408c-8f6c-bb190e49de73","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.4-W1"
"4943a814-4c23-4947-ae1a-556cf57d0219","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.4-W2"
"88166c99-a0d2-4474-808f-38141be93537","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.4-W3"
"3e61e96a-ab3e-4240-8801-4713bb716913","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.4-W4"
"a5c8bacb-8041-4035-ace9-d59f362e8753","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.5-W1"
"5b744fb7-d3dd-4219-b9bc-1373ebb5b227","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.5-W2"
"d8be601f-61bd-4ee0-aa17-8f4ff710c530","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.5-W3"
"17961b3d-0a8a-44ba-a959-2db4c97dca50","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.5-W4"
"33c348aa-43c2-4e16-8759-911a2a06a11f","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.6-W1"
"7764c0b0-a2af-48c5-8b72-d1a0cb50fcec","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.6-W2"
"e9fb4040-aef4-4f25-93b5-4d832d7f5b7d","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.6-W3"
"aafcbb03-4d27-4f52-95f9-e18bb48ca9e9","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.6-W4"
"d1d87a46-3f6c-4d0d-a31e-199713ecfe76","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.7-W1"
"33549492-1031-4108-a9ed-01fc7d781ad6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.7-W2"
"7b89b807-7dc6-42b0-97d0-7dda26212576","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.7-W3"
"78b75fdd-9aaa-4b40-aa8b-e4cfd47499e1","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.8-W1"
"9dbab9cb-3e1d-47b2-8ccf-c277fc55dde2","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.8-W2"
"c916007a-5022-49d1-b6cf-a4262e665d07","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.8-W3"
"3d3e7772-fa6e-4362-86cb-fa522d7e09c6","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.9-W1"
"a363b4cb-e7ab-4f7a-9150-4b3dcc11e150","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.9-W2"
"9f171452-616e-427a-b17f-900c1e459271","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.9-W3"
"8ddb6985-2ff7-450e-a675-9f5cc24fcaee","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.9-W4"
"2b2f6719-5951-4ca2-ab2e-bf61bf65d9ad","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.10-W1"
"450d6b7e-b3e9-418a-a1ac-70b11a7f8f93","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.10-W2"
"236a1450-2021-4646-b570-283ac7da2501","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.10-W3"
"83489db3-7141-496a-86c4-78eeb83818da","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.11-W1"
"4ef0ad9f-b626-42d3-8de1-dae991ca0d8b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.11-W2"
"41ec2ff3-5858-46f2-a5ef-37c269ec7a3c","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.11-W3"
"a0c0726a-088a-4dd4-a548-4245482ef124","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.12-W1"
"34141fae-6835-43f1-b903-9fbfb449ef07","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.12-W2"
"2aa3e94f-09de-4dc5-8f06-646ddc0106e5","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.12-W3"
"6299c956-6df3-424b-9861-f1609a24303b","","pass","QA - Captive Glazing","checklist","FALSE","FALSE","Apartment","Level 7","7.12-W4"
