Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,
012852e4-fd48-4ee5-a1eb-60d685d9b279,,fail,,folder,TRUE,FALSE,Site QA,,,,
1c645fd6-f7b3-4618-b944-e4fe227cc3c4,,pass,,folder,TRUE,FALSE,Site QA,Level 1,,,
6ba48403-997d-484b-b3cf-3d8bbc84afb7,,pass,,folder,TRUE,FALSE,Site QA,Level 1,Zone 1,,
db49dfd8-193e-4774-a379-9ec5683abfbb,,pass,,folder,TRUE,FALSE,Site QA,Level 1,Zone 1,A001,
dc6b2747-d8f0-4843-bf0b-51499e669aaa,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A001,Fixed screen
fa04461d-c69e-466b-b738-6bf048197d5b,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A001,Main shower
6d694c3e-7907-4f2c-8be2-d84dc662cfc3,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A001,Sliding doors and fixed side panel
fbc0f515-9333-4bd2-a7ed-77f0945918f2,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A001,Deck balustrade
ebfb5a52-7254-4feb-ac80-5643f1ac0e8f,,pass,,folder,TRUE,FALSE,Site QA,Level 1,Zone 1,A002,
9862881c-8e26-4156-ba8c-0f62068f48e8,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A002,Sliding doors
7321e19e-b364-4f60-b3bd-8102d72a8f92,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A002,Fixed screen
13012196-99f8-4019-98f7-f04e3a19bdd1,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A002,Deck balustrade
6d82d7fc-3d14-4fbf-b8da-ce5e4b2a033b,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A002,Main shower
3c3f6820-c8b3-4260-b79b-129448e3ac37,,pass,,folder,TRUE,FALSE,Site QA,Level 1,Zone 1,A003,
0d7a2caa-e891-4d38-b094-53ec0e40f818,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A003,Sliding doors
3e5eb92b-6bbc-4a41-896b-21ef3b22602b,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A003,Fixed screen
56ed6caa-fd1d-4f05-9b59-8ff7ddb90b7c,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A003,Deck balustrade
57292923-4863-430e-ae20-d0981419809b,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A003,Main shower
420dd588-aaba-4a07-a885-d1f71d19f2ea,,pass,,folder,TRUE,FALSE,Site QA,Level 1,Zone 1,A004,
0a6f8b1a-a028-4056-b907-973903ac4c5b,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A004,Sliding doors
605351f7-eb77-402f-ba73-7fa66cdde543,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A004,Fixed screen
d958fd37-d72b-4cd2-b4a3-2a4a87a41b6e,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A004,Side fixed balustrade
dcde99f2-60cb-4849-a6db-485e9afc840a,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A004,Deck balustrade
b54b9049-d803-4c2c-a295-a21a516b52aa,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A004,Main shower
43386a0a-c4ad-415b-a1ad-d491f46fd166,,pass,,folder,TRUE,FALSE,Site QA,Level 1,Zone 1,A005,
ad3fd66f-af26-496b-9d16-6ad4040a74db,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A005,Sliding doors
c4201c40-69b2-477f-ad34-18f07aa8f393,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A005,Fixed screen
d42abc81-3bc8-47d7-8978-6a037ffeb526,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A005,Deck balustrade
0a6092bb-61d6-47a1-9863-0fd20223d243,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 1,Zone 1,A005,Main shower
43210e5d-055f-4aa1-9804-426aabba7b95,,pass,,folder,TRUE,FALSE,Site QA,Level 2,,,
e909197a-0d62-4196-bf90-3df45e72f5fe,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 1,,
56267170-371d-494c-bea8-0b4314faf08a,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 1,A101,
1ab69109-c6dc-4bd0-920a-b6837193dabb,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A101,Fixed screen
0e901ecc-db76-4ff1-9e8f-1e8792a371d7,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A101,Deck balustrade
b07c75aa-190d-4d51-a9ad-0baf60a221e5,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A101,Main shower
419166b9-294e-46cd-9e03-9731001a9f1a,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A101,Sliding doors 
4844e819-edb8-4ee8-aa6e-1daf22312efe,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 1,A102,
e1dc9dd9-4fce-48d5-aa5f-47cd496e2b90,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A102,Sliding doors
3df1d313-7802-45fa-8e94-35dc630d071d,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A102,Fixed screen
adfd458c-6e89-481d-a8b8-9acfb617be25,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A102,Deck balustrade
59645af9-d9bd-457f-b550-7ca96562853a,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A102,Main shower
db70f680-e4a2-4f4d-b37f-d251271a1aa8,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 1,A103,
36c3c95e-1d87-457d-9d2d-355f98790db3,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A103,Sliding doors
c2f501df-ee25-463a-98f6-6b4c45853fbe,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A103,Fixed screen
c4e7f4ae-110c-47f7-8461-cca09ead9451,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A103,Balustrades
0613c8cc-077f-4ead-9a7a-95be9f09cb3e,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A103,Main shower
3f724c8d-edf1-460c-b5ca-d1e00042b12d,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 1,A104,
fedd1ebb-a517-44d5-9300-28d532d98c8b,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A104,Sliding doors
48ff66f3-f8f5-40fc-bb94-e54808822d74,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A104,Fixed screen
c05c7c03-34ff-432e-9116-ad3ed64cc815,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A104,Deck balustrade
3747f1fe-4726-49e5-89e4-05c57c70d180,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A104,Main shower
23c2a109-a38e-442a-b743-b4e6cef1b5ab,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 1,A105,
a7897622-c35f-47b3-a4a4-484a7ac7ec65,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A105,Sliding doors
fec636ef-30ed-4db0-80c7-92a15ba2fc64,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A105,Fixed screen
a78734d3-80d9-4e99-b53f-abe122d32201,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A105,Deck balustrade
66c667bb-df85-45db-82bb-d09673e45469,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A105,Main shower
f6f3f26a-6263-4a15-a556-7486cd84f31b,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A105,Side fixed balustrade
e8a680f2-d783-4bfb-b8e5-ac564852aa94,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 1,A106,
2afdb11f-377a-401b-8564-4c83c66a4d0f,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A106,Sliding doors
f0e95711-c148-4347-a2d8-b0e672f82e8e,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A106,Fixed screen
8eeccf96-c9a4-4d58-88a5-a7a0f0662308,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A106,Deck balustrade
99e6ec72-633a-40f9-8c33-aa847c7826fb,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A106,Main shower
0da47712-88c6-43eb-ad8c-0f749f1fc2fd,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 1,A106,Side fixed balustrade
c2d09ffd-e8d9-4839-af04-7d9e583e9ba8,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 2,,
2e4ebb9b-573b-409e-97ca-1107b7de813a,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 2,A108,
02d13f17-02b7-4d55-b044-4c1d857ca689,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A108,Sliding doors
38827ba7-8b9b-4396-9c5b-f41a4f0c67e0,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A108,Fixed screen
284a3643-35f8-490b-a159-7b8b846e6c23,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A108,Deck balustrade
bf791eb2-970a-47e9-80a6-0a7de0fd2261,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A108,Main shower
8263413c-89c9-47c8-a84d-290cdbd8d783,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 2,A109,
abd9a061-e391-409b-a480-1eb32a7f7725,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A109,Sliding doors
cb3c3a66-7c8a-4070-80df-534c4e403a8e,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A109,Fixed screen
