Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,
0ce71d39-cd2b-4481-afb1-c4ba9e3abb7a,,not-applicable,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A109,Deck balustrade
7ebcce95-0b35-4962-88c5-5fdb8c734b0c,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A109,Main shower
61b0399a-7b1d-43bc-b948-7fcdb8ac989f,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 2,A110,
b1b44fca-adf8-40a4-8d21-7ebf2b56cc52,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A110,Sliding doors
ca34f31e-dc96-4110-be32-5d5dfbfd79bb,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A110,Fixed screen
0bb91f03-a446-4bc3-976b-994fd4dd3779,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A110,Deck balustrade
cc379d4d-3c19-4dc0-80aa-31e6484ed7b6,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A110,Main shower
4a09cda3-6f77-4c8d-beea-692821345db1,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 2,A111,
972efa99-849e-4bcb-875f-fbff2e26d7e0,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A111,Sliding doors
7a99e204-06ac-473c-a86d-ceb52585737e,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A111,Fixed screen
7bc9ed38-de51-496f-96fa-23b23ad94744,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A111,Deck balustrade
5d3ddf84-ab13-4f38-bb7d-393a4263d810,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A111,Main shower
3e04595c-2628-4fb0-84d1-3958aa953f36,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A111,Side fixed balustrade
fbb25fdd-19e6-4201-9b28-0963a08e774a,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 2,A112,
895687f8-2cbd-4495-a0c2-d2ee7623456f,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A112,Sliding doors
2df5f236-1079-48d1-b9f9-cff76b815473,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A112,Fixed screen
096245b3-cbea-4eaf-8f12-135003750b02,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A112,Deck balustrade
ffad1a6b-2ab4-458e-826a-31e2229b8171,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A112,Main shower
58d707aa-594c-4d17-a49e-8882b0fb34dc,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 2,A112,Side fixed balustrade
f4e6414e-922c-4ce0-8716-73703dbbf85c,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 3,,
2fa20927-dda3-4818-a44f-7d8bb2a7834d,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 3,A107,
669e0c2c-7dc4-4ca3-92fd-1514c5e7e443,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 3,A107,Sliding doors
958c8c48-0f1e-4f0a-b1d5-dca2cfef64d0,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 3,A107,Fixed screen
be70363a-72e6-4ff5-9e60-6db7cadf3a3c,,not-applicable,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 3,A107,Deck balustrade
fb985275-1901-4782-9600-594da842ef67,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 3,A107,Main shower
f30560b1-b012-42a9-8068-7471364dae2f,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 8,,
5e0d9b4e-3700-4d01-9d86-61b443ab7705,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 8,B104,
924db382-a2c5-42be-91d2-62610ad1c28f,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B104,Sliding doors
72d5fe4c-2562-4409-9f2f-dddaa734bfed,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B104,Fixed screen
93282a99-1719-4033-8d85-cd0f09d10d7d,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B104,Deck balustrade
35c742a3-9306-4c04-b527-63abde4f52fe,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B104,Main shower
c6732ab6-3b85-4cd7-b167-49a7c9d8ebdc,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 8,B105,
3655c125-c9c4-4251-8a23-64c2f384d714,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B105,Sliding doors
a7680023-a708-40c6-ab59-ed1140eb3855,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B105,Fixed screen
df049217-04c2-4332-bff5-3a1fb9868e39,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B105,Deck balustrade
83e69976-e4ea-4a1e-8676-9a2fa49db899,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B105,Main shower
a97bab6d-6456-4d07-8376-c35c606faf11,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 8,B106,
c6303c63-2ae5-4963-942f-ab4920efc293,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B106,Sliding doors
fa3774cc-a680-4440-a01e-02647cb581e6,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B106,Fixed screen
3df1cc90-3cb4-4971-8e52-7419caee912c,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B106,Deck balustrade
7bd36f6c-1ce8-4224-a09c-ce6b16d618cc,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B106,Main shower
923c6a37-8ded-4d65-8efc-370a987fb85e,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B106,Side fixed balustrade
8436a8cd-c77d-4484-ada3-55575f7c67df,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 8,B107,
ae4021b9-9663-4f0a-aada-0ec72333ad83,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B107,Sliding doors
b94103f8-1cf4-4fa3-9015-afe2b69068f4,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B107,Fixed screen
4c8b1a35-81d0-40c3-bd6f-9273002b39f1,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B107,Deck balustrade
b9553fd0-5442-42af-bd92-500df38fde50,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 8,B107,Main shower
484a9741-fb78-4c26-b463-04542bd36ddd,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 9,,
bd0cfe6d-e692-4da2-8507-87e3ca516c0f,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 9,B101,
ff786bf5-84fa-4fd8-9c0a-66f989c691a7,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 9,B101,sliding doors
d9c56627-0301-4986-99c3-147137c9f288,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 9,B101,Fixed screen
0e23f790-332a-49c3-b641-b5659c584ca9,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 9,B101,Deck balustrade
a227797d-ae72-413b-9157-3df4cdf7dc79,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 9,B101,Main shower
985988ca-70fe-4105-bd58-64c2d31dc1a5,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 9,B102,
bea40b93-a0e7-4056-bfa6-c61889b093e6,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 9,B102,Sliding doors
d4f90fd4-51fb-46cc-8b35-8db932ba0dc8,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 9,B102,Fixed screen
e70ed291-618a-412f-b48a-ed4d13b16af4,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 9,B102,Deck balustrade
d5bb0beb-c70c-43f3-8397-b1063d3537ca,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 9,B102,Main shower
08cc67f6-106d-4dce-94ae-52c12980db8e,,pass,,folder,TRUE,FALSE,Site QA,Level 2,Zone 9,B103,
dddc34fa-d80c-4d87-b6d7-3d7cc67c7384,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 2,Zone 9,B103,Sliding doors
effe7b25-bd7f-4868-90b9-b7699922866b,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 2,Zone 9,B103,Fixed screen
daae4966-355e-4fa9-8ae8-5cbc33075d3e,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 2,Zone 9,B103,Deck balustrade
67fffa71-546c-4864-b176-a7150d79903a,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 2,Zone 9,B103,Main shower
43b5c71b-952b-499c-a703-301c60128356,,work-in-progress,,folder,TRUE,FALSE,Site QA,Level 3,,,
c4615474-7722-4431-a9a7-970e1f6006e2,,pass,,folder,TRUE,FALSE,Site QA,Level 3,Zone 1,,
9a871f5d-981f-4d2a-8875-5305b4626d77,,pass,,folder,TRUE,FALSE,Site QA,Level 3,Zone 1,A201,
7a9ecd21-213a-431f-92d2-71f6644faa9a,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A201,Sliding doors
506a746d-3424-4eee-9e39-676e6f3b05ce,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A201,Fixed screen
ba9333e4-cf76-48fb-83d6-d4626c3a0310,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A201,Deck balustrade
ef278ab5-6b17-4af7-96a1-3ee7ee3e09fa,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A201,Main shower
99e7e334-63f7-4fa9-aeb6-f8ab8b2ba94e,,pass,,folder,TRUE,FALSE,Site QA,Level 3,Zone 1,A202,
4e228985-beff-4387-a870-f7d3634473c8,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A202,Sliding doors
4897f48c-fd80-40ff-a061-ac9454796375,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A202,Fixed screen
bd1cc498-1006-4dce-8aa2-f391e69a9645,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A202,Deck balustrade
14994322-2046-41cb-a994-93f0639c4e96,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A202,Main shower
5e6ea5c9-cc86-4418-8b7c-42cd337ed240,,pass,,folder,TRUE,FALSE,Site QA,Level 3,Zone 1,A203,
60ea3dc9-5322-4c99-9668-c37eba872fea,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A203,Sliding doors
243a93f9-2970-4722-852a-69afd161ace5,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A203,Fixed screen
1afc8479-7e56-46ac-848d-4ae5e4d544dc,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A203,Deck balustrade
74d5eba2-4708-4ffb-af02-6518557c4ca4,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A203,Main shower
302bccb2-13d7-48a5-90c9-bb7f7923334a,,pass,,folder,TRUE,FALSE,Site QA,Level 3,Zone 1,A204,
505ec238-cd25-41dd-8acb-043985820b2d,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A204,Sliding doors
629f68cb-7010-4290-bf03-1723606847c7,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A204,Fixed screen
ad776d15-4258-4b83-923c-7fb3c4f9494d,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A204,Deck balustrade
71f5fb5a-55f4-4c73-9e04-d6503df20d8e,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 3,Zone 1,A204,Main shower
f632b9b3-1959-49b4-9eac-bd6f2bb3bcd4,,pass,,folder,TRUE,FALSE,Site QA,Level 3,Zone 2,,
d59fb992-2125-4c1b-8ca0-37c6dddff2cd,,pass,,folder,TRUE,FALSE,Site QA,Level 3,Zone 2,A205,
654298bb-8af9-4545-86e1-105fad9d3460,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A205,Sliding doors
b7e69f78-2227-4fa6-8e24-b1c20458a234,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A205,Fixed screen
8073b742-95cb-45be-bb49-4e1d50db2d9f,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A205,Deck balustrade
035d81f9-807d-4e2e-a07a-31cdd0f6d529,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A205,Main shower
5bda06d5-92cb-417e-85fe-20b3b1853a1f,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A205,Ensuite shower
8ea9228c-8ca5-434a-9ada-862cbbd55f6d,,pass,,folder,TRUE,FALSE,Site QA,Level 3,Zone 2,A206,
f1791a1f-ff5d-4dc2-a4bd-fae6a3ab31a7,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A206,Sliding doors
ba84bfa2-8d19-4aed-bcc1-6a94ea20b289,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A206,Fixed screen
bbd6e251-4f72-4e31-bf59-852233f63321,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A206,Deck balustrade
1d7d03be-b30b-4e75-a5dd-bd678127d99b,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A206,Main shower
19f65012-4d88-4869-86a2-9a3a970f3ab9,,pass,,folder,TRUE,FALSE,Site QA,Level 3,Zone 2,A207,
7efa90b9-277b-43ab-b9d5-bfdb8c70fed1,,pass,QA - Frameless Manual Sliding Doors,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A207,Sliding doors
611c57bb-2bca-4f9f-9cbb-0e6733328802,,pass,QA - Framed Fixed Glazing,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A207,Fixed screen
8ec6c18e-e9fb-428b-a391-881fc916f177,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A207,Deck balustrade
54e9abcc-bb57-4c28-b752-8e3bc5ba148a,,pass,QA - Ballustrades,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A207,Side fixed balustrade
a3dea100-560a-431b-8701-20ac48c3c791,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A207,Main shower
c115deac-97e1-446a-aa55-b2fe4312c0d5,,pass,QA - Showers,checklist,FALSE,FALSE,Site QA,Level 3,Zone 2,A207,Ensuite shower
b988af71-8110-447e-9041-79c632a2d33f,,pass,,folder,TRUE,FALSE,Site QA,Level 3,Zone 2,A208,
