"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"31ae39a7-b294-415a-9da9-1b44b1d35ecc","","not-started","","folder","TRUE","FALSE","Ground"
"875b6797-31be-490b-a2f2-ff971594acf6","","not-started","","folder","TRUE","FALSE","Ground","Type C"
"24dccb34-51fa-459f-928c-97b7011eda31","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Ground","Type C","Balustrade"
"6a1e7965-58d0-49ae-bbe4-7d32abf75f6f","","not-started","","folder","TRUE","FALSE","Ground","Type D"
"950558c7-5941-4c52-ad3f-f9fbbacdb8c9","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Ground","Type D","Balustrade"
"5637c259-f2a4-43e1-b489-9b7cd1eadebb","","not-started","","folder","TRUE","FALSE","Level 1"
"d0e1ec2b-6b00-4e7d-96eb-fc897295d6c8","","not-started","","folder","TRUE","FALSE","Level 1","Type A"
"c183413e-952a-4d56-a0dc-fa270b179dfd","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 1","Type A","Balustrade"
"bdeac6cf-b8a2-4681-a739-c7c7bc379ea3","","not-started","","folder","TRUE","FALSE","Level 1","Type B"
"d13a1fcb-fd65-4427-944e-eb1bd210ef55","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 1","Type B","Balustrade"
"c9757aa4-4bd4-4558-942b-38cfcd641a22","","not-started","","folder","TRUE","FALSE","Level 1","Type C"
"df68f8ad-d974-4cd4-a9e5-fa728fe37c87","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 1","Type C","Northern Full height"
"67c38504-d758-4802-a7d3-a6aa9581296b","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 1","Type C","Balustrade"
"d302d5ac-e1e7-4a1b-b7aa-c1f1df75ed32","","not-started","","folder","TRUE","FALSE","Level 1","Type D"
"fab55304-1f75-45e7-91e8-0d6f98e51a66","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 1","Type D","Balustrade"
"957f97a0-d86d-41cc-b9c1-f98034ec9094","","not-started","","folder","TRUE","FALSE","Level 1","Type E"
"7959abc3-1e9d-4bbd-a527-cf041c3337bb","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 1","Type E","Balustrade"
"b59433f9-89ef-4b5a-bbdc-125c69ad861b","","not-started","","folder","TRUE","FALSE","Level 1","Type F"
"82604d83-acba-45c7-a89e-5cc942b890e4","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 1","Type F","Balustrade"
"42dc40a9-5872-4cfd-9ffc-2f51ed3e8b71","","not-started","","folder","TRUE","FALSE","Level 1","Type G"
"8926118e-b3b5-43b3-a578-9520139d2a05","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 1","Type G","Balustrade"
"17ce2f7a-cc2e-473d-b56b-b1225c75dde0","","not-started","","folder","TRUE","FALSE","Level 2"
"1611fe73-63ba-467d-8445-27083af304d3","","not-started","","folder","TRUE","FALSE","Level 2","Type A"
"d6940d38-5096-458a-bae0-4c618b63962a","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 2","Type A","Balustrade"
"df26020d-e22d-4ad4-9054-bec4aac40400","","not-started","","folder","TRUE","FALSE","Level 2","Type B"
"f73d6ce8-6a53-4d88-893b-bed45dfc842f","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 2","Type B","Balustrade"
"04286fc8-8ef3-4147-9a17-2b8624e89c28","","not-started","","folder","TRUE","FALSE","Level 2","Type C"
"2dcc15ec-55c2-4cc2-a7f8-b8588b148b50","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 2","Type C","Northern Full height"
"c02c9ee5-a2a3-4a9b-aaed-cc002254983b","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 2","Type C","Balustrade"
"6e788ff3-d6e1-434d-b149-0b3f4593fe63","","not-started","","folder","TRUE","FALSE","Level 2","Type D"
"4ac27e62-1856-42d5-90ea-792a2f94ba5a","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 2","Type D","Balustrade"
"d383614d-aa46-487b-acdc-44370ed44bb7","","not-started","","folder","TRUE","FALSE","Level 2","Type E"
"fca9f6fc-2d5d-4372-969a-c0a084dd81af","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 2","Type E","Balustrade"
"dcf2097f-eed9-4f79-95a1-ad66696fb03b","","not-started","","folder","TRUE","FALSE","Level 2","Type F"
"c43a308c-c6ea-4f02-9667-a8788363fe55","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 2","Type F","Balustrade"
"b8a11648-eee8-4e81-9d55-0885046677de","","not-started","","folder","TRUE","FALSE","Level 2","Type G"
"2135d2d5-ece3-4fea-ab9c-ecadef40ce9a","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 2","Type G","Balustrade"
"ae73a8ac-0749-4016-b20f-f2111b2ad4ae","","not-started","","folder","TRUE","FALSE","Level 3"
"3410b0a1-7814-42b8-8be5-f260a610a407","","not-started","","folder","TRUE","FALSE","Level 3","Type A"
"b1dbb38a-98ad-48e5-bf7e-fbf2c0fdac99","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 3","Type A","Balustrade"
"79a26e71-3912-47bc-aec3-2bb37f0f80b8","","not-started","","folder","TRUE","FALSE","Level 3","Type B"
"7265e917-8cc2-479c-a5eb-003ed0512ac7","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 3","Type B","Balustrade"
"a5bab641-a7e6-44d9-812a-c7d6bc735198","","not-started","","folder","TRUE","FALSE","Level 3","Type C"
"a701c88e-44ef-4423-bb6c-300f72f50442","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 3","Type C","Northern Full height"
"866aeb33-2afa-4d20-b2d5-261e374a857f","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 3","Type C","Balustrade"
"1092471e-b8ba-48ae-b7e3-fe10a9601f09","","not-started","","folder","TRUE","FALSE","Level 3","Type D"
"cdc70037-db13-423d-bfd9-c887927c9241","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 3","Type D","Balustrade"
"a3d40cf3-1cf0-4ac6-b0d4-dde59438a75b","","not-started","","folder","TRUE","FALSE","Level 3","Type E"
"3a16be90-172b-4864-87e9-4507433931c3","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 3","Type E","Balustrade"
"f41b7e6d-4d8b-4ab9-b1d2-f48bba5ccdcd","","not-started","","folder","TRUE","FALSE","Level 3","Type F"
"fdeabded-603e-46a1-a7c5-af779b83d30f","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 3","Type F","Balustrade"
"f078dd10-eefa-4675-a47a-4bc33b733e88","","not-started","","folder","TRUE","FALSE","Level 3","Type G"
"08d2057a-653e-4605-9b04-1f9159203767","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 3","Type G","Balustrade"
"2d8137c2-37b4-4c75-8b97-6ccf9196981f","","not-started","","folder","TRUE","FALSE","Level 4"
"9dd9af65-aa38-444b-a173-faa21ea69e9a","","not-started","","folder","TRUE","FALSE","Level 4","Type A"
"59d1ac11-0bba-4a88-a68b-8c42eddb96b8","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 4","Type A","Balustrade"
"f999ca0f-a8c2-4cab-b236-6d6e9eeeacaa","","not-started","","folder","TRUE","FALSE","Level 4","Type B"
"21296d61-401e-4182-bf9f-95447473b565","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 4","Type B","Balustrade"
"ef007f5e-23c9-4ea8-a21a-dabd719cb26c","","not-started","","folder","TRUE","FALSE","Level 4","Type C"
"97a79451-02a2-4637-8758-d7f00f7987a8","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 4","Type C","Northern Full height"
"3b882db8-7e82-407b-b09d-a05ec0e282ee","","not-started","QA - Ballustrades","checklist","FALSE","FALSE","Level 4","Type C","Balustrade"
