Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Level 1 - Front,,,,,
,Scope,,,Level 1,Front
,Rows,,,,
,,Level 1 - Front,dynamic,Level 1,Front
,Columns,,,,
,,Fixings drilled & chem-set,,Fixings drilled & chem-set,
,,Hardware installed per PS1,,Hardware installed per PS1,
,,Glass installed & plumbed per PS1,,Glass installed & plumbed per PS1,
,,Hand-rail / link-rail installed,,Hand-rail / link-rail installed,
,,Cover Caps and end caps Installed ,,Cover Caps and end caps Installed ,
,,Trade clean,,Trade clean,
,,,,,
Level 1 - Side,,,,,
,Scope,,,Level 1,Side
,Rows,,,,
,,Level 1 - Side,dynamic,Level 1,Side
,Columns,,,,
,,Fixings drilled & chem-set,,Fixings drilled & chem-set,
,,Hardware installed per PS1,,Hardware installed per PS1,
,,Glass installed & plumbed per PS1,,Glass installed & plumbed per PS1,
,,Hand-rail / link-rail installed,,Hand-rail / link-rail installed,
,,Cover Caps and end caps Installed ,,Cover Caps and end caps Installed ,
,,Trade clean,,Trade clean,
