Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Ground Floor - Apartment 1,,,,,
,Scope,,,Ground Floor,Apartment 1
,Rows,,,,
,,Ground Floor - Apartment 1,dynamic,Ground Floor,Apartment 1
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Ground Floor - Apartment 2,,,,,
,Scope,,,Ground Floor,Apartment 2
,Rows,,,,
,,Ground Floor - Apartment 2,dynamic,Ground Floor,Apartment 2
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Ground Floor - Apartment 3,,,,,
,Scope,,,Ground Floor,Apartment 3
,Rows,,,,
,,Ground Floor - Apartment 3,dynamic,Ground Floor,Apartment 3
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Ground Floor - Apartment 4,,,,,
,Scope,,,Ground Floor,Apartment 4
,Rows,,,,
,,Ground Floor - Apartment 4,dynamic,Ground Floor,Apartment 4
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Ground Floor - Apartment 5,,,,,
,Scope,,,Ground Floor,Apartment 5
,Rows,,,,
,,Ground Floor - Apartment 5,dynamic,Ground Floor,Apartment 5
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Ground Floor - Apartment 6,,,,,
,Scope,,,Ground Floor,Apartment 6
,Rows,,,,
,,Ground Floor - Apartment 6,dynamic,Ground Floor,Apartment 6
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Ground Floor - Apartment 7,,,,,
,Scope,,,Ground Floor,Apartment 7
,Rows,,,,
,,Ground Floor - Apartment 7,dynamic,Ground Floor,Apartment 7
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Ground Floor - Apartment 8,,,,,
,Scope,,,Ground Floor,Apartment 8
,Rows,,,,
,,Ground Floor - Apartment 8,dynamic,Ground Floor,Apartment 8
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 1 - Apartment 1,,,,,
,Scope,,,Level 1,Apartment 1
,Rows,,,,
,,Level 1 - Apartment 1,dynamic,Level 1,Apartment 1
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 1 - Apartment 2,,,,,
,Scope,,,Level 1,Apartment 2
,Rows,,,,
,,Level 1 - Apartment 2,dynamic,Level 1,Apartment 2
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 1 - Apartment 3,,,,,
,Scope,,,Level 1,Apartment 3
,Rows,,,,
,,Level 1 - Apartment 3,dynamic,Level 1,Apartment 3
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 1 - Apartment 4,,,,,
,Scope,,,Level 1,Apartment 4
,Rows,,,,
,,Level 1 - Apartment 4,dynamic,Level 1,Apartment 4
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 1 - Apartment 5,,,,,
,Scope,,,Level 1,Apartment 5
,Rows,,,,
,,Level 1 - Apartment 5,dynamic,Level 1,Apartment 5
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 1 - Apartment 6,,,,,
,Scope,,,Level 1,Apartment 6
,Rows,,,,
,,Level 1 - Apartment 6,dynamic,Level 1,Apartment 6
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 1 - Apartment 7,,,,,
,Scope,,,Level 1,Apartment 7
,Rows,,,,
,,Level 1 - Apartment 7,dynamic,Level 1,Apartment 7
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 1 - Apartment 8,,,,,
,Scope,,,Level 1,Apartment 8
,Rows,,,,
,,Level 1 - Apartment 8,dynamic,Level 1,Apartment 8
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 2 - Apartment 1,,,,,
,Scope,,,Level 2,Apartment 1
,Rows,,,,
,,Level 2 - Apartment 1,dynamic,Level 2,Apartment 1
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 2 - Apartment 2,,,,,
,Scope,,,Level 2,Apartment 2
,Rows,,,,
,,Level 2 - Apartment 2,dynamic,Level 2,Apartment 2
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 2 - Apartment 3,,,,,
,Scope,,,Level 2,Apartment 3
,Rows,,,,
,,Level 2 - Apartment 3,dynamic,Level 2,Apartment 3
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 2 - Apartment 4,,,,,
,Scope,,,Level 2,Apartment 4
,Rows,,,,
,,Level 2 - Apartment 4,dynamic,Level 2,Apartment 4
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 2 - Apartment 5,,,,,
,Scope,,,Level 2,Apartment 5
,Rows,,,,
,,Level 2 - Apartment 5,dynamic,Level 2,Apartment 5
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 2 - Apartment 6,,,,,
,Scope,,,Level 2,Apartment 6
,Rows,,,,
,,Level 2 - Apartment 6,dynamic,Level 2,Apartment 6
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 2 - Apartment 7,,,,,
,Scope,,,Level 2,Apartment 7
,Rows,,,,
,,Level 2 - Apartment 7,dynamic,Level 2,Apartment 7
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
,,,,,
Level 2 - Apartment 8,,,,,
,Scope,,,Level 2,Apartment 8
,Rows,,,,
,,Level 2 - Apartment 8,dynamic,Level 2,Apartment 8
,Columns,,,,
,,Frame prep,,Frame prep,
,,Glass installed correct way around,,Glass installed correct way around,
,,Beads installed,,Beads installed,
,,Wedge installed,,Wedge installed,
,,Trade clean,,Trade clean,
