resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Material Deliveries,,,,,,,,
,,step,,,Plant Hire,,,,,,,,
,,step,,,Delays,,,,,,,,
,,step,,,Site QA,,,,,,,,
,,step,,,,Civils / Ingrounds,,,,,,,
ITP-220 - In-Ground Works,,checklist,,,,,Project Wide In-Ground Works,,,,,,
,,step,,,,,High Voltage,,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #1.1,,,,,
ITP-220 - In-Ground Works,ITC-220.1 - In-Ground Works,folder-with-checklists,,,,,,Trench #1.2,,,,,
ITP-220 - In-Ground Works,ITC-220.1 - In-Ground Works,folder-with-checklists,,,,,,Trench #1.3,,,,,
ITP-220 - In-Ground Works,ITC-220.1 - In-Ground Works,folder-with-checklists,,,,,,Trench #1.4,,,,,
ITP-220 - In-Ground Works,ITC-220.1 - In-Ground Works,folder-with-checklists,,,,,,Trench #1.5,,,,,
ITP-220 - In-Ground Works,ITC-220.1 - In-Ground Works,folder-with-checklists,,,,,,Pits Installation,,,,,
,,step,,,,,Perimeter Lighting & CCTV,,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #2.1,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Pits Installation,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Camera Pole Bases,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Light Pole Bases,,,,,
,,step,,,,,"Perimeter Communications, Fire & IC",,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #3.1,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #3.2,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #3.3,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #3.4,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #3.5,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #3.6,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #3.7,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #3.8,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #3.9,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Pits Installation,,,,,
,,step,,,,,LV From Substation #1,,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #4.1.1,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #4.1.2,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #4.1.3,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #4.1.4,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Pits Installation,,,,,
,,step,,,,,LV From Substation #2,,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #4.2.1,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #4.2.2,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Pits Installation,,,,,
,,step,,,,,LV From Substation #3,,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #4.3.1,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #4.3.2,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #4.3.3,,,,,
,,step,,,,,Carpark,,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Trench #4.4,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Camera Pole Bases,,,,,
ITC-220.1 - In-Ground Works,,checklist,,,,,,Light Pole Bases,,,,,
