Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,,,,,,,,
5c52ff1f-0e4c-569b-8786-20247d558083,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.03,IU-B-04.03,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
d5e53d16-ecfa-5a48-b82b-acfc72238eba,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.04,IU-B-04.04,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
f03ba78c-86ea-5e68-994f-db196a22374e,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.05,IU-B-04.05,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
b4a7fecd-739c-58f6-ab80-e594b7b8b8f2,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.06,IU-B-04.06,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
33de5310-69db-5c0f-b312-c3a5d6c82fe5,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.07,IU-B-04.07,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
bbdaead8-a0f7-5f30-9354-502f089222be,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.08,IU-B-04.08,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
6da50f99-a2f0-5a60-b23e-8d5fb76fc05f,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.01,IU-B-05.01,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
edc41dd6-a8b6-5fa8-8bcc-e2c210336c11,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.02,IU-B-05.02,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
13e55418-6997-504e-811b-b935f893ff38,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.03,IU-B-05.03,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
91dde914-cb22-5208-8d48-1e0ac04a0f98,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.04,IU-B-05.04,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,,
c6829630-4cc3-5b6f-b925-1a9c64720396,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,ICT Room,IU-B-02.05,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,
3e69d260-6c04-5e88-894e-2ea2afe1e0fb,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,ICT Room,IU-B-02.06,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,
5bb984f1-ce78-51a9-a927-461fa0804bfd,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,Hobbies Lounge,IU-B-02.07,CRL-ITR-016 - DX Units,DX Units,Triple Evacuation procedure to be done.Final below 500 Microns,,,,,,,
b23a0bfb-1f10-57f5-a731-c88faa31110b,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Plantroom,OU-B-AHU-05.01,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,,
c1e5aa64-4f2d-5b64-8108-5755d7ff845c,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.01,IU-B-02.01,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
0f9d66d8-1f09-5cb2-a43a-a27e0d54f921,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.02,IU-B-02.02,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
2fdeb503-0c10-51a5-aaff-5cdc3ad8f3d5,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.03,IU-B-02.03,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
1d46e108-cf34-5521-bab7-c1316c1a2aa4,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.04,IU-B-02.04,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
18014e2f-7dde-529d-ba9a-8073939f77cf,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.01,IU-B-03.01,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
9214f507-c676-5940-8a64-667b4601f2e5,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.02,IU-B-03.02,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
2645a5a0-893c-5ba8-a3ba-08ead1a137c6,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.03,IU-B-03.03,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
8a7f29e0-1afe-5c5c-8ce3-7874f04ae1f2,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.04,IU-B-03.04,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
bdd80cc8-c0ab-5e2b-8eed-75f940abc600,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.05,IU-B-03.05,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
0337b488-1cf1-5597-97cc-9468d2f88710,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.06,IU-B-03.06,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
f46e2182-33b1-5b83-bc9c-76ed210781b3,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.07,IU-B-03.07,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
c589eb3c-f40f-51e3-83d1-f820b97429e7,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.08,IU-B-03.08,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
190e118e-40a5-59a6-8aa2-38f8507c23f2,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.01,IU-B-04.01,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
9ef0dfe1-70ea-57cd-9fcb-1aad5a2d52ce,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.02,IU-B-04.02,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
437b79f3-f78d-56f8-90c3-e9cd04f03072,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.03,IU-B-04.03,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
a6cd4877-9a4e-5a63-94c6-ecbe25eeb242,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.04,IU-B-04.04,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
02826471-ca01-5abd-b8ea-929944347be2,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.05,IU-B-04.05,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
4b626097-3e9c-5e8b-ae5f-f673056f5528,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.06,IU-B-04.06,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
671b14af-e907-5334-a789-8093cdfa76fa,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.07,IU-B-04.07,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
7cdcfe96-dd74-585e-82f2-4542525b8b38,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.08,IU-B-04.08,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
7dbbe27d-4aac-52ea-86db-974ed451adfa,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.01,IU-B-05.01,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
f12ac40c-ac3a-5189-b083-a3e5a1616316,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.02,IU-B-05.02,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
03de7cc9-8ef4-5d72-830e-c4b738c49501,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.03,IU-B-05.03,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
59af393e-81be-5a53-9acf-c7441b08341f,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.04,IU-B-05.04,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,,
979229f1-b4cd-5c74-817b-ac4c5f82c19e,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,ICT Room,IU-B-02.05,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,
e40701fe-ce59-5855-a876-bb901ee9e321,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,ICT Room,IU-B-02.06,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,
709b91ff-5f5c-5d85-9c81-516a53e423f0,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,Hobbies Lounge,IU-B-02.07,CRL-ITR-016 - DX Units,DX Units,Refrigeration (Scale) charge unit completed - According to Calculation for Pipe Size & Length,,,,,,,
0dc73532-4eec-59d5-b67c-8334f02e09ed,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Plantroom,OU-B-AHU-05.01,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,,
e6cef241-a00c-5b4d-944c-714d3a5b96b1,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.01,IU-B-02.01,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
d8280f4a-2359-5630-9d47-2d29d7d369ee,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.02,IU-B-02.02,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
b148c094-0f74-5651-a7e0-9832c6e88b40,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.03,IU-B-02.03,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
45c1bfa9-8b26-5279-bb2b-5dfcf3db3ca5,,checkpoint-status,pass,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.04,IU-B-02.04,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
83979681-b941-5f81-adac-79a12c473720,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.01,IU-B-03.01,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
42b1dab8-3146-5dee-8fc2-e22e665177cd,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.02,IU-B-03.02,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
6f7808e4-9e1e-5a60-ad15-7163558ba068,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.03,IU-B-03.03,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
c36f0a07-de2e-5ce2-a639-24a7088099b1,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.04,IU-B-03.04,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
8776997c-38c2-5fce-bf9b-992b53dc22f8,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.05,IU-B-03.05,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
2eb4bc9f-5be6-5da0-92aa-160b1b04815d,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.06,IU-B-03.06,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
5c36132b-d7c0-5261-88b7-180d22ad5221,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.07,IU-B-03.07,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
3bb9fdc0-73af-5fdd-b735-d17d196c3d5d,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.08,IU-B-03.08,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
be1bdf71-6c74-5137-9150-da3b1a8f49bf,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.01,IU-B-04.01,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
6ee69836-4f79-572a-8215-9f2dd1b87d22,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.02,IU-B-04.02,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
3326a508-29c7-5190-8350-b325d7f7ca3e,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.03,IU-B-04.03,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
541891f2-b611-53fc-882e-a11d7edaa625,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.04,IU-B-04.04,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
533ceca7-865a-5515-b596-c9392503ceb7,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.05,IU-B-04.05,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
36f81053-0e44-5eb6-9978-8efc9cb969cc,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.06,IU-B-04.06,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
be29e00f-29bd-5744-b902-124b3d6f9fb4,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.07,IU-B-04.07,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
f64d879b-9bea-500a-8275-f27f83b9fbf4,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.08,IU-B-04.08,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
37377e19-f7ee-5602-917d-c0f76d0a6827,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.01,IU-B-05.01,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
7f96c66a-3531-59e6-a84d-ed6899b907b3,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.02,IU-B-05.02,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
8d687d6f-ed55-502c-a0bf-c8d04086acf0,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.03,IU-B-05.03,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
af5b17c8-a501-50be-ae61-c3a82c8947f8,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.04,IU-B-05.04,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,,
133b3435-fc53-5e7e-a9f5-6c5340c90d4b,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,ICT Room,IU-B-02.05,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,
ae0992d3-fb08-5137-b030-29552e3023ce,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,ICT Room,IU-B-02.06,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,
c57fecd6-8fdd-501c-a507-66245e5f22bd,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,Hobbies Lounge,IU-B-02.07,CRL-ITR-016 - DX Units,DX Units,Insulation Complete for Piping and Condensate lines,,,,,,,
fbbb8fa8-52a8-5eb9-9e18-c73f3b50fa05,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Plantroom,OU-B-AHU-05.01,DX Units,Siesmic Bracing Installed,,,,,,,,,
3b9ab148-42c7-5a44-bf28-4204290e9ba2,,checkpoint-status,not-applicable,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.01,IU-B-02.01,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
b451b284-554d-5f0c-b3cd-40688c44cabc,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.02,IU-B-02.02,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
d404a498-89c0-5188-9951-1b98053a9c17,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.03,IU-B-02.03,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
cdfa58f0-7480-53da-a71a-0126b6f990c3,,checkpoint-status,not-applicable,,,TRUE,TRUE,Building B,Level 2,MD9533-DP-B-02-01,Apartment 02.04,IU-B-02.04,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
169124e8-952b-546a-acbb-df65be587fe9,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.01,IU-B-03.01,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
51eecb83-760f-5e7c-8826-d440b8dca810,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.02,IU-B-03.02,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
f848e764-48fa-51e5-b122-2b18360495f8,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.03,IU-B-03.03,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
cdee3899-e33a-5b62-88cd-70150fb5806e,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.04,IU-B-03.04,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
96f77469-c05c-5ed1-a530-35da703fc9ad,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.05,IU-B-03.05,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
366c12f8-9f37-5902-80b1-2e8c5323e1c2,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.06,IU-B-03.06,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
4242e3b6-8ca9-5f73-99d2-517a0853d628,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.07,IU-B-03.07,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
ae84b3b0-8e9d-507c-b44b-0e76c05fa114,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 3,MD9533-DP-B-03-01,Apartment 03.08,IU-B-03.08,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
7ab1abd3-570b-5fd3-ac1d-02bf0298cc5c,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.01,IU-B-04.01,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
e17ae537-4921-5bf2-8418-7d31da4f7a89,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.02,IU-B-04.02,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
d5827dd7-1b35-56d1-87a6-6aca1a1a0db5,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.03,IU-B-04.03,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
348ca61b-c4f8-5993-9f45-80215824d46f,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.04,IU-B-04.04,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
7d29915e-a355-51ea-8531-bc581addaf29,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.05,IU-B-04.05,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
cad295db-29dc-5692-a140-9c1d6636089d,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.06,IU-B-04.06,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
7a27f299-76d2-51f4-97e9-74bbee668b17,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.07,IU-B-04.07,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
c4569471-96f4-543b-8614-27fa1cdcf2ab,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 4,MD9533-DP-B-04-01,Apartment 04.08,IU-B-04.08,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
78bff185-0109-5cf7-86fb-082741c3f35b,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.01,IU-B-05.01,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
620ecb6e-85ca-5ad3-b1ad-fca4c738f192,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.02,IU-B-05.02,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
9c2cc882-31fc-52dd-bfba-1957a1eca6f2,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.03,IU-B-05.03,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
67e61d8a-c1b4-5bc3-b6a8-4ae4b88f6351,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 5,MD9533-DP-B-05-01,Apartment 05.04,IU-B-05.04,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,,
48256388-28ef-5d6b-a2b6-a6f7d3cbb84d,,checkpoint-status,not-started,,,TRUE,TRUE,Building B,Level 2 - Workshop,MD9533-DP-B-02-02,LB2 North East Zone,ICT Room,IU-B-02.05,CRL-ITR-016 - DX Units,DX Units,Siesmic Bracing Installed,,,,,,,
