type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Seismic Joint Checklist,,,,,,,
section,Details,,,,,,,
checkpoint,"Substrate is clean, dry and ready to start",,,,,,,
checkpoint,Record product batch numbers,,,,,,,
checkpoint,Apply seismic epoxy to the vertical joints,,,,,,,
checkpoint,Install seismic foam to the vertical joints,,,,,,,
checkpoint,Apply seismic sealant to seal the butt joints connection,,,,,,,
checkpoint,Apply corner beads of sealant,,,,,,,
checkpoint,Installed correctly and as per drawings/specification,,,,,,,
checkpoint,Work area is left clean & tidy,,,,,,,
