Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Stage 5 - B03 Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Level G - Ground - Area A,dynamic,Area A,Level G - Ground,Fit-out,Stage 5 - B03
,,Level G - Ground - Area B,dynamic,Area B,Level G - Ground,Fit-out,Stage 5 - B03
,,Level 1 - Ground - Area A,dynamic,Area A,Level 1,Fit-out,Stage 5 - B03
,,Level 1 - Ground - Area B,dynamic,Area B,Level 1,Fit-out,Stage 5 - B03
,,Level 2 - Ground - Area A,dynamic,Area A,Level 2,Fit-out,Stage 5 - B03
,,Level 2 - Ground - Area B,dynamic,Area B,Level 2,Fit-out,Stage 5 - B03
,Columns,,,,,,
,,Splashback,,Splashback,,,
,,Mirror ,,Mirror ,,,
