type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,First Fix - Common Areas,,,,,,
checkpoint,Nogs Marked,,,,,,
checkpoint,Nogs Installed,,,,,,
checkpoint,Power Loops Run,,,,,,
checkpoint,Power Feeds Run,,,,,,
checkpoint,Lighting Loops Run,,,,,,
checkpoint,Lighting Feeds Run,,,,,,
checkpoint,Dali Circuits ,,,,,,
checkpoint,Sensors Run,,,,,,
checkpoint,Pipes Bonded,,,,,,
checkpoint,Submain DB,,,,,,
checkpoint,Tray Installed,,,,,,
checkpoint,Tray Bonded,,,,,,
checkpoint,Emergency Lighting Feeds Run,,,,,,
checkpoint,Lights Marked on Floor,,,,,,
checkpoint,Lights Lasered for Clashes,,,,,,
checkpoint,Ceiling Nogs Marked,,,,,,
,,,,,,,
checklist-flat,First Fix - Care Suites,,,,,,
checkpoint,Nogs Marked,,,,,,
checkpoint,Nogs Installed,,,,,,
checkpoint,Power Loops Run,,,,,,
checkpoint,Power Feeds Run,,,,,,
checkpoint,Lighting Loops Run,,,,,,
checkpoint,Lighting Feeds Run,,,,,,
checkpoint,Feeds for Pod Run,,,,,,
checkpoint,Night Light Run,,,,,,
checkpoint,Flush Boxes Installed,,,,,,
checkpoint,Nurse Call Relay Cables Run,,,,,,
checkpoint,Lights Marked on Floor,,,,,,
checkpoint,Lights Lasered for Clashes,,,,,,
,,,,,,,
checklist-flat,First Fix - Memory,,,,,,
checkpoint,Nogs Marked,,,,,,
checkpoint,Nogs Installed,,,,,,
checkpoint,Power Loops Run,,,,,,
checkpoint,Power Feeds Run,,,,,,
checkpoint,Lighting Loops Run,,,,,,
checkpoint,Lighting Feeds Run,,,,,,
checkpoint,Feeds for Pod Run,,,,,,
checkpoint,Night Light Run,,,,,,
checkpoint,Flush Boxes Installed,,,,,,
checkpoint,Nurse Call Relay Cables Run,,,,,,
checkpoint,Lights Marked on Floor,,,,,,
checkpoint,Lights Lasered for Clashes,,,,,,
,,,,,,,
checklist-flat,Second Fix - Common Areas,,,,,,
checkpoint,Lights Cut Out,,,,,,
checkpoint,Light Fitted Off,,,,,,
checkpoint,Power Cut Out,,,,,,
checkpoint,Power Fitted Off,,,,,,
checkpoint,Dali Sensors Fitted Off,,,,,,
checkpoint,Emergencies and Exits,,,,,,
checkpoint,DB Installed,,,,,,
checkpoint,Tested and Commissioned,,,,,,
,,,,,,,
checklist-flat,Second Fix - Care Suites,,,,,,
checkpoint,Power Outlets Fitted Off,,,,,,
checkpoint,Light Switches Fitted Off ,,,,,,
checkpoint,Downlights Cut Out,,,,,,
checkpoint,Downlights Installed,,,,,,
checkpoint,Night Light Installed,,,,,,
checkpoint,Nurse Call Relay Installed,,,,,,
checkpoint,Tested And Commissioned,,,,,,
,,,,,,,
checklist-flat,Second Fix - Memory,,,,,,
checkpoint,Power Outlets Fitted Off,,,,,,
checkpoint,Light Switches Fitted Off ,,,,,,
checkpoint,Downlights Cut Out,,,,,,
checkpoint,Downlights Installed,,,,,,
checkpoint,Night Light Installed,,,,,,
checkpoint,Nurse Call Relay Installed,,,,,,
checkpoint,Tested And Commissioned,,,,,,
,,,,,,,
checklist-flat,First Fix - Exterior,,,,,,
checkpoint,Mains Ducts Installed,,,,,,
checkpoint,Lighting Ducts Installed,,,,,,
checkpoint,Power Ducts Installed,,,,,,
checkpoint,Cables Run For Bollards,,,,,,
checkpoint,Mains Run in Ducts,,,,,,
checkpoint,Data Ducts Installed ,,,,,,
checkpoint,Draw Tape Installed,,,,,,
,,,,,,,
checklist-flat,Second Fix - Exterior,,,,,,
checkpoint,Pads made for Bollards,,,,,,
checkpoint,Bollards Installed,,,,,,
checkpoint,Tested and Commissioned,,,,,,
