type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,SYS - Temp Add,,,,,,SYS - Temp Add
checkpoint,Photo of each serial number/ model number of Apartment A/C unit,,,,,,
checkpoint,PVC Duct Connected to Façade and sealed,,,,,,
