Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6
ef1beeeb-18ec-420b-8a60-22b0e9657fa5,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Ground,G.01,,
b0e74a3f-0d3e-4090-93ed-bc7fa5a9a237,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Ground,G.02,,
e4e2231a-47c3-4077-b6fd-f7fed4bdf270,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Ground,G.03,,
b13791fd-d181-4ed5-8515-72ba95c76cef,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Ground,G.05,,
e795ea64-63ac-413c-89e8-7811fa2c3722,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Ground,G.06,,
5c66305b-deae-4c0c-97f7-089cacd04eaa,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Ground,G.07,,
dafd3bad-a172-4185-938c-92665bc5bc05,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 1,101,,
81b18014-96a7-4731-98ac-5932df491b4d,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 1,102,,
ff92adfd-419b-4b11-9671-23764d83fa3b,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 1,103,,
96203521-fcc3-4251-9883-8552eaff5268,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 1,104,,
d9ca9a59-af1f-4741-99cc-0808898e91e5,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 1,105,,
dd79dcc7-4108-4905-b6ba-063d519f5d50,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 1,106,,
79f30730-13a3-49d3-bf13-fe1b72899c0a,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 1,107,,
416ee961-3e27-4f7d-af7c-a5411f422838,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 1,108,,
a7c35379-338f-4f3a-a5a2-fc4f4e8953fe,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 1,109,,
784fdadf-7184-435d-86d6-f8e34b88e628,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 1,110,,
3ccbb45b-8943-4615-be83-8941b8dd59c9,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 1,111,,
4fe13f90-fe0d-4abb-9cdf-81500c0ac8e2,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 1,112,,
780e5200-56e0-4f91-8ef0-029806ed5c4c,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 1,113,,
3c0c29d1-17b6-45ee-9b9b-f327206573e9,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 1,114,,
06b68f42-ac88-4f00-aff2-e0f5366f1391,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,201,,
ba3ff60a-79e2-4fe8-921d-ba04bed9b006,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,202,,
ba40fda9-520f-4e5f-ae24-50f4b0c3bd1c,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,203,,
9d26b9aa-02b9-4687-bd4a-f7c7d4355d2a,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,204,,
83eb052e-36c0-4ae2-85fd-33922895e8c0,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,205,,
4443d1a7-0e5d-490e-b2a2-b60c433dfe4b,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,206,,
6059c752-424f-47f5-9477-07c4fc73becf,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,207,,
a84bbecc-dc33-4d93-ab70-26b99d52b89e,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,208,,
372f898e-dfef-4d36-ac3e-fe94bc0da727,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,209,,
bc24bcbb-ad8d-48c8-ad2a-6af45646c263,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,210,,
91d7a734-027c-4157-8399-72206345f6a5,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,211,,
3b3b17bd-bffd-49f5-a53f-c8283c3169ba,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,212,,
8b352058-ee2b-4e1f-a633-33957ed4d6b4,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,213,,
396368bb-5ddc-49a7-96a8-704d9764625c,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,214,,
32afaf6a-d4ec-41fc-bbb5-fe4f34b1812c,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,215,,
7c76a474-413b-45da-97b0-de41290976d6,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,216,,
6169804d-f7e2-4084-8ff3-031cb2f427c2,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 2,217,,
e189cfe6-062b-4d9b-8311-c17c3f853f9f,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,301,,
e55b80c0-7b4f-4201-91e4-733a16c8d4e1,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,302,,
965f6046-2e29-41f0-9ace-750d449407d3,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,303,,
72176276-04e0-43e5-84bb-bb5b6f1358af,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,304,,
0449317b-4cee-40ef-a6db-72987f6302fc,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,305,,
60e49b55-feff-4d0c-b4b0-31c87d26a027,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,306,,
3159d37b-3520-4fda-a73b-fb5b840aaa18,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,307,,
96fab630-8f12-48eb-80cb-114b99e17ce9,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,308,,
07852dbb-7e8e-4a81-b317-8fcb54fe59f9,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,309,,
67b0883d-7722-4dbc-a2a2-a0a96b0c7d7e,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,310,,
b11082f2-1d10-48a5-a766-6adeb587e2ce,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,311,,
1694b0eb-210e-4d38-a2aa-b3bf0e4dec6b,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,312,,
78638ac2-cfae-4bdf-a122-5310eb28bcbe,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,313,,
7555f122-e762-40e7-8440-2f0d002ed75f,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,314,,
7c2da652-3998-4e75-8d43-ead0e1747919,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,315,,
dfa437a2-c3d4-44b2-8341-3d8b18031419,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,316,,
b86a94e6-440b-42c7-b6e4-8ecb85e05e35,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 3,317,,
5dd83ffa-fa9f-4c36-b2fe-9d7000d2246c,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 4,401,,
a7173421-61d7-4732-891a-5292dba14b9b,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 4,402,,
dfa24050-2bef-4934-bdc5-eee4e9420c9d,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 4,403,,
20b0d06b-54a3-4d05-8661-bc9794d86ba5,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 4,404,,
6a252005-11ee-46e7-af54-85cb897e259b,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 4,405,,
dea4a804-5167-4a74-91ac-1c2744a559a5,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 4,406,,
daf677c2-8cd2-423f-83ce-581e54ca007b,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 4,407,,
314327a9-1ea6-45c2-a35f-7683c5ea8129,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 4,408,,
adda78fd-d8d8-4bc4-a0d4-50114810dbad,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 4,409,,
fd57f919-5b95-4521-8187-91a7a1f7e47a,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 4,410,,
25f76592-9cc8-43ff-b264-5b08620b4585,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 4,411,,
70bdf67e-01c9-4e4a-9412-f4b5cc4deacb,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 4,412,,
8dc02bbd-50b5-48e4-9403-99078d987e8f,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 4,413,,
31fdd8b6-24c1-45f1-8447-7d0ff49c0b25,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 4,414,,
a134d32e-d6e8-42c7-8cb2-ed1fe7c2c2a6,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 5,501,,
a2134370-574a-49b4-b335-a54b2e7ae668,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 5,502,,
0de1ddfa-297a-43fc-be01-f5fd0aead718,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 5,503,,
16bea17a-ff23-4d10-b75d-08202a9bb4b5,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 5,504,,
709da3ce-fa26-4ab4-a9f4-7432a3879833,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 5,505,,
4bc5a5b5-a3d2-4a41-bd55-611a38118620,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 5,506,,
d43576ba-918e-4fb7-8934-f74eb1c79333,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 5,507,,
6b952ad1-92f7-4e80-b813-822507875a95,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 5,508,,
edd037c9-b3e7-40e8-ab93-0dad57143658,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 5,509,,
a3c3ed52-8048-4ac1-a28c-a8787e82929e,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 5,510,,
6ac2f1de-c30f-4084-89fd-682c5cc2e3f3,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 5,511,,
b77046f4-af99-44d7-9e52-3397e4968b0b,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 5,512,,
c3be0a23-73dc-4c5f-8ea6-4343714a368b,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 5,513,,
8962fdf1-19cc-44c4-8d5a-651b430d9a5b,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 5,514,,
e06abc4f-acf2-49f8-8bf6-25a9e3e9fcc4,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 6,601,,
0778f401-ddc5-4e6d-b473-cbca82dccf84,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 6,602,,
9dd7945d-bcad-42e3-9e31-1d1686dc7eae,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 6,603,,
ec971857-01e4-46e7-a6bc-391adfe57b06,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 6,604,,
6a0f8988-d0d9-45ff-9316-61898e91c1d8,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 6,605,,
6e6f7ca8-f73a-47ed-aaac-9b3882a00aea,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 6,606,,
48ee6775-579b-4418-8bca-f662a8c43c58,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 6,607,,
82135b0d-ee50-4064-a3ed-3673eee5a883,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 6,608,,
0f84ca0b-b822-41b2-a278-8ad75aed3165,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 6,609,,
35f95815-07c0-4731-bd73-f814513b7106,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 6,610,,
f7d7cfda-caca-480d-8b70-ca26e3d67575,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 6,611,,
3505a060-053e-41f6-ab37-e68a6eab4675,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 6,612,,
aa7a1a2e-85e3-4dac-9e6d-456b81ccb7fd,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 6,613,,
c00a9575-7bc6-4fd9-97d2-e166c73633d2,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 6,614,,
26b6f8fd-eec6-4003-90c2-1b3b20ca9f7f,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 7,701,,
6d526934-1395-4235-9f31-5c9c8495ca1d,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 7,702,,
c406c405-1416-46c5-83c2-0180d98db5d8,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 7,703,,
8739e1a4-6b1c-43cd-b084-b6b7485c5524,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 7,704,,
cab80998-ec8d-4874-9f91-b74c512132af,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 7,705,,
2a78400a-947b-44ce-8222-fb0e623d3e07,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 7,706,,
60d354aa-86b5-4edc-93c3-7e56bf48b4a9,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 7,707,,
4b51a30e-fa1e-4878-8a19-0c67bdff3fad,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 7,708,,
fa8d0027-8236-4e4d-bad7-d7ab72243b11,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 7,709,,
bb0eb02a-2f55-4b8d-97da-4b13e847a1aa,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 7,710,,
ae52603e-753b-4a58-9552-708df92a719c,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 7,711,,
600e56d6-0074-4154-9200-7290bfba2e8b,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 7,712,,
35758d5e-d181-46a3-87d5-4a2a358cfdf8,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 7,713,,
b5744b72-85c4-4dcf-8101-f77d059f66a4,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 8,801,,
c6537dbf-d922-4121-9dfa-3bc9a145438c,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 8,802,,
c4b75883-18d6-45a7-b180-4e88b6e341fa,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 8,803,,
77d661b4-d9c2-4564-b580-8c94ea7ec0a5,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 8,804,,
166fddf7-5edf-43d7-ad7e-08ee32029e4b,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 8,805,,
2511e789-b351-4912-846b-6463d58cad87,,checklist-flat,not-started,Apartments - Rough In Checklist,checklist-flat,FALSE,FALSE,Site QA,Rough In,Level 8,806,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
