Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,
f130f411-7059-59a1-8d4a-e579a7cb206d,,checkpoint-status,not-started,Photos Checklist:b142ab69-3131-4bb7-85c6-76a0b942a42d,,TRUE,TRUE,Lightning Protection and Earthing,Grid 104,VV,Photos,Photos
33df45e1-db92-4613-8cf6-cd620b736c7f,,checklist-flat,not-started,Earth Pit Checklist,checklist-flat,FALSE,FALSE,Lightning Protection and Earthing,Grid 104,VV,Earth Pit,
c32ff514-bb3c-51c0-b9b6-cf66f852f979,,checkpoint-status,not-started,Earth Pit Checklist:bea09e05-6f30-467d-a30c-77d17ab3212e,,TRUE,TRUE,Lightning Protection and Earthing,Grid 104,VV,Earth Pit,Earth Pit Installed
87601839-8bc3-57f3-ae31-f47c7460c981,,checkpoint-status,not-started,Earth Pit Checklist:8bb2e4f8-8ed3-4af5-86cb-3fcbc9a3ebad,,TRUE,TRUE,Lightning Protection and Earthing,Grid 104,VV,Earth Pit,Terminal Plate Cast Into top of pile cap
9f23523b-8c10-4363-81d0-6091ef343325,,folder-normal,not-started,,step,TRUE,FALSE,Lightning Protection and Earthing,Grid 104,UUB,,
ca57be66-8923-4789-bf9b-3002fa5b9758,,checklist-flat,not-started,Photos Checklist,checklist-flat,FALSE,FALSE,Lightning Protection and Earthing,Grid 104,UUB,Photos,
d7d321b5-a8c4-546a-9885-2b83eb26448d,,checkpoint-status,not-started,Photos Checklist:b142ab69-3131-4bb7-85c6-76a0b942a42d,,TRUE,TRUE,Lightning Protection and Earthing,Grid 104,UUB,Photos,Photos
17165393-2854-403f-99b5-8a34eb34ebaa,,checklist-flat,not-started,Earth Pit Checklist,checklist-flat,FALSE,FALSE,Lightning Protection and Earthing,Grid 104,UUB,Earth Pit,
94ddf8ac-1f11-5223-8c53-caf7120b586e,,checkpoint-status,not-started,Earth Pit Checklist:bea09e05-6f30-467d-a30c-77d17ab3212e,,TRUE,TRUE,Lightning Protection and Earthing,Grid 104,UUB,Earth Pit,Earth Pit Installed
da44280a-98f6-5a60-8b42-7c9bb732df32,,checkpoint-status,not-started,Earth Pit Checklist:8bb2e4f8-8ed3-4af5-86cb-3fcbc9a3ebad,,TRUE,TRUE,Lightning Protection and Earthing,Grid 104,UUB,Earth Pit,Terminal Plate Cast Into top of pile cap
e31d9904-e15f-4d35-a33a-5f6d4bcab6f0,,folder-normal,not-started,,step,TRUE,FALSE,Lightning Protection and Earthing,Grid 104/105,,,
cbcad794-ba39-4242-8159-9734af60493d,,folder-normal,not-started,,step,TRUE,FALSE,Lightning Protection and Earthing,Grid 104/105,XX,,
26243eae-0bad-4f80-b2f0-28727a4d0434,,checklist-flat,not-started,Photos Checklist,checklist-flat,FALSE,FALSE,Lightning Protection and Earthing,Grid 104/105,XX,Photos,
3d3c2f5e-d424-52f1-a769-29398dd5a659,,checkpoint-status,not-started,Photos Checklist:b142ab69-3131-4bb7-85c6-76a0b942a42d,,TRUE,TRUE,Lightning Protection and Earthing,Grid 104/105,XX,Photos,Photos
2f698c71-0ca2-4ae7-a007-a7b6ce1bb3b9,,checklist-flat,not-started,Earth Pit Checklist,checklist-flat,FALSE,FALSE,Lightning Protection and Earthing,Grid 104/105,XX,Earth Pit,
b8da576b-6cbd-586c-b67e-adb2acf0bb42,,checkpoint-status,not-started,Earth Pit Checklist:bea09e05-6f30-467d-a30c-77d17ab3212e,,TRUE,TRUE,Lightning Protection and Earthing,Grid 104/105,XX,Earth Pit,Earth Pit Installed
d19e2ee3-3416-5a73-bc63-bf4a8a332d6a,,checkpoint-status,not-started,Earth Pit Checklist:8bb2e4f8-8ed3-4af5-86cb-3fcbc9a3ebad,,TRUE,TRUE,Lightning Protection and Earthing,Grid 104/105,XX,Earth Pit,Terminal Plate Cast Into top of pile cap
1e4aebf8-f0c9-4d04-ae2b-202437b314ec,,folder-normal,not-started,,step,TRUE,FALSE,Lightning Protection and Earthing,Grid 105/106,,,
da521f1f-fdfe-48b3-92ba-89d1949a19de,,folder-normal,not-started,,step,TRUE,FALSE,Lightning Protection and Earthing,Grid 105/106,XX,,
8191e9c3-7b2f-434b-8267-a0d9ab16f902,,checklist-flat,not-started,Photos Checklist,checklist-flat,FALSE,FALSE,Lightning Protection and Earthing,Grid 105/106,XX,Photos,
a7eed944-e2e7-539a-aac0-b33e3b591b9e,,checkpoint-status,not-started,Photos Checklist:b142ab69-3131-4bb7-85c6-76a0b942a42d,,TRUE,TRUE,Lightning Protection and Earthing,Grid 105/106,XX,Photos,Photos
6e4b144a-c67c-4888-bcca-4c586377c769,,checklist-flat,not-started,Wricon Terminal Plate Checklist,checklist-flat,FALSE,FALSE,Lightning Protection and Earthing,Grid 105/106,XX,Wricon Terminal Plates,
8e1e9df3-12c9-5b83-ac78-58defaeaa0f5,,checkpoint-status,not-started,Wricon Terminal Plate Checklist:3508dd01-ba96-4c9b-8ce8-2d9537874fde,,TRUE,TRUE,Lightning Protection and Earthing,Grid 105/106,XX,Wricon Terminal Plates,Wricon Welded to Column
1d761891-9084-5791-8d93-e0b369052647,,checkpoint-status,not-started,Wricon Terminal Plate Checklist:878b992e-0ff4-4974-aac5-3c584873f481,,TRUE,TRUE,Lightning Protection and Earthing,Grid 105/106,XX,Wricon Terminal Plates,Terminal Plates Cast into face of columns
3ba0847b-fb9b-432e-b39b-6d7169fdc2f8,,folder-normal,not-started,,step,TRUE,FALSE,Lightning Protection and Earthing,Grid 105/106,WW,,
6cb5988d-666f-4075-b2f3-7940ff6f09c2,,checklist-flat,not-started,Photos Checklist,checklist-flat,FALSE,FALSE,Lightning Protection and Earthing,Grid 105/106,WW,Photos,
d5b5ee7f-fb36-525a-87bc-74417573d63f,,checkpoint-status,not-started,Photos Checklist:b142ab69-3131-4bb7-85c6-76a0b942a42d,,TRUE,TRUE,Lightning Protection and Earthing,Grid 105/106,WW,Photos,Photos
bc83f065-adac-47f8-b0bf-e699e3f64dca,,checklist-flat,not-started,Wricon Terminal Plate Checklist,checklist-flat,FALSE,FALSE,Lightning Protection and Earthing,Grid 105/106,WW,Wricon Terminal Plates,
e92ec1e7-8081-546a-8169-af93af5b0445,,checkpoint-status,not-started,Wricon Terminal Plate Checklist:3508dd01-ba96-4c9b-8ce8-2d9537874fde,,TRUE,TRUE,Lightning Protection and Earthing,Grid 105/106,WW,Wricon Terminal Plates,Wricon Welded to Column
9c533134-edf2-554e-bd9e-f00a0de072e0,,checkpoint-status,not-started,Wricon Terminal Plate Checklist:878b992e-0ff4-4974-aac5-3c584873f481,,TRUE,TRUE,Lightning Protection and Earthing,Grid 105/106,WW,Wricon Terminal Plates,Terminal Plates Cast into face of columns
3c205f7a-ac55-4ce9-b280-401170e5df84,,folder-normal,not-started,,step,TRUE,FALSE,Lightning Protection and Earthing,Grid 105/106,VV,,
03fded8c-c090-44d9-959f-6fb673592ab2,,checklist-flat,not-started,Photos Checklist,checklist-flat,FALSE,FALSE,Lightning Protection and Earthing,Grid 105/106,VV,Photos,
d105152f-1bce-5386-beb8-72b483218cd9,,checkpoint-status,not-started,Photos Checklist:b142ab69-3131-4bb7-85c6-76a0b942a42d,,TRUE,TRUE,Lightning Protection and Earthing,Grid 105/106,VV,Photos,Photos
72673d44-ee53-4a26-9aac-0dc6371a239b,,checklist-flat,not-started,Wricon Terminal Plate Checklist,checklist-flat,FALSE,FALSE,Lightning Protection and Earthing,Grid 105/106,VV,Wricon Terminal Plates,
63dc78a4-844d-560a-9316-f0301224939e,,checkpoint-status,not-started,Wricon Terminal Plate Checklist:3508dd01-ba96-4c9b-8ce8-2d9537874fde,,TRUE,TRUE,Lightning Protection and Earthing,Grid 105/106,VV,Wricon Terminal Plates,Wricon Welded to Column
7128c622-4baa-56dd-8a66-189d1eed6aa2,,checkpoint-status,not-started,Wricon Terminal Plate Checklist:878b992e-0ff4-4974-aac5-3c584873f481,,TRUE,TRUE,Lightning Protection and Earthing,Grid 105/106,VV,Wricon Terminal Plates,Terminal Plates Cast into face of columns
b6fec671-91ff-4e35-8e97-fc46b09f3de2,,folder-normal,not-started,,step,TRUE,FALSE,Lightning Protection and Earthing,Grid 105/106,UUB,,
684d1617-5df4-4b79-82c8-538bcaf39b42,,checklist-flat,not-started,Photos Checklist,checklist-flat,FALSE,FALSE,Lightning Protection and Earthing,Grid 105/106,UUB,Photos,
354c1670-9a8a-5400-a76d-5216c5b5b395,,checkpoint-status,not-started,Photos Checklist:b142ab69-3131-4bb7-85c6-76a0b942a42d,,TRUE,TRUE,Lightning Protection and Earthing,Grid 105/106,UUB,Photos,Photos
b1666475-7cab-4065-a802-860d2470a327,,checklist-flat,not-started,Wricon Terminal Plate Checklist,checklist-flat,FALSE,FALSE,Lightning Protection and Earthing,Grid 105/106,UUB,Wricon Terminal Plates,
796ea7cd-f451-5db8-8a8f-17c9df31419d,,checkpoint-status,not-started,Wricon Terminal Plate Checklist:3508dd01-ba96-4c9b-8ce8-2d9537874fde,,TRUE,TRUE,Lightning Protection and Earthing,Grid 105/106,UUB,Wricon Terminal Plates,Wricon Welded to Column
54c09edd-653a-5cd9-8145-30790162b7d3,,checkpoint-status,not-started,Wricon Terminal Plate Checklist:878b992e-0ff4-4974-aac5-3c584873f481,,TRUE,TRUE,Lightning Protection and Earthing,Grid 105/106,UUB,Wricon Terminal Plates,Terminal Plates Cast into face of columns
743cde94-d0e1-4484-ac5e-b5d049a3c2a4,,checklist-flat,not-started,Test Sheet Checklist,checklist-flat,FALSE,FALSE,Lightning Protection and Earthing,Test Sheets (Lightning Protection),,,
fa1cdd6f-5612-52ce-b9e3-66afca02d185,,checkpoint-status,not-started,Test Sheet Checklist:3ddfb8e9-2385-460e-92b2-4a47ec92fd29,,TRUE,TRUE,Lightning Protection and Earthing,Test Sheets (Lightning Protection),Ductor Testing Completed,,
33d33542-c1cb-5b0b-b34c-065d84296392,,checkpoint-status,not-started,Test Sheet Checklist:18fa8b4b-a99b-4ffd-9ac6-b6cda67e0c34,,TRUE,TRUE,Lightning Protection and Earthing,Test Sheets (Lightning Protection),Earth Resistance and Continuity Testing Completed,,
e1b5c878-82d2-4d26-b362-d3ca0498b19b,,folder-normal,work-in-progress,,step,TRUE,FALSE,Generator Cable Upgrade,,,,
fc3b1f34-d172-49ab-91cd-348d7a575bbb,,folder-normal,work-in-progress,,step,TRUE,FALSE,Generator Cable Upgrade,Cable Installation,,,
af850ca1-8707-415d-84d3-651126464ac4,,checklist-flat,work-in-progress,Photos Checklist,checklist-flat,FALSE,FALSE,Generator Cable Upgrade,Cable Installation,Photos,,
6120b19d-b47e-5fb9-9309-0b62b6af8ca0,,checkpoint-status,work-in-progress,Photos Checklist:b142ab69-3131-4bb7-85c6-76a0b942a42d,,TRUE,TRUE,Generator Cable Upgrade,Cable Installation,Photos,Photos,
4b84e4cb-fbea-4452-93a9-bd392ec21458,,folder-normal,pass,,step,TRUE,FALSE,Generator Cable Upgrade,Cable Termination,,,
cc992480-6ab7-417c-9ba7-6e7873937c61,,checklist-flat,pass,Photos Checklist,checklist-flat,FALSE,FALSE,Generator Cable Upgrade,Cable Termination,Photos,,
54cde2bc-0d6a-5676-b5b1-6fdf421aacff,,checkpoint-status,pass,Photos Checklist:b142ab69-3131-4bb7-85c6-76a0b942a42d,,TRUE,TRUE,Generator Cable Upgrade,Cable Termination,Photos,Photos,
8a7f0460-4ff6-4798-b2e2-8d61dfb9d4bc,,checklist-flat,pass,Test Sheet Checklist (Generator),checklist-flat,FALSE,FALSE,Generator Cable Upgrade,Cable Termination,Test Sheets (Generator),,
c2a6174a-9745-5aa9-8136-64e68970fc38,,checkpoint-status,pass,Test Sheet Checklist (Generator):d329cee9-36b3-4a37-b5c2-b49c74036ef5,,TRUE,TRUE,Generator Cable Upgrade,Cable Termination,Test Sheets (Generator),3 Phase Submain Cable Testing Completed,
f120909e-37b9-54b6-8c52-219afe1ca179,,checkpoint-status,pass,Test Sheet Checklist (Generator):0c780b05-8cd0-4d93-9ce4-14ece0ef1e4e,,TRUE,TRUE,Generator Cable Upgrade,Cable Termination,Test Sheets (Generator),Earth Loop Impedance Completed,
10479a25-d13e-5fe5-98de-e24740d52cc9,,checkpoint-status,pass,Test Sheet Checklist (Generator):e5be6fd1-42bc-46e2-a8e8-b2e912e92a38,,TRUE,TRUE,Generator Cable Upgrade,Cable Termination,Test Sheets (Generator),Thermal Imaging Completed,
40357290-8d85-5a15-9af7-a404e1646117,,checkpoint-status,pass,Test Sheet Checklist (Generator):87201ea6-6194-49cb-aa57-6306563e8dfb,,TRUE,TRUE,Generator Cable Upgrade,Cable Termination,Test Sheets (Generator),Secondary Injection Testing Completed,
5841f498-42a7-4a76-a367-8d5166757cd5,,folder-normal,no-status-not-started,,step,TRUE,FALSE,Generator Cable Upgrade,Cable Termination,C.O.C,,
