Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Plastering & Internal Hebel Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Level 1,grouping,Level 1,
,,Corridor,,Corridor,Level 1
,,U101,,U101,Level 1
,,U102,,U102,Level 1
,,U103,,U103,Level 1
,,U104,,U104,Level 1
,,U105,,U105,Level 1
,,U106,,U106,Level 1
,,U107,,U107,Level 1
,,U108,,U108,Level 1
,,U109,,U109,Level 1
,,U110,,U110,Level 1
,,U111,,U111,Level 1
,,U112,,U112,Level 1
,,U113,,U113,Level 1
,,U114,,U114,Level 1
,,Level 2,grouping,Level 2,
,,Corridor,,Corridor,Level 2
,,U201,,U201,Level 2
,,U202,,U202,Level 2
,,U203,,U203,Level 2
,,U204,,U204,Level 2
,,U205,,U205,Level 2
,,U206,,U206,Level 2
,,U207,,U207,Level 2
,,U208,,U208,Level 2
,,U209,,U209,Level 2
,,U210,,U210,Level 2
,,U211,,U211,Level 2
,,U212,,U212,Level 2
,,U213,,U213,Level 2
,,U214,,U214,Level 2
,,Level 3,grouping,Level 3,
,,Corridor,,Corridor,Level 3
,,U301,,U301,Level 3
,,U302,,U302,Level 3
,,U303,,U303,Level 3
,,U304,,U304,Level 3
,,U305,,U305,Level 3
,,U306,,U306,Level 3
,,U307,,U307,Level 3
,,U308,,U308,Level 3
,,U309,,U309,Level 3
,,U310,,U310,Level 3
,,U311,,U311,Level 3
,,U312,,U312,Level 3
,,U313,,U313,Level 3
,,U314,,U314,Level 3
,,Level 4,grouping,Level 4,
,,Corridor,,Corridor,Level 4
,,U401,,U401,Level 4
,,U402,,U402,Level 4
,,U403,,U403,Level 4
,,U404,,U404,Level 4
,,U405,,U405,Level 4
,,U406,,U406,Level 4
,,U407,,U407,Level 4
,,U408,,U408,Level 4
,,U409,,U409,Level 4
,,U410,,U410,Level 4
,,Level 5,grouping,Level 5,
,,Corridor,,Corridor,Level 5
,,U501,,U501,Level 5
,,U502,,U502,Level 5
,,U503,,U503,Level 5
,,U504,,U504,Level 5
,,U505,,U505,Level 5
,,U506,,U506,Level 5
,,U507,,U507,Level 5
,,U508,,U508,Level 5
,,U509,,U509,Level 5
,,U510,,U510,Level 5
,,Level 6,grouping,Level 6,
,,Corridor,,Corridor,Level 6
,,U601,,U601,Level 6
,,U602,,U602,Level 6
,,U603,,U603,Level 6
,,U604,,U604,Level 6
,,U605,,U605,Level 6
,,U606,,U606,Level 6
,,U607,,U607,Level 6
,,U608,,U608,Level 6
,,U609,,U609,Level 6
,Columns,,,,
,,Framing,,Framing,
,,Internal Hebel wall and external hebel wall,,Internal Hebel wall and external hebel wall,
,,Plasterboard for Walls,,Plasterboard for Walls,
,,Plasterboard for Ceiling,,Plasterboard for Ceiling,
,,Setting & Sanding ,,Setting & Sanding ,
,,,,,
Internal Wall & Ceiling Painting Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Level 1,grouping,Level 1,
,,Corridor,,Corridor,Level 1
,,U101,,U101,Level 1
,,U102,,U102,Level 1
,,U103,,U103,Level 1
,,U104,,U104,Level 1
,,U105,,U105,Level 1
,,U106,,U106,Level 1
,,U107,,U107,Level 1
,,U108,,U108,Level 1
,,U109,,U109,Level 1
,,U110,,U110,Level 1
,,U111,,U111,Level 1
,,U112,,U112,Level 1
,,U113,,U113,Level 1
,,U114,,U114,Level 1
,,Level 2,grouping,Level 2,
,,Corridor,,Corridor,Level 2
,,U201,,U201,Level 2
,,U202,,U202,Level 2
,,U203,,U203,Level 2
,,U204,,U204,Level 2
,,U205,,U205,Level 2
,,U206,,U206,Level 2
,,U207,,U207,Level 2
,,U208,,U208,Level 2
,,U209,,U209,Level 2
,,U210,,U210,Level 2
,,U211,,U211,Level 2
,,U212,,U212,Level 2
,,U213,,U213,Level 2
,,U214,,U214,Level 2
,,Level 3,grouping,Level 3,
,,Corridor,,Corridor,Level 3
,,U301,,U301,Level 3
,,U302,,U302,Level 3
,,U303,,U303,Level 3
,,U304,,U304,Level 3
,,U305,,U305,Level 3
,,U306,,U306,Level 3
,,U307,,U307,Level 3
,,U308,,U308,Level 3
,,U309,,U309,Level 3
,,U310,,U310,Level 3
,,U311,,U311,Level 3
,,U312,,U312,Level 3
,,U313,,U313,Level 3
,,U314,,U314,Level 3
,,Level 4,grouping,Level 4,
,,Corridor,,Corridor,Level 4
,,U401,,U401,Level 4
,,U402,,U402,Level 4
,,U403,,U403,Level 4
,,U404,,U404,Level 4
,,U405,,U405,Level 4
,,U406,,U406,Level 4
,,U407,,U407,Level 4
,,U408,,U408,Level 4
,,U409,,U409,Level 4
,,U410,,U410,Level 4
,,Level 5,grouping,Level 5,
,,Corridor,,Corridor,Level 5
,,U501,,U501,Level 5
,,U502,,U502,Level 5
,,U503,,U503,Level 5
,,U504,,U504,Level 5
,,U505,,U505,Level 5
,,U506,,U506,Level 5
,,U507,,U507,Level 5
,,U508,,U508,Level 5
,,U509,,U509,Level 5
,,U510,,U510,Level 5
,,Level 6,grouping,Level 6,
,,Corridor,,Corridor,Level 6
,,U601,,U601,Level 6
,,U602,,U602,Level 6
,,U603,,U603,Level 6
,,U604,,U604,Level 6
,,U605,,U605,Level 6
,,U606,,U606,Level 6
,,U607,,U607,Level 6
,,U608,,U608,Level 6
,,U609,,U609,Level 6
,Columns,,,,
,,Internal wall and ceiling painting,,Internal wall and ceiling painting,
,,First coat ,,First coat ,
,,Second coat ,,Second coat ,
,,Third coat ,,Third coat ,
