Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
ACS Apartments QA Tower 2,,,,,,,,
,Scope,,,Site QA,ACS Apartments QA,Tower 2,,
,Rows,,,,,,,
,,Tower 2 - Level 1 - 1.01,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 1,1.01
,,Tower 2 - Level 1 - 1.02,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 1,1.02
,,Tower 2 - Level 1 - 1.03,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 1,1.03
,,Tower 2 - Level 1 - 1.04,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 1,1.04
,,Tower 2 - Level 1 - 1.05,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 1,1.05
,,Tower 2 - Level 1 - 1.06,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 1,1.06
,,Tower 2 - Level 1 - 1.07,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 1,1.07
,,Tower 2 - Level 2 - 2.01,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 2,2.01
,,Tower 2 - Level 2 - 2.02,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 2,2.02
,,Tower 2 - Level 2 - 2.03,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 2,2.03
,,Tower 2 - Level 2 - 2.04,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 2,2.04
,,Tower 2 - Level 2 - 2.05,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 2,2.05
,,Tower 2 - Level 2 - 2.06,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 2,2.06
,,Tower 2 - Level 2 - 2.07,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 2,2.07
,,Tower 2 - Level 3 - 3.01,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 3,3.01
,,Tower 2 - Level 3 - 3.02,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 3,3.02
,,Tower 2 - Level 3 - 3.03,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 3,3.03
,,Tower 2 - Level 3 - 3.04,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 3,3.04
,,Tower 2 - Level 3 - 3.05,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 3,3.05
,,Tower 2 - Level 3 - 3.06,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 3,3.06
,,Tower 2 - Level 3 - 3.07,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 3,3.07
,,Tower 2 - Level 4 - 4.01,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 4,4.01
,,Tower 2 - Level 4 - 4.02,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 4,4.02
,,Tower 2 - Level 4 - 4.03,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 4,4.03
,,Tower 2 - Level 4 - 4.04,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 4,4.04
,,Tower 2 - Level 4 - 4.05,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 4,4.05
,,Tower 2 - Level 4 - 4.06,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 4,4.06
,,Tower 2 - Level 7 - 7.01,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 7,7.01
,,Tower 2 - Level 7 - 7.02,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 7,7.02
,,Tower 2 - Level 7 - 7.03,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 7,7.03
,,Tower 2 - Level 7 - 7.04,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 7,7.04
,,Tower 2 - Level 7 - 7.05,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 7,7.05
,,Tower 2 - Level 7 - 7.06,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 7,7.06
,,Tower 2 - Level 8 - 8.01,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 8,8.01
,,Tower 2 - Level 8 - 8.02,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 8,8.02
,,Tower 2 - Level 8 - 8.03,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 8,8.03
,,Tower 2 - Level 8 - 8.04,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 8,8.04
,,Tower 2 - Level 8 - 8.05,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 8,8.05
,,Tower 2 - Level 8 - 8.06,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 8,8.06
,,Tower 2 - Level 9 - 9.01,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 9,9.01
,,Tower 2 - Level 9 - 9.02,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 9,9.02
,,Tower 2 - Level 9 - 9.03,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 9,9.03
,,Tower 2 - Level 9 - 9.04,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 9,9.04
,,Tower 2 - Level 9 - 9.05,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 9,9.05
,,Tower 2 - Level 9 - 9.06,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 9,9.06
,,Tower 2 - Level 10 - 10.01,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 10,10.01
,,Tower 2 - Level 10 - 10.02,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 10,10.02
,,Tower 2 - Level 10 - 10.03,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 10,10.03
,,Tower 2 - Level 10 - 10.04,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 10,10.04
,,Tower 2 - Level 10 - 10.05,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 10,10.05
,,Tower 2 - Level 11 - 11.01,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 11,11.01
,,Tower 2 - Level 11 - 11.02,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 11,11.02
,,Tower 2 - Level 11 - 11.03,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 11,11.03
,,Tower 2 - Level 11 - 11.04,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 11,11.04
,,Tower 2 - Level 11 - 11.05,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 11,11.05
,,Tower 2 - Level 12 - 12.01,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 12,12.01
,,Tower 2 - Level 12 - 12.02,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 12,12.02
,,Tower 2 - Level 12 - 12.03,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 12,12.03
,,Tower 2 - Level 12 - 12.04,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 12,12.04
,,Tower 2 - Level 12 - 12.05,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 12,12.05
,,Tower 2 - Level 13 - 13.01,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 13,13.01
,,Tower 2 - Level 13 - 13.02,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 13,13.02
,,Tower 2 - Level 13 - 13.03,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 13,13.03
,,Tower 2 - Level 13 - 13.04,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 13,13.04
,,Tower 2 - Level 13 - 13.05,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 13,13.05
,,Tower 2 - Level 14 - 14.01,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 14,14.01
,,Tower 2 - Level 14 - 14.02,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 14,14.02
,,Tower 2 - Level 14 - 14.03,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 14,14.03
,,Tower 2 - Level 14 - 14.04,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 14,14.04
,,Tower 2 - Level 14 - 14.05,dynamic,Site QA,ACS Apartments QA,Tower 2,Level 14,14.05
