Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
ACS Apartments QA Tower 1 (Level 18 - Level 30),,,,,,,,
,Scope,,,Site QA,ACS Apartments QA,Tower 1,,
,Rows,,,,,,,
,,Tower 1 - Level 18 - 18.01,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 18,18.01
,,Tower 1 - Level 18 - 18.02,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 18,18.02
,,Tower 1 - Level 18 - 18.03,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 18,18.03
,,Tower 1 - Level 18 - 18.04,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 18,18.04
,,Tower 1 - Level 18 - 18.05,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 18,18.05
,,Tower 1 - Level 18 - 18.06,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 18,18.06
,,Tower 1 - Level 18 - 18.07,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 18,18.07
,,Tower 1 - Level 18 - 18.08,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 18,18.08
,,Tower 1 - Level 18 - 18.09,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 18,18.09
,,Tower 1 - Level 19 - 19.01,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 19,19.01
,,Tower 1 - Level 19 - 19.02,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 19,19.02
,,Tower 1 - Level 19 - 19.03,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 19,19.03
,,Tower 1 - Level 19 - 19.04,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 19,19.04
,,Tower 1 - Level 19 - 19.05,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 19,19.05
,,Tower 1 - Level 19 - 19.06,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 19,19.06
,,Tower 1 - Level 19 - 19.07,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 19,19.07
,,Tower 1 - Level 19 - 19.08,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 19,19.08
,,Tower 1 - Level 19 - 19.09,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 19,19.09
,,Tower 1 - Level 20 - 20.01,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 20,20.01
,,Tower 1 - Level 20 - 20.02,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 20,20.02
,,Tower 1 - Level 20 - 20.03,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 20,20.03
,,Tower 1 - Level 20 - 20.04,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 20,20.04
,,Tower 1 - Level 20 - 20.05,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 20,20.05
,,Tower 1 - Level 20 - 20.06,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 20,20.06
,,Tower 1 - Level 20 - 20.07,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 20,20.07
,,Tower 1 - Level 20 - 20.08,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 20,20.08
,,Tower 1 - Level 20 - 20.09,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 20,20.09
,,Tower 1 - Level 21 - 21.01,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 21,21.01
,,Tower 1 - Level 21 - 21.02,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 21,21.02
,,Tower 1 - Level 21 - 21.03,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 21,21.03
,,Tower 1 - Level 21 - 21.04,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 21,21.04
,,Tower 1 - Level 21 - 21.05,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 21,21.05
,,Tower 1 - Level 21 - 21.06,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 21,21.06
,,Tower 1 - Level 21 - 21.07,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 21,21.07
,,Tower 1 - Level 21 - 21.08,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 21,21.08
,,Tower 1 - Level 21 - 21.09,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 21,21.09
,,Tower 1 - Level 22 - 22.01,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 22,22.01
,,Tower 1 - Level 22 - 22.02,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 22,22.02
,,Tower 1 - Level 22 - 22.03,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 22,22.03
,,Tower 1 - Level 22 - 22.04,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 22,22.04
,,Tower 1 - Level 22 - 22.05,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 22,22.05
,,Tower 1 - Level 22 - 22.06,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 22,22.06
,,Tower 1 - Level 22 - 22.07,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 22,22.07
,,Tower 1 - Level 22 - 22.08,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 22,22.08
,,Tower 1 - Level 22 - 22.09,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 22,22.09
,,Tower 1 - Level 23 - 23.01,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 23,23.01
,,Tower 1 - Level 23 - 23.02,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 23,23.02
,,Tower 1 - Level 23 - 23.03,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 23,23.03
,,Tower 1 - Level 23 - 23.04,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 23,23.04
,,Tower 1 - Level 23 - 23.05,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 23,23.05
,,Tower 1 - Level 23 - 23.06,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 23,23.06
,,Tower 1 - Level 23 - 23.07,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 23,23.07
,,Tower 1 - Level 23 - 23.08,dynamic,Site QA,ACS Apartments QA,Tower 1,Level 23,23.08
