resource,resource,resource,resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Tank 1 - ITP001 - Clear Grub & Topsoil Stripping - Rev1,Tank 1 - ITP002 - Foundation Preparation - Rev1,Tank 1 - ITP003 - Embankment Construction - Rev1,Tank 1 - ITP004 - Capping Layer - Rev1,Tank 1 - ITP005 - Surface Water Runoff Management - Rev1,Tank 1 - ITP006 - Erosion and Sediment Control - Rev1,Tank 1 - ITP007 - Leak Detection System - Rev0,folder-with-checklists,,,Tank 1,,,,,,,,
Tank 2 - ITP001 - Clear Grub & Topsoil Stripping - Rev1,Tank 2 - ITP002 - Foundation Preparation - Rev1,Tank 2 - ITP003 - Embankment Construction - Rev1,Tank 2 - ITP004 - Capping Layer - Rev1,Tank 2 - ITP005 - Surface Water Runoff Management - Rev1,Tank 2 - ITP006 - Erosion and Sediment Control - Rev1,Tank 2 - ITP007 - Leak Detection System - Rev0,folder-with-checklists,,,Tank 2,,,,,,,,
