resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Prestart Checklist,,,,checklist,,,,,11/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,12/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,13/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,14/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,15/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,16/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,17/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,18/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,19/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,20/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,21/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,22/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,23/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,24/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,25/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,26/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,27/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,28/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,29/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,30/03/23,,,,,,
Prestart Checklist,,,,checklist,,,,,31/03/23,,,,,,
,,,,step,,,Site QA,,,,,,,,
,,,,step,,,,Zone 1,,,,,,,
,,,,step,,,,,Pour A,,,,,,
,,,,step,,,,,,Grid Line A10,,,,,
QA Documents,Workface Diary Checklist,Beam Reinforcing QA Checklist,Handover Checklist,folder-with-checklists,,,,,,,Foundation Beam,,,,
,,,,step,,,,,,,Column,,,,
QA Documents,Workface Diary Checklist,Column Reinforcing QA Checklist,Handover Checklist,folder-with-checklists,,,,,,,,1,,,
QA Documents,Workface Diary Checklist,Column Reinforcing QA Checklist,Handover Checklist,folder-with-checklists,,,,,,,,2,,,
,,,,step,,,,,,Grid Line A11,,,,,
QA Documents,Workface Diary Checklist,Beam Reinforcing QA Checklist,Handover Checklist,folder-with-checklists,,,,,,,Foundation Beam,,,,
,,,,step,,,,,,,Column,,,,
QA Documents,Workface Diary Checklist,Column Reinforcing QA Checklist,Handover Checklist,folder-with-checklists,,,,,,,,1,,,
QA Documents,Workface Diary Checklist,Column Reinforcing QA Checklist,Handover Checklist,folder-with-checklists,,,,,,,,2,,,
,,,,step,,,,,,Grid Line A+,,,,,
QA Documents,Workface Diary Checklist,Beam Reinforcing QA Checklist,Handover Checklist,folder-with-checklists,,,,,,,Foundation Beam,,,,
,,,,step,,,,,,Grid Line B+,,,,,
QA Documents,Workface Diary Checklist,Beam Reinforcing QA Checklist,Handover Checklist,folder-with-checklists,,,,,,,Foundation Beam,,,,
,,,,step,,,,,,Grid Line C+,,,,,
QA Documents,Workface Diary Checklist,Beam Reinforcing QA Checklist,Handover Checklist,folder-with-checklists,,,,,,,Foundation Beam,,,,
,,,,step,,,,,,Grid Line D,,,,,
QA Documents,Workface Diary Checklist,Beam Reinforcing QA Checklist,Handover Checklist,folder-with-checklists,,,,,,,Foundation Beam,,,,
,,,,step,,,,,,Grid Linev X1 (GB6),,,,,
QA Documents,Workface Diary Checklist,Beam Reinforcing QA Checklist,Handover Checklist,folder-with-checklists,,,,,,,Foundation Beam,,,,
