Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Pre-Sheet - Wall - Zone A (Building B),,,,,,,
,Scope,,,Zone A (Building B),Pre Sheet Sign off,,
,Rows,,,,,,
,,Lower Ground - Area A,grouping,Lower Ground - Area A,,,
,,WAIT (LG.B.140),,WAIT (LG.B.140),Zone A (Building B),Lower Ground,Area A
,,VEND (LG.B.075),,VEND (LG.B.075),Zone A (Building B),Lower Ground,Area A
,,CONS (LG.B.001),,CONS (LG.B.001),Zone A (Building B),Lower Ground,Area A
,,CONS (LG.B.002),,CONS (LG.B.002),Zone A (Building B),Lower Ground,Area A
,,CONS (LG.B.003),,CONS (LG.B.003),Zone A (Building B),Lower Ground,Area A
,,PBTR NA (LG.B.004),,PBTR NA (LG.B.004),Zone A (Building B),Lower Ground,Area A
,,WB IN (LG.B.006),,WB IN (LG.B.006),Zone A (Building B),Lower Ground,Area A
,,PBTR NA (LG.B.005),,PBTR NA (LG.B.005),Zone A (Building B),Lower Ground,Area A
,,PBTR NA (LG.B.007),,PBTR NA (LG.B.007),Zone A (Building B),Lower Ground,Area A
,,WB IN (LG.B.018),,WB IN (LG.B.018),Zone A (Building B),Lower Ground,Area A
,,PBTR NA (LG.B.008),,PBTR NA (LG.B.008),Zone A (Building B),Lower Ground,Area A
,,WCPT (LG.B.009),,WCPT (LG.B.009),Zone A (Building B),Lower Ground,Area A
,,BLIN (LG.B.117),,BLIN (LG.B.117),Zone A (Building B),Lower Ground,Area A
,,BMEQ (LG.B.010),,BMEQ (LG.B.010),Zone A (Building B),Lower Ground,Area A
,,CIRC (LG.B.025),,CIRC (LG.B.025),Zone A (Building B),Lower Ground,Area A
,,HWPPE (LG.B.100),,HWPPE (LG.B.100),Zone A (Building B),Lower Ground,Area A
,,HWPPE (LG.B.011),,HWPPE (LG.B.011),Zone A (Building B),Lower Ground,Area A
,,OFF CW (LG.B.017),,OFF CW (LG.B.017),Zone A (Building B),Lower Ground,Area A
,,BRES (LG.B.021),,BRES (LG.B.021),Zone A (Building B),Lower Ground,Area A
,,DU SUB (LG.B.016),,DU SUB (LG.B.016),Zone A (Building B),Lower Ground,Area A
,,PIPE A (LG.B.570),,PIPE A (LG.B.570),Zone A (Building B),Lower Ground,Area A
,,DRY FIRE (LG.B.577),,DRY FIRE (LG.B.577),Zone A (Building B),Lower Ground,Area A
,,MECH (LG.B.574),,MECH (LG.B.574),Zone A (Building B),Lower Ground,Area A
,,CR (LG.B.573),,CR (LG.B.573),Zone A (Building B),Lower Ground,Area A
,,CONDENSER (LG.B.571),,CONDENSER (LG.B.571),Zone A (Building B),Lower Ground,Area A
,,TRAVEL (LG.B.504),,TRAVEL (LG.B.504),Zone A (Building B),Lower Ground,Area A
,,MECH (LG.B.576),,MECH (LG.B.576),Zone A (Building B),Lower Ground,Area A
,,EDB RM (LG.B.572),,EDB RM (LG.B.572),Zone A (Building B),Lower Ground,Area A
,,ERISE (LG.B.575),,ERISE (LG.B.575),Zone A (Building B),Lower Ground,Area A
,,STAIR B2 (LG.B.656),,STAIR B2 (LG.B.656),Zone A (Building B),Lower Ground,Area A
,,STAIR PRES (LG.B.601),,STAIR PRES (LG.B.601),Zone A (Building B),Lower Ground,Area A
,,CU MED (LG.B.022),,CU MED (LG.B.022),Zone A (Building B),Lower Ground,Area A
,,ST STATION (LG.B.020),,ST STATION (LG.B.020),Zone A (Building B),Lower Ground,Area A
,,PBTR NA (LG.B.012),,PBTR NA (LG.B.012),Zone A (Building B),Lower Ground,Area A
,,PBTR NA (LG.B.013),,PBTR NA (LG.B.013),Zone A (Building B),Lower Ground,Area A
