"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"da6dea12-aee9-4eb5-a83e-980865da4627","","folder-normal","not-started","","step","TRUE","FALSE","Documentation"
"e3b29629-bf49-4927-a244-9dcca857366b","","checklist-flat","not-started","SYS - PT - Sprinkler Control Valve Detail","checklist-flat","FALSE","FALSE","Documentation","Sprinkler Control Valve Detail"
"17ab1026-595a-4611-8096-ea01fc6f0ff5","","checklist-flat","not-started","SYS - PT - Sprinkler Control Valve Detail","checklist-flat","FALSE","FALSE","Documentation","Fire Hydrant Detail"
"16d3b42e-804d-4e17-bbe0-9c257a7b2567","","checklist-flat","not-started","SYS - PT - Sprinkler Control Valve Detail","checklist-flat","FALSE","FALSE","Documentation","Hose Reel Detail"
"6b17d6c4-e9dd-4301-88cb-8ecd4b8a9294","","checklist-flat","not-started","SYS - PT - Sprinkler Control Valve Detail","checklist-flat","FALSE","FALSE","Documentation","Booster Detail"
"11079342-41e5-4d1f-8219-fd7a7f28f787","","folder-normal","not-started","","step","TRUE","FALSE","Shop Drawings"
"65226f6a-d055-4f44-923f-2c7319fe05b0","","checklist-flat","not-started","SYS - PT - Sprinkler Control Valve Detail","checklist-flat","FALSE","FALSE","Shop Drawings","Shop Drawing"
"12b5d29c-8bd8-48b1-956b-eb12440e8f99","","folder-normal","not-started","","step","TRUE","FALSE","Leemark - Site QA"
"9906f57b-8e4c-4622-9ba5-3a923ba8c044","","folder-normal","not-started","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire"
"1216f0fa-2024-4bb6-bf2e-010a59c48c1d","","checklist-flat","no-status-not-started","SYS - PT - Pre-Start","checklist-flat","FALSE","FALSE","Leemark - Site QA","Wet Fire","Dilapidation Report"
"60a68dde-809f-4744-a3d0-52cc43b0cdc9","","checklist-sectioned","not-started","SYS - PT - Sprinkler Installation/Fitoff","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Sprinkler Installation/Fitoff"
"413d3d97-bf9d-4cf2-8b88-5371c50c2bb9","","checklist-sectioned","not-started","SYS - PT - Sprinkler Control Valve","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Sprinkler Control Valve"
"ea6026c4-4433-4e2e-81ad-11aba88d010b","","checklist-sectioned","not-started","SYS - PT - Sprinkler & Hydrant Hydrostatic Test","checklist","FALSE","FALSE","Leemark - Site QA","Wet Fire","Sprinkler & Hydrant Hydrostatic Test"
"55a1464f-f39d-4074-a91a-1319a48307d7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Leemark - Site QA","Wet Fire","Penetrations"
