,,VAV-4.15,,sme-mz-03,vav-4.15,
,,VAV-4.16,,sme-mz-03,vav-4.16,
,,VAV-4.18,,sme-mz-03,vav-4.18,
,,VAV-4.19,,sme-mz-03,vav-4.19,
,,VAV-4.20,,sme-mz-03,vav-4.20,
,,F-7,,sme-mz-03,f-7,
,,SME-MZ-04,grouping,sme-mz-04,,
,,VAV-3.2,,vav-3.2,sme-mz-04,
,,VAV-5.14,,sme-mz-04,vav-5.14,
,,VAV-5.15,,vav-5.15,sme-mz-04,
,,VAV-5.16,,vav-5.16,sme-mz-04,
,,VAV-6.1,,vav-6.1,sme-mz-04,
,,SE-MZ-PR,grouping,se-mz-pr,,
,,AHU-1,,se-mz-pr,ahu-1,
,,AHU-2,,ahu-2,se-mz-pr,
,,AHU-3,,se-mz-pr,ahu-3,
,,AHU-4,,se-mz-pr,ahu-4,
,,Mezz- Level Pipework,grouping,mezz- level pipework,,
,,SME-MZ-21,,sme-mz-21,mezz- level pipework,
,,SME-MZ-22,,mezz- level pipework,sme-mz-22,
,,SME-MZ-23,,mezz- level pipework,sme-mz-23,
,,SME-MZ-24,,sme-mz-24,mezz- level pipework,
,,SME-MZ-25,,sme-mz-25,mezz- level pipework,
,,Roof Level,grouping,roof level,,
,,SME-MZ-02,grouping,sme-mz-02,,
,,AHU-5,,sme-mz-02,ahu-5,
,,AHU-6,,ahu-6,sme-mz-02,
,,CHW & HHW,,sme-mz-02,chillers,
,,M041,grouping,m041,,
,,CH-1,,m041,ch-1,
,,CH-2,,ch-2,m041,
,,P-1,,p-1,m041,
,,P-2,,p-2,m041,
,,P-3,,m041,p-3,
,,P-4,,m041,p-4,
,,P-5,,p-5,m041,
,,P-6,,p-6,m041,
,,ET-1,,et-1,m041,
,,ET-2,,m041,et-2,
,,BT-1,,bt-1,m041,
,,AFU-1,,m041,afu-1,
,,AFU-2,,m041,afu-2,
,,WH-1,,m041,wh-1,
,,WH-2,,wh-2,m041,
,,F-5,,m041,f-5,
,,SME-00-01,grouping,SME-00-01,,
,,RC-1,,RC-1,RC,Roof Level 
,,RC-6,,RC-6,RC,Roof Level 
,,RC-EVS-S,,RC-EVS-S,RC,Roof Level 
,,RC-REV-E,,RC-REV-E,RC,Roof Level 
,,SME-00-02,grouping,SME-00-02,,
,,RC-6,,RC-6,RC,Roof Level 
,,SME-00-03,grouping,SME-00-03,,
,,RC-8,,RC-8,RC,Roof Level 
,,RC-9,,RC-9,RC,Roof Level 
,,SME-00-04,grouping,SME-00-04,,
,,RC-2,,RC-2,RC,Roof Level 
,Columns,,,,,
,,Rough In,,rough in,,
,,Fit Off,,fit off,,
,,Commissioning,,commissioning,,
,,Roof Cowl (RC),,Roof Cowl (RC),,
