Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
In Ground Services,,,,,
,Scope,,,2.In Ground Services,
,Rows,,,,
,,Basement 5 - civil plant,dynamic,2.In Ground Services,Basement 5 - civil plant
,,Ground,dynamic,2.In Ground Services,Ground
,Columns,,,,
,,Drainage,,Ingrounds - Drainage,
,,Pumpwells/Tanks/Pits,,Ingrounds - Pumpwells/Tanks/Pits,
,,Cast in,,Ingrounds - Cast in,
,,Sewer BT Authority Connection,,Ingrounds - Sewer BT Authority Connection,
,,Stormwater LPD,,Ingrounds - Stormwater LPD,
,,Authority Connection to Meter Room,,Ingrounds - Authority connection to meter room,
,,Rough In - Mains Water Meter Assembly,,Rough In - Mains Water Meter Assembly,
,,,,,
Penos,,,,,
,Scope,,,3.Decks,
,Rows,,,,
,,Level 1,dynamic,3.Decks,Level 1
,,Level 2,dynamic,3.Decks,Level 2
,,Level 3,dynamic,3.Decks,Level 3
,,Level 4,dynamic,3.Decks,Level 4
,,Level 5,dynamic,3.Decks,Level 5
,,Level 6,dynamic,3.Decks,Level 6
,,Level 7,dynamic,3.Decks,Level 7
,,Level 8,dynamic,3.Decks,Level 8
,,Level 9,dynamic,3.Decks,Level 9
,,Level 10,dynamic,3.Decks,Level 10
,,Level 11,dynamic,3.Decks,Level 11
,,Level 12,dynamic,3.Decks,Level 12
,,Level 13,dynamic,3.Decks,Level 13
,,Level 14,dynamic,3.Decks,Level 14
,,Level 15,dynamic,3.Decks,Level 15
,,Level 16,dynamic,3.Decks,Level 16
,,Level 17,dynamic,3.Decks,Level 17
,,Level 18,dynamic,3.Decks,Level 18
,,Level 19,dynamic,3.Decks,Level 19
,,Level 20,dynamic,3.Decks,Level 20
,,Roof,dynamic,3.Decks,Roof
,Columns,,,,
,,Cast In,,Peno - Cast In,
,,Floor,,Peno - Floor,
,,Wall,,Peno - Wall,
,,Planter Drain Risers,,Planter drain risers,
,,,,,
Drains Stacks and Vents,,,,,
,Scope,,,4.Drains ,
,Rows,,,,
,,Basement 5,dynamic,4.Drains ,Basement 5
,,Basement  3 and 4,dynamic,4.Drains ,Basement  3 and 4
,,Basement 2,dynamic,4.Drains ,Basement 2
,,Basement 1,dynamic,4.Drains ,Basement 1
,,Ground,dynamic,4.Drains ,Ground
,,Level 1,dynamic,4.Drains ,Level 1
,,Level 2,dynamic,4.Drains ,Level 2
,,Level 3,dynamic,4.Drains ,Level 3
,,Level 4,dynamic,4.Drains ,Level 4
,,Level 5,dynamic,4.Drains ,Level 5
,,Level 6,dynamic,4.Drains ,Level 6
,,Level 7,dynamic,4.Drains ,Level 7
,,Level 8,dynamic,4.Drains ,Level 8
,,Level 9,dynamic,4.Drains ,Level 9
,,Level 10,dynamic,4.Drains ,Level 10
,,Level 11,dynamic,4.Drains ,Level 11
,,Level 12,dynamic,4.Drains ,Level 12
,,Level 13,dynamic,4.Drains ,Level 13
,,Level 14,dynamic,4.Drains ,Level 14
,,Level 15,dynamic,4.Drains ,Level 15
,,Level 16,dynamic,4.Drains ,Level 16
,,Level 17,dynamic,4.Drains ,Level 17
,,Level 18,dynamic,4.Drains ,Level 18
,,Level 19,dynamic,4.Drains ,Level 19
,,Level 20,dynamic,4.Drains ,Level 20
,,Roof,dynamic,4.Drains ,Roof
,Columns,,,,
,,Underslung - Tank Room,,Drains: Underslung - Tank room,
,,Spoon Drains & Grates,,Drains: spoon drains and grates,
,,Syphonic - Underslung,,Drains: Syphonic - Underslung,
,,125mm Pumpline ,,Drains: 125mm Pumpline ,
,,Tank Room,,Drains: Tank Room,
,,"Risers, Spoon Drains & Grates",,"Drains: Risers , Spoon Drains and Grates",
,,Syphonic - Stack Riser,,Drains: Syphonic - Stack Riser,
,,Pumplines 125mm & 63mm,,Drains: Pumplines 125mm and 63mm,
,,"Sewer, Stormwater & Boundary Trap",,"Drains: Sewer, Stormwater & Boundary Trap",
,,Pumpline 125mm and 63mm,,Drains: Pumpline 125mm and 63mm,
,,"Underslung - Sewer, Stormwater & Vent",,"Drains: Underslung - Sewer, Stormwater & Vent",
,,All Column Risers,,Drains: All Column Risers,
,,"Trade Waste - Underslung, Stacks & Vents",,"Drains: Trade Waste - Underslung, Stacks & Vents",
,,Pumpline 63mm Sewer on Panel wall,,Drains: Pumpline 63mm sewer on Panel wall,
,,"Underslung - Sewer, Stormwater & Vent",,"**LEON** Drains: Underslung - Sewer, Stormwater & Vent",
,,"Stack Riser - Sewer, Stormwater & Vent",,"Drains: Stack Riser - Sewer, Stormwater & Vent",
,,Trade Waste HDPE underslung,,Drains: Trade waste HDPE underslung,
,,Trade Waste - Underslung Vents,,Drains: Trade Waste - Underslung Vents,
,,Pumpline 125mm PE - Underslung & Riser,,Drains: Pumpline 125mm PE - Underslung & Riser,
,,Column Risers,,Drains: Column Risers,
,,Underslung Sewer Stormy,,Drains: Underslung Sewer Stormy,
,,Trade Waste HDPE underslung on Ground,,Drains: Trade waste HDPE underslung on Ground,
,,Trade Waste  Vents,,Drains: Trade Waste  Vents,
,,Pump Line 125mm PE to OSD,,Drains: Pump line 125mm PE to OSD,
,,All Risers,,Drains: All Risers,
,,Planter Outlets,,Planter outlets ,
,,Planter Overflows,,Planter overflows ,
,,"Greasy Waste - Underslung, Stacks & Vents",,"Drains: Greasy Waste - Underslung, Stacks & Vents",
,,Pumpline - Underslung & Stacks,,Drains: Pumpline - Underslung & Stacks,
,,Pod Drain Connection (Prefab Bathroom or Laundry),,Pod Drain Connection (Prefab Bathroom or Laundry),
,,Planter Overflows,,Planter Overflows,
,,Planter Drains Installed 30mm above & Protected,,Planter Drains Installed 30mm above and protected,
,,Planter Drains External,,Planter Drains external,
,,,,,
Rough In,,,,,
,Scope,,,5.Rough in EOT area including HL copper works,
,Rows,,,,
,,Ground,dynamic,5.Rough in EOT area including HL copper works,Ground
,Columns,,,,
,,All Rough In (CW HW NPCW),,All Rough In (CW HW NPCW),
,,Corridor high level works,,Corridor high level works,
,,,,,
Risers,,,,,
,Scope,,,6. All Risers - Pressure - Water and Gas Only,
,Rows,,,,
,,Basement 4,dynamic,6. All Risers - Pressure - Water and Gas Only,Basement 4
,,Basement 3,dynamic,6. All Risers - Pressure - Water and Gas Only,Basement 3
,,Basement 2,dynamic,6. All Risers - Pressure - Water and Gas Only,Basement 2
,,Basement 1,dynamic,6. All Risers - Pressure - Water and Gas Only,Basement 1
,,Ground,dynamic,6. All Risers - Pressure - Water and Gas Only,Ground
,,Level 1,dynamic,6. All Risers - Pressure - Water and Gas Only,Level 1
,,Level 2,dynamic,6. All Risers - Pressure - Water and Gas Only,Level 2
,,Level 3,dynamic,6. All Risers - Pressure - Water and Gas Only,Level 3
,,Level 4,dynamic,6. All Risers - Pressure - Water and Gas Only,Level 4
,,Level 5,dynamic,6. All Risers - Pressure - Water and Gas Only,Level 5
,,Level 6,dynamic,6. All Risers - Pressure - Water and Gas Only,Level 6
,,Level 7,dynamic,6. All Risers - Pressure - Water and Gas Only,Level 7
,,Level 8,dynamic,6. All Risers - Pressure - Water and Gas Only,Level 8
,,Level 9,dynamic,6. All Risers - Pressure - Water and Gas Only,Level 9
,,Level 10,dynamic,6. All Risers - Pressure - Water and Gas Only,Level 10
,,Level 11,dynamic,6. All Risers - Pressure - Water and Gas Only,Level 11
