"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acfdef29-455d-41ff-af34-7830aae1cb89","","pass","Job Details","checklist","FALSE","FALSE","Job Details"
"325d93c1-432d-4509-9bde-148101a238a8","","not-started","","folder","TRUE","FALSE","Project QA"
"53ea7fec-d28e-4e9f-a69a-8f51c7d931c1","","not-started","","folder","TRUE","FALSE","Project QA","Item 1 - D3 New Addition - East (APL Architecutral TH+)"
"4931d124-b64b-4df8-8437-3e0792bd2be6","","not-started","f6e117519ba484c2609f15a78fab27f58e0d0e851e437423513bfddf0c709a40","checklist","FALSE","FALSE","Project QA","Item 1 - D3 New Addition - East (APL Architecutral TH+)","Assembly"
"46402307-12a0-4934-8254-35cb89b8b759","","not-started","Glazing & Pre-Delivery Checklist","checklist","FALSE","FALSE","Project QA","Item 1 - D3 New Addition - East (APL Architecutral TH+)","Glazing & Pre-Delivery"
"aacd7fb3-8480-46b2-bdce-b0e846e86e51","","not-started","","folder","TRUE","FALSE","Project QA","Item 2 - D4 New Addition - North (APL Architectural TH+)"
"78b16a62-2c42-4e35-b288-85090eb0baa3","","not-started","f6e117519ba484c2609f15a78fab27f58e0d0e851e437423513bfddf0c709a40","checklist","FALSE","FALSE","Project QA","Item 2 - D4 New Addition - North (APL Architectural TH+)","Assembly"
"e4388cb7-fbc9-43f8-8ef1-244de8bba55d","","not-started","Glazing & Pre-Delivery Checklist","checklist","FALSE","FALSE","Project QA","Item 2 - D4 New Addition - North (APL Architectural TH+)","Glazing & Pre-Delivery"
"1a458168-e860-45c5-85a4-e4489b597ad4","","not-started","","folder","TRUE","FALSE","Project QA","Item 3 - D5 New Additiona - West (APL Architectural TH+)"
"44c26e2d-2914-429d-8417-ed88903c8412","","not-started","f6e117519ba484c2609f15a78fab27f58e0d0e851e437423513bfddf0c709a40","checklist","FALSE","FALSE","Project QA","Item 3 - D5 New Additiona - West (APL Architectural TH+)","Assembly"
"a2515397-586d-4dcb-82dc-1826ad132b50","","not-started","Glazing & Pre-Delivery Checklist","checklist","FALSE","FALSE","Project QA","Item 3 - D5 New Additiona - West (APL Architectural TH+)","Glazing & Pre-Delivery"
