"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"45f73e48-6e55-476b-9101-ec640467356c","","pass","Job Details","checklist","FALSE","FALSE","Job Details"
"e2fc3527-93fe-4939-a64b-97cfe8548ed2","","not-started","","folder","TRUE","FALSE","Project QA"
"f775b01f-e1a4-47ed-ae1c-443dfd6ad41e","","not-started","","folder","TRUE","FALSE","Project QA","Item 1 - W1 ( APL Residential ThermalHeart+ )"
"15326159-c33c-4cbf-8aef-1e40f398b2ce","","not-started","Assembly Checklist","checklist","FALSE","FALSE","Project QA","Item 1 - W1 ( APL Residential ThermalHeart+ )","Assembly"
"756d6b84-ff71-4603-9935-be476723a6c2","","not-started","Glazing & Pre-Delivery Checklist","checklist","FALSE","FALSE","Project QA","Item 1 - W1 ( APL Residential ThermalHeart+ )","Glazing & Pre-Delivery"
"f3e08e31-ef88-42fc-b341-0671ab68b990","","not-started","","folder","TRUE","FALSE","Project QA","Item 2 - W2 ( APL Residential ThermalHeart+ )"
"809792a4-22fe-471e-8c6e-c2720299c73e","","not-started","Assembly Checklist","checklist","FALSE","FALSE","Project QA","Item 2 - W2 ( APL Residential ThermalHeart+ )","Assembly"
"ed5410a8-2d62-4e46-ad77-ef634566d338","","not-started","Glazing & Pre-Delivery Checklist","checklist","FALSE","FALSE","Project QA","Item 2 - W2 ( APL Residential ThermalHeart+ )","Glazing & Pre-Delivery"
"9b76b27b-33db-478c-a9bd-5ecc7fd6ed99","","not-started","","folder","TRUE","FALSE","Project QA","Item 3 - D1 ( APL Residential ThermalHeart+ )"
"4fa21e46-a066-4a4e-a25a-65a686217dd1","","not-started","Assembly Checklist","checklist","FALSE","FALSE","Project QA","Item 3 - D1 ( APL Residential ThermalHeart+ )","Assembly"
"b8ae6fc0-2fb1-4d1e-baad-dc70a51c6a66","","not-started","Glazing & Pre-Delivery Checklist","checklist","FALSE","FALSE","Project QA","Item 3 - D1 ( APL Residential ThermalHeart+ )","Glazing & Pre-Delivery"
