"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"26b31aa3-8617-46e3-8861-f59d862c4921","","pass","","folder","TRUE","FALSE","Site QA"
"69ade743-b471-411d-883d-265bfb932155","","pass","","folder","TRUE","FALSE","Site QA","B3"
"5bc43ae7-fe64-4802-9103-c591ef53d586","","pass","Ground Beams","checklist","FALSE","FALSE","Site QA","B3","Ground","Foundation","Zone 1 ground beams","GB10 Grid 2+/D-C"
"6b15bd73-1ceb-491c-9058-fe8c21c5712d","","pass","","folder","TRUE","FALSE","Site QA","B3","Ground","Foundation","Zone 2 ground beams"
"7c3f7284-ae4a-4e67-8226-634f25a7ef90","","pass","Ground Beams","checklist","FALSE","FALSE","Site QA","B3","Ground","Foundation","Zone 2 ground beams","GB1 Grid C/1-3"
"bec061be-123d-4cfa-9158-f3ea0e30ec24","","pass","Ground Beams","checklist","FALSE","FALSE","Site QA","B3","Ground","Foundation","Zone 2 ground beams","GB Extra Grid 2/B-C"
"fb80341e-8b2e-413d-a814-a9d6cf5da288","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B3","Ground","Slab"
"8062e0af-f879-4d8f-be1b-5da447b856ca","","pass","","folder","TRUE","FALSE","Site QA","B3","Ground","Crane Base"
"8d0a883a-2d5d-496f-90e3-67f737b593b7","","pass","Crane Base","checklist","FALSE","FALSE","Site QA","B3","Ground","Crane Base","Crane Base"
"198a3cbc-fc5e-4494-a6e7-be503271324e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B3","Level 1"
"213b5d4a-2a22-4b24-bd54-3ee16bddb19e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B3","Level 2"
"7f598368-39f3-4413-9f17-2136996e7fae","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B3","Level 3"
"0f3dcd21-8f06-48b7-a758-560feb5baf4b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B3","Level 4"
"21785a3e-eb2a-4765-8bd1-f47a464be4cb","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B3","Level 5"
"f1c66176-42c4-45a5-bf5c-0ade7963e5c3","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B3","Level 6"
"06d1e02c-43e4-4771-91df-c67ce07e84d8","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B3","Roof"
"70aec566-55ea-4031-8966-3b8e36399f24","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4"
"329b71c5-d834-48b8-bd28-5bcc98c4d93f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Ground"
"6f515324-56a8-4c38-a2dd-ce4eaf1b464b","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Ground","Foundation"
"42109d5b-8de9-45a8-b999-a61db4cdaa06","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Ground","Slab"
"56819d22-5280-47f4-a0da-64c526e5e205","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Ground","Crane Base"
"a9736e84-9cd5-41cb-8b3a-1887308493d2","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Level 1"
"7c812e3f-00b3-4755-abce-409853a425fe","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Level 2"
"5572ba26-a0e2-45ee-a874-dada42f5e972","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Level 3"
"e8b94273-401d-4cf8-96cd-154dd84153e9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Level 4"
"4c1b08fc-a0c7-4389-8b3a-6b73b84518fc","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Level 5"
"a5a1ae47-ec50-4a58-9dbd-4b3251db740a","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Level 6"
"759b8113-cfec-4f83-bd5b-d3e54bf4c8d7","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Level 7"
"3259a483-7f01-4a98-8ced-aa6c47229131","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Level 8"
"7f906feb-9b29-4502-98d7-f833a64aef21","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Level 9"
"16f7b8be-189e-407a-a48a-963a195bbe49","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Level 10"
"bd78f645-c39d-4954-8aa9-37d1983cbec3","","no-status-not-started","","folder","TRUE","FALSE","Site QA","B4","Roof"
