"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"26b31aa3-8617-46e3-8861-f59d862c4921","","pass","","folder","TRUE","FALSE","Site QA"
"69ade743-b471-411d-883d-265bfb932155","","pass","","folder","TRUE","FALSE","Site QA","B3"
"c3e3d2ba-0552-4978-bd01-76fd0bac88b6","","pass","","folder","TRUE","FALSE","Site QA","B3","Ground"
"43f3719d-5ec8-48a6-8f68-e4cd83f7c4ae","","pass","","folder","TRUE","FALSE","Site QA","B3","Ground","Foundation"
"0b652c96-3832-4e8d-a638-b5db95d569e1","","pass","","folder","TRUE","FALSE","Site QA","B3","Ground","Foundation","Lift pit slab"
"1352c842-8e85-4acb-b40b-6d94ffdfea58","","pass","Lift Pit","checklist","FALSE","FALSE","Site QA","B3","Ground","Foundation","Lift pit slab","Lift Pit"
"caaf5dce-77e7-498f-b842-3a0445ff305d","","pass","","folder","TRUE","FALSE","Site QA","B3","Ground","Foundation","Ground beams near lift pit part-1"
"0002a05b-e9a3-4820-9a27-d75b3b3c573f","","pass","Ground Beams","checklist","FALSE","FALSE","Site QA","B3","Ground","Foundation","Ground beams near lift pit part-1","GB8a Grid D/3-5"
"35980d94-a794-4959-804c-75e0b1febb79","","pass","Ground Beams","checklist","FALSE","FALSE","Site QA","B3","Ground","Foundation","Ground beams near lift pit part-1","GB7Ax2no, GRID 4/C-D, "
"e667fdbc-cd4b-4283-850e-dd4bb1a2f53f","","pass","","folder","TRUE","FALSE","Site QA","B3","Ground","Foundation","Zone 1 ground beams"
"813a950a-ed87-435c-8649-b0208ceac415","","pass","Ground Beams","checklist","FALSE","FALSE","Site QA","B3","Ground","Foundation","Zone 1 ground beams","GB3 GRID 1/E-C"
"8c6ab5b0-91f3-455b-89a1-81c83b2d0296","","pass","Ground Beams","checklist","FALSE","FALSE","Site QA","B3","Ground","Foundation","Zone 1 ground beams","GB4 GRID E/1-3"
"9cedf11c-a993-4923-8984-8d2f9422ee9c","","pass","Ground Beams","checklist","FALSE","FALSE","Site QA","B3","Ground","Foundation","Zone 1 ground beams","GB4 Grid E/3-5"
"70f85b3f-3679-4ebe-a8f5-b6ac5a7cd848","","pass","Ground Beams","checklist","FALSE","FALSE","Site QA","B3","Ground","Foundation","Zone 1 ground beams","GB1 Grid D/1-3"
"fd678136-8da2-4b53-9705-b132781395c4","","pass","Ground Beams","checklist","FALSE","FALSE","Site QA","B3","Ground","Foundation","Zone 1 ground beams","GB6 Grid 3/ E-C"
