"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"8fefaec0-57b2-486c-b330-5d1a5cf930b0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"e8a9a148-3a1c-447f-a078-33fe5db6e3a2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Suspended Drainage Services"
"7fcd43c4-a39c-4bd3-a5de-cd00c922cf7f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)"
"09dd33a5-e9cc-4d04-9cf5-e1df76ca6250","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)","B1"
"1b71d84a-fa47-4b17-a6cf-766aa2e5d2c8","","checklist-flat","pass","ITR 007 Suspended Storm Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)","B1","Zone 2"
"2520d4b3-1db9-4d45-8a94-e1807c47d8b3","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)","GF"
"aefe4e11-ea83-4d9c-b54f-58b7ec9a003c","","checklist-flat","pass","ITR 007 Suspended Storm Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)","GF","Zone 2"
"4668e6b9-ef57-43d1-9733-b8b13662fa46","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)","L1"
"24b30188-41a0-4c28-8b2c-ebf2a9e00db8","","checklist-flat","pass","ITR 007 Suspended Storm Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)","L1","Zone 2"
"8e91c84a-e6ff-427f-851a-17811280844a","","checklist-flat","not-started","ITR 007 Suspended Storm Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)","L1","Zone 3"
"5c168e3c-f3b0-4fe7-a8ef-dd8cf9b76aa4","","checklist-flat","not-started","ITR 007 Suspended Storm Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)","L1","Zone 7"
"e0beb879-54b7-4878-8d36-5b721e4e1ef1","","checklist-flat","not-started","ITR 007 Suspended Storm Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)","L1","Zone 8"
"3561afc0-1d3b-4845-bb6f-8da33d46fec9","","checklist-flat","pass","ITR 007 Suspended Storm Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)","L1","Switchboard room "
"e21ac0c1-96a3-4900-b3b5-d27173cb103a","","checklist-flat","pass","ITR 007 Suspended Storm Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)","L1","Staff carpark (site entrance side) "
"be17f159-3469-4e22-a590-49a28552b91b","","checklist-flat","pass","ITR 007 Suspended Storm Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)","L1","Staff carpark (lift side) "
"6835f02d-137b-44f2-983a-78bb3037adb7","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)","L2"
"e13c65af-6afe-47fa-9bdc-49dc86c62be8","","checklist-flat","pass","ITR 007 Suspended Storm Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Storm Water (suspended)","L2","Coles Plant"
"c4d7c513-e8cb-4008-ac9a-abf1f8679be8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Suspended Drainage Services","Sewer (suspended)"
"851af3bc-9021-4148-b27f-2f77b9357991","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Suspended Drainage Services","Sewer (suspended)","B2"
"17bd2e9b-f1aa-48f6-8821-d53e19af0ead","","checklist-flat","not-started","ITR 006 Suspended Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Sewer (suspended)","B2","Zone 1"
"19013328-8901-4fc4-b352-0e3811e54e46","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Suspended Drainage Services","Sewer (suspended)","B1"
"4f0551de-5ac9-47b5-bd37-7971b8e53d8d","","checklist-flat","work-in-progress","ITR 006 Suspended Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Sewer (suspended)","B1","Zone 1"
"14b9603d-68ed-4f3f-9b74-45d392c1593b","","checklist-flat","work-in-progress","ITR 006 Suspended Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Sewer (suspended)","B1","Zone 2"
"483d6ea1-f5e9-44f0-92e4-f682d6b74f83","","checklist-flat","not-started","ITR 006 Suspended Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Sewer (suspended)","B1","Zone 3"
"f60da95c-0fd0-4038-a199-0e7ed11aa894","","checklist-flat","work-in-progress","ITR 006 Suspended Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Sewer (suspended)","B1","Zone 6"
"6ba663d8-28bd-42a3-a4de-9fd453c8a17c","","checklist-flat","work-in-progress","ITR 006 Suspended Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Sewer (suspended)","B1","Zone 7"
"6cbbddfd-6d55-423a-a179-fdaf2c6fdb4f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Suspended Drainage Services","Sewer (suspended)","GF"
"1146e316-be05-454e-980e-2355522df2ef","","checklist-flat","work-in-progress","ITR 006 Suspended Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Sewer (suspended)","GF","Coles"
"2d14c708-7ba1-4a1b-9cc7-a0078d06d138","","checklist-flat","pass","ITR 006 Suspended Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Sewer (suspended)","GF","Zone 2"
"78d59797-4e8a-41a7-8887-8a1542cabebb","","checklist-flat","work-in-progress","ITR 006 Suspended Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Sewer (suspended)","GF","Zone 3"
"6a1a9f71-d1b5-4241-bbc2-9e2d29fdbbcf","","checklist-flat","work-in-progress","ITR 006 Suspended Sewer Drainage","checklist-flat","FALSE","FALSE","Site QA","Suspended Drainage Services","Sewer (suspended)","GF","Zone 7"
