"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b94515bf-132a-474d-ba21-b4d3e9284bf9","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off"
"a612b0ac-49da-4320-9672-0300e93a6961","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A"
"3f38383e-7ab6-44e4-91aa-491dec17085d","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1"
"d8bd945c-4168-4b90-a825-6e20192ed091","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B109)"
"8c609da8-6220-43e1-bca1-cab8cf0adeaa","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B109)","B1.A.209.D1 - Carpark Plenum"
"3621120e-9d75-4ab3-a5bc-f6d7aa11ea3d","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.184.D1 - Waste Room","HD Reed switch - 4 core (14/0.20) [B1-A-184-D1-RH]","Rough In / Fit Off Checklist"
"e8d0bb88-1940-4e27-ae27-3fecef88b9d2","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.184.D2 - Waste Room"
"dcb7e100-6519-462e-a655-b68a148c530d","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.184.D2 - Waste Room","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-184-D2-CR]"
"08285c07-d310-48cc-9af7-9505c6a114db","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.184.D2 - Waste Room","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-184-D2-CR]","Rough In / Fit Off Checklist"
"8caedd26-fb6b-4a46-af1e-954012a90e9f","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.186.D1 - Lobby"
"cbed5145-2b13-4912-87cd-8792ee6d3d56","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.186.D1 - Lobby","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-186-D1-CR]"
"2e6f8bc3-d8c8-4226-98c7-682f8833cca0","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.186.D1 - Lobby","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-186-D1-CR]","Rough In / Fit Off Checklist"
"6df08165-4bd7-484a-a0a9-7d768e7c87a0","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.186 - Lobby"
"11483667-f716-4d48-946d-92dcb29021e7","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.186 - Lobby","Reader (Lift DOP) - Wiegand 8core [B1-A-186-CR]"
"36a0a32e-b727-4a9e-a92e-f154d9cbbdd3","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.186 - Lobby","Reader (Lift DOP) - Wiegand 8core [B1-A-186-CR]","Rough In / Fit Off Checklist"
"a6b22fd3-eae7-40cb-b635-62e9447a44ef","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.253 - Service Lobby"
"824b8019-0238-4604-8178-a5f935614391","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.253 - Service Lobby","Reader (Lift DOP) - Wiegand 8core [B1-A-253-CR]"
"f92eef49-cad3-4ee3-bc46-dbc45ab31b41","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.253 - Service Lobby","Reader (Lift DOP) - Wiegand 8core [B1-A-253-CR]","Rough In / Fit Off Checklist"
"9f979a36-9043-4eff-b085-a8f7cb38e2de","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.160.D1 - Office - Receivals / Dispatch Services Manager"
"03d4f145-f83e-4728-9090-b3c22face0bb","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.160.D1 - Office - Receivals / Dispatch Services Manager","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-160-D1-CR]"
"9852e0db-599c-4792-a303-e161f8580694","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.160.D1 - Office - Receivals / Dispatch Services Manager","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-160-D1-CR]","Rough In / Fit Off Checklist"
"72e25a95-c27a-4782-9884-82036edbcce9","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.011.D1 - Store - Equipment A"
"7e9d44e1-33ba-4cd6-8438-b847c18362ea","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.011.D1 - Store - Equipment A","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-011-D1-CR]"
"0a8e6471-7b6d-4f74-9b5b-919249614a8a","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.011.D1 - Store - Equipment A","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-011-D1-CR]","Rough In / Fit Off Checklist"
"1608f3f4-752d-4a51-b4f8-c48ea36560c9","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.201.D1 - Riser"
"a6c55dee-9a7c-4710-ac9b-c51c8a3e1d07","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.201.D1 - Riser","2x Reed switch - 4 core (14/0.20) [B1-A-201-D1-RS]"
"b082f6b7-7c5d-4e39-a2aa-a007513b6b49","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.201.D1 - Riser","2x Reed switch - 4 core (14/0.20) [B1-A-201-D1-RS]","Rough In / Fit Off Checklist"
"a2249326-77ab-4a5d-a0de-a6fe44dccdd2","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.009.D1 - Bin Room With Carousels"
"3f142d66-a497-41c6-8d9e-b78e1940a88a","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.009.D1 - Bin Room With Carousels","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-009-D1-CR]"
"4a7fe10f-8d91-4dad-b695-6147ded4afe7","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.009.D1 - Bin Room With Carousels","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-009-D1-CR]","Rough In / Fit Off Checklist"
"2ac671fb-137e-434e-bb14-4eb199f8c5c3","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.182.D1 - Circulation"
"a8f497cd-1b20-4fbf-ad12-114919d39a83","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.182.D1 - Circulation","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-182-D1-CR]"
"3e12b1f7-6a2e-4af3-8f8d-e3a2062166f7","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.182.D1 - Circulation","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-182-D1-CR]","Rough In / Fit Off Checklist"
"97c5d73e-b339-471f-8cb0-20975a8ad815","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.190.D1 - Store - Equipment B"
"52979b9c-72fd-47b3-a102-eff3f19eb174","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.190.D1 - Store - Equipment B","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-190-D1-CR]"
"f51aa846-2045-422e-8b08-5a30028ddf29","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.190.D1 - Store - Equipment B","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-190-D1-CR]","Rough In / Fit Off Checklist"
"bfb3aadd-f88d-47e5-893a-1000f04e421c","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.230.D1 - Floor Distributor Room (FD-A-LB1.2)"
"e91281a1-7dec-4c14-92de-ea458beeb223","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.230.D1 - Floor Distributor Room (FD-A-LB1.2)","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-230-D1-CR]"
"d0298eb8-474d-45ff-8a48-073367acd171","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.230.D1 - Floor Distributor Room (FD-A-LB1.2)","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-230-D1-CR]","Rough In / Fit Off Checklist"
"59b2b398-1294-4c18-9167-8ed500bd0b76","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.187.D2 - Circulation - Dirty Corridor"
"3e3c7c25-66f4-4f9b-8ee6-5d445647ab6f","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.187.D2 - Circulation - Dirty Corridor","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-187-D2-CR]"
"ea362964-e825-4521-bc7b-c4ed5206f8e7","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.187.D2 - Circulation - Dirty Corridor","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-187-D2-CR]","Rough In / Fit Off Checklist"
"4b495c02-7a48-45c8-95a0-675f70162fda","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.202.D1 - Riser"
"61622e2b-bb61-4402-91ce-4f96c8f67e5b","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.202.D1 - Riser","Reed switch - 4 core (14/0.20) [B1-A-202-D1-RS]"
"7d4089c9-134f-4cef-9165-3284f5d1dd9b","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.202.D1 - Riser","Reed switch - 4 core (14/0.20) [B1-A-202-D1-RS]","Rough In / Fit Off Checklist"
"c71e130d-166c-45dd-8bcb-b3471b1f913b","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.200.D1 - Riser"
"6375e91b-d304-43e7-ba17-bef1c9fcc7a3","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.200.D1 - Riser","Reed switch - 4 core (14/0.20) [B1-A-200-D1-RS]"
"26d99e2a-3f94-4358-a034-ab3dfc892e6a","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.200.D1 - Riser","Reed switch - 4 core (14/0.20) [B1-A-200-D1-RS]","Rough In / Fit Off Checklist"
"fc09a3b3-ac46-4a3d-b170-0dfccc9767c0","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.156 - Services Lobby"
"cc0a9076-40ae-4467-bf0c-f5ae931117fd","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.156 - Services Lobby","Reader (Lift DOP) - Wiegand 8core [B1-A-156-CR]"
"410d0757-75ac-4682-8423-ae0da2fd5fe3","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.156 - Services Lobby","Reader (Lift DOP) - Wiegand 8core [B1-A-156-CR]","Rough In / Fit Off Checklist"
"aee1b968-fe40-419f-84ef-213cfe5b53d0","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.226.D1 - Electrical Distribution Room"
"b082c97c-a721-4302-8bf1-3c6f2208ad41","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.226.D1 - Electrical Distribution Room","Reed switch - 4 core (14/0.20) [B1-A-226-D1]"
"ffca2213-d321-484c-8cf8-d3f5578b7929","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.226.D1 - Electrical Distribution Room","Reed switch - 4 core (14/0.20) [B1-A-226-D1]","Rough In / Fit Off Checklist"
"3300be73-270c-42fa-806e-d7c2f8f3baec","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.006 - Sally Port - Pharmacy"
"d2f3a509-5437-447f-864f-c536417b5da6","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.006 - Sally Port - Pharmacy","Video Intercom - CAT 6"
"d9eb3db7-617d-4432-802b-4044e6dd2401","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.006 - Sally Port - Pharmacy","Video Intercom - CAT 6","Rough In / Fit Off Checklist"
"21760918-c8eb-4606-b986-cbc76868eb21","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.006.D2 - Sally Port - Pharmacy"
"0c97bce1-2a99-41aa-95a2-d74ff162537d","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.006.D2 - Sally Port - Pharmacy","Reader (Keypad) - RS485 Twisted Shielded Pair (4core) [B1-A-006-D2-CR]"
"889c2ba6-9ed4-413f-a0a9-fb8baa23f020","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.006.D2 - Sally Port - Pharmacy","Reader (Keypad) - RS485 Twisted Shielded Pair (4core) [B1-A-006-D2-CR]","Rough In / Fit Off Checklist"
"5f4acfb7-2f71-4306-8ecd-34f796e6d550","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.006.D1 - Sally Port - Pharmacy"
"5d6b69eb-56e9-4524-a48d-91a575c124f2","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.006.D1 - Sally Port - Pharmacy","Autodoor - 4 Core (14/0.20) [B1-A-006-D1]"
"96c73eeb-0593-4bc8-ad4a-b00d05357f5e","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.006.D1 - Sally Port - Pharmacy","Autodoor - 4 Core (14/0.20) [B1-A-006-D1]","Rough In / Fit Off Checklist"
"e2ad74be-67d4-4a3f-82ac-d0df98d51454","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.001.D1 - General Staging"
"6a37b906-bbe9-4383-baf6-5043733ac2c7","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.001.D1 - General Staging","Reed switch - 4 core (14/0.20) [B1-A-001-D1]"
"82da8b0b-cd85-44bf-9508-20f4162ce0c3","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.001.D1 - General Staging","Reed switch - 4 core (14/0.20) [B1-A-001-D1]","Rough In / Fit Off Checklist"
"7fbd1fe8-d25a-4487-b494-693b6bed6428","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.B.239.D1 - General Staging"
"6863e1e9-4a3d-4aa5-91f3-99db9b99a54d","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.B.239.D1 - General Staging","2x Reed switch - 4 core (14/0.20) [B1-B-239-D1]"
"90cac5bd-c1c8-4ec0-a0c1-aa89be083973","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.B.239.D1 - General Staging","2x Reed switch - 4 core (14/0.20) [B1-B-239-D1]","Rough In / Fit Off Checklist"
"622f6c38-ffb5-4e17-b373-fcad7f7e5004","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.012 - Gas Bottle Store"
"6298da9d-2bbc-45b3-8169-60801f0c662a","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.012 - Gas Bottle Store","Reed switch - 4 core (14/0.20) [B1-A-012]"
"c0ebd358-281e-49b5-9104-00a9accafcf0","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.012 - Gas Bottle Store","Reed switch - 4 core (14/0.20) [B1-A-012]","Rough In / Fit Off Checklist"
"529cce02-4296-4373-8f97-9cc9e36fd128","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.013 - Gas Bottle Empty"
"f0f25fbd-beea-4ff9-884c-e6ca613c2d12","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.013 - Gas Bottle Empty","2x Reed switch - 4 core (14/0.20) [B1-A-013]"
"53890aa8-d27a-4a9b-8901-2e9df2123522","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.013 - Gas Bottle Empty","2x Reed switch - 4 core (14/0.20) [B1-A-013]","Rough In / Fit Off Checklist"
"73f2cc66-a485-44e9-98f4-dbab32c2f170","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.015 - Medical Gas Plant"
"e0be70db-64e5-4954-8651-c289ab854267","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.015 - Medical Gas Plant","2x Reed switch - 4 core (14/0.20) [B1-A-015]"
"2d2bc9ea-6904-4462-8da7-bcb7e3aa1115","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.015 - Medical Gas Plant","2x Reed switch - 4 core (14/0.20) [B1-A-015]","Rough In / Fit Off Checklist"
"0c7e0817-7b49-4d6f-aae3-508281371467","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.016 - Store Gas Bottle"
"e58c137d-5e36-4ddd-b6ec-43412524e5ff","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.016 - Store Gas Bottle","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-016]"
"a3aeb070-5b81-4e82-9767-689b067a76ee","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.A.016 - Store Gas Bottle","Reader - RS485 Twisted Shielded Pair (4core) [B1-A-016]","Rough In / Fit Off Checklist"
"ba503697-b394-43a5-b953-379cc00af689","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.B.181.D2 - Service Lobby"
"3dfc567b-cc10-43d3-a8c7-cd72994eab7e","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.B.181.D2 - Service Lobby","Reader - RS485 Twisted Shielded Pair (4core) [B1-B-181-D2]"
"180d2596-060e-4e71-a1fc-bb4e2c87d869","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.B.181.D2 - Service Lobby","Reader - RS485 Twisted Shielded Pair (4core) [B1-B-181-D2]","Rough In / Fit Off Checklist"
"8df36cda-a2a9-42b7-824f-16af9539c3bc","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.B.181.D1 - Circulation"
"664ecf06-2292-47fe-9edd-811ff18cf441","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.B.181.D1 - Circulation","Reader - RS485 Twisted Shielded Pair (4core) [B1-B-181-D1]"
"c5aa2561-d059-4890-808c-b1b8b501e48c","","checklist-sectioned","","Rough In / Fit Off Checklist","checklist","FALSE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.B.181.D1 - Circulation","Reader - RS485 Twisted Shielded Pair (4core) [B1-B-181-D1]","Rough In / Fit Off Checklist"
"49d1dcd0-6a26-4bd0-8852-54a96e6a1767","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.B.192.D1 - Carpark"
"3998953f-b6b6-4336-ab9b-b5a1147a4b9d","","folder-normal","","","step","TRUE","FALSE","Rough In / Fit Off","Building A","B1","B1.A.230 (2B110)","B1.B.192.D1 - Carpark","Reader - RS485 Twisted Shielded Pair (4core) [B1-B-192-D1]"
