type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,EGM_Ver1.0_08.09.23_CEILING & ITEMS IN MODULE PHOTOS/Record Collection/ ,,,,,,EGM_Ver1.0_08.09.23_CEILING & ITEMS IN MODULE PHOTOS/Record Collection/ B,2447312b-a6c1-4045-a31c-aeb745ab2768
section,Document / Attachment / Link / Photo,,,,,,,
checkpoint,Records,,,,,,,
,,,,,,,,
checklist,EGM_Ver1.0_11.09.23_POST LANDED MODULE PHOTOS/Record Collection/ ,,,,,,EGM_Ver1.0_11.09.23_POST LANDED MODULE PHOTOS/Record Collection/ ,39e0cb99-02d7-4034-a26e-f10eefeb3080
section,Document / Attachment / Link / Photo,,,,,,,
checkpoint,Records,,,,,,,
