Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,
5723a349-c286-577d-9948-ff7771ca110b,,work-in-progress,881e3282b15be91998a639653dc7aa72f19f92dabf3e23a860a89011bf305290:45e8814a-82cf-423b-a9fd-c3a56e777229,section,FALSE,FALSE,Site QA,Pre nail framing Checklist (Sample) ,Details,,,,
ad0ca629-db2b-5986-8866-64044dfeec11,,work-in-progress,881e3282b15be91998a639653dc7aa72f19f92dabf3e23a860a89011bf305290:45e8814a-82cf-423b-a9fd-c3a56e777229,section,FALSE,FALSE,Site QA,Level 0 ,Zone 1 ,Zone 1A,MC 2 (016) ,Pre-Nail Framing Checklist,Details
404fed54-8724-50d6-be74-cb798eb9761b,,work-in-progress,881e3282b15be91998a639653dc7aa72f19f92dabf3e23a860a89011bf305290:45e8814a-82cf-423b-a9fd-c3a56e777229,section,FALSE,FALSE,Site QA,Level 0 ,Zone 1 ,Zone 1A,MC 2 (017) ,Pre Nail Framing Checklist,Details
b2f62180-6327-5859-9f89-f9ebe1b6ee2a,,work-in-progress,881e3282b15be91998a639653dc7aa72f19f92dabf3e23a860a89011bf305290:45e8814a-82cf-423b-a9fd-c3a56e777229,section,FALSE,FALSE,Site QA,Level 0 ,Zone 1 ,Zone 1A,MC 1 (015) ,Pre Nail Framing Checklist,Details
e1f5e3ab-eb42-5d9a-997a-04c9a94bf566,,work-in-progress,881e3282b15be91998a639653dc7aa72f19f92dabf3e23a860a89011bf305290:45e8814a-82cf-423b-a9fd-c3a56e777229,section,FALSE,FALSE,Site QA,Level 0 ,Zone 1 ,Zone 1A,ST1 (1022) ,Pre Nail Framing Checklist,Details
93d6490c-1bd6-51ad-b992-aca04a70b475,,work-in-progress,881e3282b15be91998a639653dc7aa72f19f92dabf3e23a860a89011bf305290:45e8814a-82cf-423b-a9fd-c3a56e777229,section,FALSE,FALSE,Site QA,Level 0 ,Zone 1 ,Zone 1A,MC 2 (014) ,Pre Nail Framing Checklist,Details
843ca74f-eac2-5422-98a6-14e8f0b0ba66,,work-in-progress,881e3282b15be91998a639653dc7aa72f19f92dabf3e23a860a89011bf305290:45e8814a-82cf-423b-a9fd-c3a56e777229,section,FALSE,FALSE,Site QA,Level 0 ,Zone 1 ,Zone 1A, DRUGS RM 1 (1021) ,Pre Nail Framing Checklist,Details
aab929fb-d8c6-5cfb-bac4-7dc811ca30cd,,work-in-progress,881e3282b15be91998a639653dc7aa72f19f92dabf3e23a860a89011bf305290:45e8814a-82cf-423b-a9fd-c3a56e777229,section,FALSE,FALSE,Site QA,Level 0 ,Zone 1 ,Zone 1A,MC 4 (013) ,Pre Nail Framing Checklist,Details
d21d8d1b-e795-5ef7-9627-7471f59f0e3e,,work-in-progress,881e3282b15be91998a639653dc7aa72f19f92dabf3e23a860a89011bf305290:45e8814a-82cf-423b-a9fd-c3a56e777229,section,FALSE,FALSE,Site QA,Level 0 ,Zone 1 ,Zone 1A,ACTIVITES STORE (1023) ,Pre Nail Framing Checklist,Details
d7987a17-5a13-598c-845e-5eb34b3dd5cb,,work-in-progress,881e3282b15be91998a639653dc7aa72f19f92dabf3e23a860a89011bf305290:45e8814a-82cf-423b-a9fd-c3a56e777229,section,FALSE,FALSE,Site QA,Level 0 ,Zone 1 ,Zone 1A,ACC. WC1 (1024) ,Pre Nail Framing Checklist,Details
e35471b8-d2f2-5a21-b6fd-87016537ca2a,,work-in-progress,881e3282b15be91998a639653dc7aa72f19f92dabf3e23a860a89011bf305290:45e8814a-82cf-423b-a9fd-c3a56e777229,section,FALSE,FALSE,Site QA,Level 0 ,Zone 1 ,Zone 1A,KITCHENETTE 1 (1025) ,Pre Nail Framing Checklist,Details
6cbcf3c0-e0a6-5bf8-a7a2-dff9a0ebdd66,,work-in-progress,881e3282b15be91998a639653dc7aa72f19f92dabf3e23a860a89011bf305290:45e8814a-82cf-423b-a9fd-c3a56e777229,section,FALSE,FALSE,Site QA,Level 0 ,Zone 1 ,Zone 1A,CORRIDOR (1019),Pre nail framing Checklist,Details
66093d31-0bb9-5c63-a6a9-8f04e970eaf4,,not-started,881e3282b15be91998a639653dc7aa72f19f92dabf3e23a860a89011bf305290:45e8814a-82cf-423b-a9fd-c3a56e777229,section,FALSE,FALSE,Site QA,Level 0 ,Zone 1 ,Zone 1A,Pre nail framing Checklist,Details,
19e90c98-59f1-52de-b83b-37e69b0591d1,,work-in-progress,881e3282b15be91998a639653dc7aa72f19f92dabf3e23a860a89011bf305290:45e8814a-82cf-423b-a9fd-c3a56e777229,section,FALSE,FALSE,Site QA,Level 0 ,Zone 1 ,Zone 1B ,MC2 (018),Pre Nail Framing Checklist,Details
