Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Residential Lobbies & Corridors – Fire Detection & EWIS,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Building A,grouping,Building A,,,
,,Ground Floor - Lobby,,Lobby,Ground Floor,Building A,Site QA
,,Level 1 - Lobby,,Lobby,Level 1,Building A,Site QA
,,Level 2 - Lobby,,Lobby,Level 2,Building A,Site QA
,,Level 3 - Lobby,,Lobby,Level 3,Building A,Site QA
,,Level 4 - Lobby,,Lobby,Level 4,Building A,Site QA
,,Level 5 - Lobby,,Lobby,Level 5,Building A,Site QA
,,Level 6 - Lobby,,Lobby,Level 6,Building A,Site QA
,,Level 7 - Lobby,,Lobby,Level 7,Building A,Site QA
,,Building B,grouping,Building B,,,
,,Ground Floor - Lobby,,Lobby,Ground Floor,Building B,Site QA
,,Level 1 - Lobby,,Lobby,Level 1,Building B,Site QA
,,Level 2 - Lobby,,Lobby,Level 2,Building B,Site QA
,,Level 3 - Lobby,,Lobby,Level 3,Building B,Site QA
,,Level 4 - Lobby,,Lobby,Level 4,Building B,Site QA
,,Level 5 - Lobby,,Lobby,Level 5,Building B,Site QA
,,Level 6 - Lobby,,Lobby,Level 6,Building B,Site QA
,,Level 7 - Lobby,,Lobby,Level 7,Building B,Site QA
,,Building C,grouping,Building C,,,
,,Ground Floor,,Lobby,Ground Floor,Building C,Site QA
,,Level 1 - Lobby,,Lobby,Level 1,Building C,Site QA
,,Level 2 - Lobby,,Lobby,Level 2,Building C,Site QA
,,Level 3 - Lobby,,Lobby,Level 3,Building C,Site QA
,,Level 4 - Lobby,,Lobby,Level 4,Building C,Site QA
,,Level 5 - Lobby,,Lobby,Level 5,Building C,Site QA
,,Level 6 - Lobby,,Lobby,Level 6,Building C,Site QA
,,Level 7 - Lobby,,Lobby,Level 7,Building C,Site QA
,,Building D,grouping,Building D,,,
,,Ground Floor - Lobby,,Lobby,Ground Floor,Building D,Site QA
,,Level 1 - Lobby,,Lobby,Level 1,Building D,Site QA
,,Level 2 - Lobby,,Lobby,Level 2,Building D,Site QA
,,Level 3 - Lobby,,Lobby,Level 3,Building D,Site QA
,,Level 4 - Lobby,,Lobby,Level 4,Building D,Site QA
,,Level 5 - Lobby,,Lobby,Level 5,Building D,Site QA
,,Level 6 - Lobby,,Lobby,Level 6,Building D,Site QA
,,Level 7 - Lobby,,Lobby,Level 7,Building D,Site QA
,Columns,,,,,,
,,Install cables to risers,,Install cables to risers,,,
,,Rough - cables for smoke detectors,,Rough - cables for smoke detectors,,,
,,Rough - in cables for speakers,,Rough - in cables for speakers,,,
,,"Are cables required to be roughed-in, inside walls",,"Are cables required to be roughed-in, inside walls",,,
,,Carry out continuity test,,Carry out continuity test,,,
,,Acoustic & fire rating sealing of penetrations,,Acoustic & fire rating sealing of penetrations,,,
,,Cut-outs for speakers & detectors in ceiling prior to painting,,Cut-outs for speakers & detectors in ceiling prior to painting,,,
,,Fit - off speakers & detectors to ceiling,,Fit - off speakers & detectors to ceiling,,,
,,"Fit - off WIP, BGA & door holders",,"Fit - off WIP, BGA & door holders",,,
,,FINAL - Can proceed with work(s),,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,
,,,,,,,
Residential Unit Sign Off Sheet – Fire Detection & EWIS,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Basements,grouping,Basements,,,
,,Basement 2,,Basement 2,Site QA,,
,,Basement 1,,Basement 1,Site QA,,
,,Building A - Ground Floor,grouping,Building A - Ground Floor,,,
,,AG.01,,AG.01,Ground Floor,Building A,Site QA
,,AG.02,,AG.02,Ground Floor,Building A,Site QA
,,AG.03,,AG.03,Ground Floor,Building A,Site QA
,,AG.04,,AG.04,Ground Floor,Building A,Site QA
,,AG.05,,AG.05,Ground Floor,Building A,Site QA
,,AG.06,,AG.06,Ground Floor,Building A,Site QA
,,AG.07,,AG.07,Ground Floor,Building A,Site QA
,,AG.08,,AG.08,Ground Floor,Building A,Site QA
,,AG.09,,AG.09,Ground Floor,Building A,Site QA
,,AG.10,,AG.10,Ground Floor,Building A,Site QA
,,AG.11,,AG.11,Ground Floor,Building A,Site QA
,,AG.12,,AG.12,Ground Floor,Building A,Site QA
,,Building A - Level 1,grouping,Building A - Level 1,,,
,,A1.01,,A1.01,Level 1,Building A,Site QA
,,A1.02,,A1.02,Level 1,Building A,Site QA
,,A1.03,,A1.03,Level 1,Building A,Site QA
,,A1.04,,A1.04,Level 1,Building A,Site QA
,,A1.05,,A1.05,Level 1,Building A,Site QA
,,A1.06,,A1.06,Level 1,Building A,Site QA
,,A1.07,,A1.07,Level 1,Building A,Site QA
,,A1.08,,A1.08,Level 1,Building A,Site QA
,,A1.09,,A1.09,Level 1,Building A,Site QA
,,A1.10,,A1.10,Level 1,Building A,Site QA
,,A1.11,,A1.11,Level 1,Building A,Site QA
,,A1.12,,A1.12,Level 1,Building A,Site QA
,,Building A - Level 2,grouping,Building A - Level 2,Level 2,Building A,Site QA
,,A2.01,,A2.01,Level 2,Building A,Site QA
,,A2.02,,A2.02,Level 2,Building A,Site QA
,,A2.03,,A2.03,Level 2,Building A,Site QA
,,A2.04,,A2.04,Level 2,Building A,Site QA
,,A2.05,,A2.05,Level 2,Building A,Site QA
,,A2.06,,A2.06,Level 2,Building A,Site QA
,,A2.07,,A2.07,Level 2,Building A,Site QA
,,A2.08,,A2.08,Level 2,Building A,Site QA
,,A2.09,,A2.09,Level 2,Building A,Site QA
,,A2.10,,A2.10,Level 2,Building A,Site QA
,,A2.11,,A2.11,Level 2,Building A,Site QA
,,A2.12,,A2.12,Level 2,Building A,Site QA
,,Building A - Level 3,grouping,Building A - Level 3,,,
,,A3.01,,A3.01,Level 3,Building A,Site QA
,,A3.02,,A3.02,Level 3,Building A,Site QA
,,A3.03,,A3.03,Level 3,Building A,Site QA
,,A3.04,,A3.04,Level 3,Building A,Site QA
,,A3.05,,A3.05,Level 3,Building A,Site QA
,,A3.06,,A3.06,Level 3,Building A,Site QA
,,A3.07,,A3.07,Level 3,Building A,Site QA
,,A3.08,,A3.08,Level 3,Building A,Site QA
,,A3.09,,A3.09,Level 3,Building A,Site QA
,,A3.10,,A3.10,Level 3,Building A,Site QA
,,Building A - Level 4,grouping,Building A - Level 4,,,
,,A4.01,,A4.01,Level 4,Building A,Site QA
,,A4.02,,A4.02,Level 4,Building A,Site QA
,,A4.03,,A4.03,Level 4,Building A,Site QA
,,A4.04,,A4.04,Level 4,Building A,Site QA
,,A4.05,,A4.05,Level 4,Building A,Site QA
,,A4.06,,A4.06,Level 4,Building A,Site QA
,,A4.07,,A4.07,Level 4,Building A,Site QA
,,A4.08,,A4.08,Level 4,Building A,Site QA
,,A4.09,,A4.09,Level 4,Building A,Site QA
,,A4.10,,A4.10,Level 4,Building A,Site QA
,,Building A - Level 5,grouping,Building A - Level 5,,,
,,A5.01,,A5.01,Level 5,Building A,Site QA
,,A5.02,,A5.02,Level 5,Building A,Site QA
,,A5.03,,A5.03,Level 5,Building A,Site QA
,,A5.04,,A5.04,Level 5,Building A,Site QA
,,A5.05,,A5.05,Level 5,Building A,Site QA
,,A5.06,,A5.06,Level 5,Building A,Site QA
,,A5.07,,A5.07,Level 5,Building A,Site QA
,,A5.08,,A5.08,Level 5,Building A,Site QA
