Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,,
,,Internals,expanded,Door & Frames,Internals,5.102,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.103,grouping,Level 1 - 5.103,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.103,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.103,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.104,grouping,Level 1 - 5.104,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.104,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.104,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.105,grouping,Level 1 - 5.105,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.105,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.105,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.106,grouping,Level 1 - 5.106,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.106,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.106,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.107,grouping,Level 1 - 5.107,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.107,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.107,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.108,grouping,Level 1 - 5.108,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.108,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.108,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.109,grouping,Level 1 - 5.109,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.109,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.109,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.110,grouping,Level 1 - 5.110,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.110,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.110,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.111,grouping,Level 1 - 5.111,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.111,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.111,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.112,grouping,Level 1 - 5.112,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.112,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.112,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.113,grouping,Level 1 - 5.113,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.113,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.113,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.114,grouping,Level 1 - 5.114,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.114,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.114,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.115,grouping,Level 1 - 5.115,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.115,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.115,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.116,grouping,Level 1 - 5.116,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.116,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.116,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.117,grouping,Level 1 - 5.117,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.117,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.117,Level 1,Building 5,Doors & Frames,Site QA
,,Level 1 - 5.118,grouping,Level 1 - 5.118,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.118,Level 1,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.118,Level 1,Building 5,Doors & Frames,Site QA
,,Level 2 - Common Areas,dynamic,Common Areas,Level 2,Building 5,Doors & Frames,Site QA,,
,,Level 2 - 5.201,grouping,Level 2 - 5.201,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.201,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.201,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.202,grouping,Level 2 - 5.202,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.202,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.202,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.203,grouping,Level 2 - 5.203,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.203,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.203,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.204,grouping,Level 2 - 5.204,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.204,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.204,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.205,grouping,Level 2 - 5.205,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.205,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.205,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.206,grouping,Level 2 - 5.206,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.206,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.206,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.207,grouping,Level 2 - 5.207,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.207,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.207,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.208,grouping,Level 2 - 5.208,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.208,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.208,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.209,grouping,Level 2 - 5.209,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.209,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.209,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.210,grouping,Level 2 - 5.210,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.210,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.210,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.211,grouping,Level 2 - 5.211,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.211,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.211,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.212,grouping,Level 2 - 5.212,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.212,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.212,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.213,grouping,Level 2 - 5.213,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.213,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.213,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.214,grouping,Level 2 - 5.214,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.214,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.214,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.215,grouping,Level 2 - 5.215,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.215,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.215,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.216,grouping,Level 2 - 5.216,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.216,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.216,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.217,grouping,Level 2 - 5.217,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.217,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.217,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.218,grouping,Level 2 - 5.218,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.218,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.218,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.219,grouping,Level 2 - 5.219,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.219,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.219,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.220,grouping,Level 2 - 5.220,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.220,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.220,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.221,grouping,Level 2 - 5.221,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.221,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.221,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.222,grouping,Level 2 - 5.222,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.222,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.222,Level 2,Building 5,Doors & Frames,Site QA
,,Level 2 - 5.223 ,grouping,Level 2 - 5.223 ,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.223,Level 2,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.223,Level 2,Building 5,Doors & Frames,Site QA
,,Level 3 - Common Areas,dynamic,Common Areas,Level 3,Building 5,Doors & Frames,Site QA,,
,,Level 3 - 5.301,grouping,Level 3 - 5.301,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.301,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.301,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.302,grouping,Level 3 - 5.302,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.302,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.302,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.303,grouping,Level 3 - 5.303,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.303,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.303,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.304,grouping,Level 3 - 5.304,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.304,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.304,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.305,grouping,Level 3 - 5.305,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.305,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.305,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.306,grouping,Level 3 - 5.306,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.306,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.306,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.307,grouping,Level 3 - 5.307,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.307,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.307,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.308,grouping,Level 3 - 5.308,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.308,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.308,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.309,grouping,Level 3 - 5.309,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.309,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.309,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.310,grouping,Level 3 - 5.310,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.310,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.310,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.311,grouping,Level 3 - 5.311,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.311,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.311,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.312,grouping,Level 3 - 5.312,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.312,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.312,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.313,grouping,Level 3 - 5.313,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.313,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.313,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.314,grouping,Level 3 - 5.314,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.314,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.314,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.315,grouping,Level 3 - 5.315,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.315,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.315,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.316,grouping,Level 3 - 5.316,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.316,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.316,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.317,grouping,Level 3 - 5.317,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.317,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.317,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.318,grouping,Level 3 - 5.318,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.318,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.318,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.319,grouping,Level 3 - 5.319,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.319,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.319,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.320,grouping,Level 3 - 5.320,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.320,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.320,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.321,grouping,Level 3 - 5.321,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.321,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.321,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.322,grouping,Level 3 - 5.322,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.322,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.322,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.323,grouping,Level 3 - 5.323 ,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.323,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.323,Level 3,Building 5,Doors & Frames,Site QA
,,Level 3 - 5.324,grouping,Level 3 - 5.324,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.324,Level 3,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.324,Level 3,Building 5,Doors & Frames,Site QA
,,Level 4 - Common Areas,dynamic,Common Areas,Level 4,Building 5,Doors & Frames,Site QA,,
,,Level 4 - 5.401,grouping,Level 4 - 5.401,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.401,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.401,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.402,grouping,Level 4 - 5.402,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.402,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.402,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.403,grouping,Level 4 - 5.403,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.403,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.403,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.404,grouping,Level 4 - 5.404,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.404,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.404,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.405,grouping,Level 4 - 5.405,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.405,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.405,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.406,grouping,Level 4 - 5.406,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.406,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.406,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.407,grouping,Level 4 - 5.407,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.407,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.407,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.408,grouping,Level 4 - 5.408,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.408,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.408,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.409,grouping,Level 4 - 5.409,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.409,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.409,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.410,grouping,Level 4 - 5.410,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.410,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.410,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.411,grouping,Level 4 - 5.411,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.411,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.411,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.412,grouping,Level 4 - 5.412,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.412,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.412,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.413,grouping,Level 4 - 5.413,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.413,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.413,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.414,grouping,Level 4 - 5.414,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.414,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.414,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.415,grouping,Level 4 - 5.415,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.415,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.415,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.416,grouping,Level 4 - 5.416,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.416,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.416,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.417,grouping,Level 4 - 5.417,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.417,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.417,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.418,grouping,Level 4 - 5.418,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.418,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.418,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.419,grouping,Level 4 - 5.419,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.419,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.419,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.420,grouping,Level 4 - 5.420,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.420,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.420,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.421,grouping,Level 4 - 5.421,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.421,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.421,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.422,grouping,Level 4 - 5.422,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.422,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.422,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.423 ,grouping,Level 4 - 5.423 ,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.423,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.423,Level 4,Building 5,Doors & Frames,Site QA
,,Level 4 - 5.424,grouping,Level 4 - 5.424,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.424,Level 4,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.424,Level 4,Building 5,Doors & Frames,Site QA
,,Level 5 - Common Areas,dynamic,Common Areas,Level 5,Building 5,Doors & Frames,Site QA,,
,,Level 5 - 5.501,grouping,Level 5 - 5.501,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.501,Level 5,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.501,Level 5,Building 5,Doors & Frames,Site QA
,,Level 5 - 5.502,grouping,Level 5 - 5.502,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.502,Level 5,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.502,Level 5,Building 5,Doors & Frames,Site QA
,,Level 5 - 5.503,grouping,Level 5 - 5.503,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.503,Level 5,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.503,Level 5,Building 5,Doors & Frames,Site QA
,,Level 5 - 5.504,grouping,Level 5 - 5.504,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.504,Level 5,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.504,Level 5,Building 5,Doors & Frames,Site QA
,,Level 5 - 5.505,grouping,Level 5 - 5.505,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.505,Level 5,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.505,Level 5,Building 5,Doors & Frames,Site QA
,,Level 5 - 5.506,grouping,Level 5 - 5.506,,,,,,
,,Entry,expanded,Door & Frames,Entry,5.506,Level 5,Building 5,Doors & Frames,Site QA
,,Internals,expanded,Door & Frames,Internals,5.506,Level 5,Building 5,Doors & Frames,Site QA
,,Level 5 - 5.507,grouping,Level 5 - 5.507,,,,,,
