Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,
80908574-ddde-446e-b7b1-e6fd1a7d4d9e,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,305,Balcony,Balcony Waterproofing
09fc7cca-9b0d-4db8-a3f5-f7c2328b1e25,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,306,Balcony,Balcony Waterproofing
81cf8e8a-a369-4d9a-8e29-5ba284f9a2c8,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,307,Balcony,Balcony Waterproofing
15f70512-a4ec-4e1d-9c02-b1c57e7bfaa3,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,308,Balcony,Balcony Waterproofing
b239b732-3439-424d-b424-b41743077600,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,309,Balcony,Balcony Waterproofing
b6246414-e153-4ac2-88a5-ce6c557b18bf,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 3,310,Balcony,Balcony Waterproofing
fcb1e7c8-c4c6-444c-841e-4b0a7d0833e4,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,401,Balcony,Balcony Waterproofing
e67f7109-2534-4e27-9cc2-2e26d1de172a,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,402,Balcony,Balcony Waterproofing
f28193f6-381d-496b-8e75-7c6448997fce,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,403,Balcony,Balcony Waterproofing
ed30564a-0c17-488e-9fcc-0ba21ef21e6a,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,404,Balcony,Balcony Waterproofing
b06ce608-9cea-4820-9b52-874a329f8382,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,405,Balcony,Balcony Waterproofing
d160a42b-ece8-42c6-b24b-7caea9621123,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,406,Balcony,Balcony Waterproofing
ffbc4b5e-c7b2-46d3-a4a6-aa8c24e68adc,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,407,Balcony,Balcony Waterproofing
43e5c761-2b18-4f26-bede-e6f53755be86,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,408,Balcony,Balcony Waterproofing
455e8f5f-27f6-4d25-8918-3e1fcb540db0,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,409,Balcony,Balcony Waterproofing
a46ae756-3f8c-4982-a5af-f532831c54d5,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 4,410,Balcony,Balcony Waterproofing
fd1b29da-8d21-4fb0-8e62-4f6d806f784f,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 5,501,Balcony,Balcony Waterproofing
c4c542cd-0c49-459a-ab6d-3e5ec1266ecd,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 5,502,Balcony,Balcony Waterproofing
a683e280-a20c-4820-a9cb-0259064d8f79,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 5,503,Balcony,Balcony Waterproofing
75b7fba5-9efc-4f42-976e-f7ac4f3d6f3f,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 5,504,Balcony,Balcony Waterproofing
349aefc5-f4b9-4ecb-bf34-0cea236bc952,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 5,505,Balcony,Balcony Waterproofing
8f036a52-963b-497c-8e0e-618062bcd464,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 5,506,Balcony,Balcony Waterproofing
1c991de5-91fd-4d8f-8dc3-ace34adf587e,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 5,507,Balcony,Balcony Waterproofing
acd3caa5-95f7-4f06-8bc4-82d49c120508,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 5,508,Balcony,Balcony Waterproofing
ced7d333-198f-4e53-aab5-e862c0c251ca,,checklist-flat,not-started,Balcony Waterproofing,checklist-flat,FALSE,FALSE,Site QA,Fit Out,Building A,Level 5,509,Balcony,Balcony Waterproofing
