Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
STAGE 1 - ZONE 1D - Overall Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,1) ITP-001 - Subgrade Works,dynamic,1) ITP-001 - Subgrade Works,ZONE 1D,STAGE 1,Construction
,,2) ITP-002 - Flexible Pavement Works,dynamic,2) ITP-002 - Flexible Pavement Works,ZONE 1D,STAGE 1,Construction
,,3) ITP-003 - Asphalt & Sealing Works,dynamic,3) ITP-003 - Asphalt & Sealing Works,ZONE 1D,STAGE 1,Construction
,,4) ITP-004 - Concrete Pavements Works,dynamic,4) ITP-004 - Concrete Pavements Works,ZONE 1D,STAGE 1,Construction
,,5) ITP-005 - Kerb and Channel Works,dynamic,5) ITP-005 - Kerb and Channel Works,ZONE 1D,STAGE 1,Construction
,,6) ITP-006 - Stormwater Works,dynamic,6) ITP-006 - Stormwater Works,ZONE 1D,STAGE 1,Construction
,,7) ITP-007 - Subsurface Drainage Works,dynamic,7) ITP-007 - Subsurface Drainage Works,ZONE 1D,STAGE 1,Construction
,,8) Insitu Concrete Elements Works,dynamic,8) Insitu Concrete Elements Works,ZONE 1D,STAGE 1,Construction
,,9) Tactiles Works,dynamic,9) Tactiles Works,ZONE 1D,STAGE 1,Construction
,,10) ITP-010 - Street Furniture Works,dynamic,10) ITP-010 - Street Furniture Works,ZONE 1D,STAGE 1,Construction
,,11) ITP-011 - Landscaping Works,dynamic,11) ITP-011 - Landscaping Works,ZONE 1D,STAGE 1,Construction
,,12) ITP-012 - Stratavault Works,dynamic,12) ITP-012 - Stratavault Works,ZONE 1D,STAGE 1,Construction
,,13) ITP-013- Walls and footings Works,dynamic,13) ITP-013- Walls and footings Works,ZONE 1D,STAGE 1,Construction
,,14) ITP-014 - Bus Shelter Works,dynamic,14) ITP-014 - Bus Shelter Works,ZONE 1D,STAGE 1,Construction
,,15) ITP-015 - Heritage Works Works,dynamic,15) ITP-015 - Heritage Works Works,ZONE 1D,STAGE 1,Construction
,,16) ITP-016 - GPT Works,dynamic,16) ITP-016 - GPT Works,ZONE 1D,STAGE 1,Construction
,,17) ITP-017 - Traffic Signals Works,dynamic,17) ITP-017 - Traffic Signals Works,ZONE 1D,STAGE 1,Construction
,,18) ITP-018 - Public Lighting Works,dynamic,18) ITP-018 - Public Lighting Works,ZONE 1D,STAGE 1,Construction
,,19) ITP-019 - Cladding Works,dynamic,19) ITP-019 - Cladding Works,ZONE 1D,STAGE 1,Construction
,,20) ITP-020 - Paving Works,dynamic,20) ITP-020 - Paving Works,ZONE 1D,STAGE 1,Construction
,,21) ITP-021 - Precast Concrete,dynamic,21) ITP-021 - Precast Concrete,ZONE 1D,STAGE 1,Construction
,,22) ITP-022 - Linemarking Works,dynamic,22) ITP-022 - Linemarking Works,ZONE 1D,STAGE 1,Construction
,,23) ITP-023 - Signage Works,dynamic,23) ITP-023 - Signage Works,ZONE 1D,STAGE 1,Construction
,,24) ITP-024 - Handrails & Balustrades Works,dynamic,24) ITP-024 - Handrails & Balustrades Works,ZONE 1D,STAGE 1,Construction
,,25) ITP-025 - Drinking Fountain Works,dynamic,25) ITP-025 - Drinking Fountain Works,ZONE 1D,STAGE 1,Construction
,Columns,,,,,,
,,Overall Progress Status,,ZONE 1D,,,
,,,,,,,
STAGE 1 - ZONE 1G - Overall Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,1G - FP4 #1 (AMBO ENTRY),dynamic,1G - FP4 #1 (AMBO ENTRY),ZONE 1G,STAGE 1,Construction
,,SYM-PURL-PUL-1G-1,dynamic,SYM-PURL-PUL-1G-1,ZONE 1G,STAGE 1,Construction
,,SYM-PURL-TRS-1G-1,dynamic,SYM-PURL-TRS-1G-1,ZONE 1G,STAGE 1,Construction
,,SYM-PURL-PUL-1G-2,dynamic,SYM-PURL-PUL-1G-2,ZONE 1G,STAGE 1,Construction
,,1G - FP4 #2,dynamic,1G - FP4 #2,ZONE 1G,STAGE 1,Construction
,Columns,,,,,,
,,Overall Progress Status,,ZONE 1G,,,
