type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Askin Roof,,,,,,Askin Roof Checklist
section,Details,,,,,,
checkpoint,Steel Sign Off,,,,,,
checkpoint,RFS-10 100mm Askin Metric Volcore panel Evening Haze (ribbed surfmist soffit),,,,,,
checkpoint,Evening Haze Hex head Screws with bonded washer,,,,,,
checkpoint,Butyl tape installed to laps of Askin,,,,,,
checkpoint,Gutter Flashing covering Askin core,,,,,,
,,,,,,,
checklist,Metal Deck Roof,,,,,,Metal Deck Roof Checklist
section,Details,,,,,,
checkpoint,RFS-20 Kliplok 700 .48bmt Monument,,,,,,
checkpoint,Roof wire,,,,,,
checkpoint,Sisalation under roof (nominated in RFS-01),,,,,,
checkpoint,RWS-06 300mm Stainless steel eaves gutter ,,,,,,
checkpoint,RWS-05 150mm Monument downpipe ,,,,,,
checkpoint,RFS-21 Monument Capping,,,,,,
,,,,,,,
checklist,Askin Wall,,,,,,Askin Wall Checklist
section,Details,,,,,,
checkpoint,LEX-08 100mm Askin Vivid Volcore panel Pale Eucalypt Transform profile (ribbed surfmist soffit),,,,,,
checkpoint,LEX-09 100mm Askin Vivid Volcore panel Evening Haze Transform profile (ribbed surfmist internal liner),,,,,,
checkpoint,LEX-11 100mm Askin Vivid Volcore panel Evening Haze Transform profile (ribbed surfmist internal liner),,,,,,
checkpoint,LEX-13 100mm Askin Vivid Volcore panel Monument Silkline profile (ribbed surfmist internal liner),,,,,,
checkpoint,Washer plate installed with fixings in concealed joint,,,,,,
checkpoint,Footmould Flashing to allow drip edge to concealed join,,,,,,
,,,,,,,
checklist,Gutter 01,,,,,,Gutter 01 Checklist
section,Details,,,,,,
checkpoint,RWS-06 600mm .7bmt Stainless Steel Grade 316,,,,,,
checkpoint,Gutter Brackets,,,,,,
checkpoint,Spandek gutter board (sufmist facing down),,,,,,
checkpoint,50mm Tombo rock gutter insulation (under gutter),,,,,,
checkpoint,90mm R2.7 batts (side of gutter),,,,,,
,,,,,,,
checklist,Parapet Lining,,,,,,Parapet Lining Checklist
section,Details,,,,,,
checkpoint,LEX-03 Lysaght Spandek Colorbond Evening Haze,,,,,,
,,,,,,,
checklist,Flashing,,,,,,Flashing Checklist
section,Details,,,,,,
checkpoint,RFS-04 Parapet Capping Evening Haze (20 degree Fall to avoid bird nesting),,,,,,
checkpoint,RFS-05 Apron Evening Haze ,,,,,,
checkpoint,RFS-06 Ridge Flashing Evening Haze ,,,,,,
checkpoint,LEX-16 Surfmist internal flashings,,,,,,
,,,,,,,
checklist,Flashing 02,,,,,,Flashing 02 Checklist
section,Details,,,,,,
checkpoint,RFS-04 Parapet Capping Evening Haze (20 degree Fall to avoid bird nesting),,,,,,
checkpoint,RFS-05 Apron Evening Haze ,,,,,,
checkpoint,RFS-06 Ridge Flashing Evening Haze ,,,,,,
,,,,,,,
checklist,Metal Deck Roof 02,,,,,,Metal Deck Roof 02 Checklist
section,Details,,,,,,
checkpoint,RFS-08 Kliplok 700 .48bmt Evening Haze,,,,,,
checkpoint,RFS-09 Ampelite Webglass GC FS+ Firecheck Gel to match kliplok profile,,,,,,
checkpoint,RWS-06 300mm Stainless steel eaves gutter ,,,,,,
checkpoint,RFS-13 100mm Permastop MD insulation and 85mm Roof razors (where purlins drop in height),,,,,,
checkpoint,Sisalation under roof not insulated (nominated in RFS-01),,,,,,
checkpoint,Roof wire,,,,,,
,,,,,,,
checklist,Metal Deck Wall,,,,,,Metal Deck Wall Checklist
section,Details,,,,,,
checkpoint,LEX-06 Kliplok 700 .48bmt Pale Eucalypt,,,,,,
checkpoint,LEX-07 Kliplok 700 .48bmt Evening Haze,,,,,,
checkpoint,LEX-10 Spandek .48bmt Evening Haze to outdoor plant,,,,,,
checkpoint,Vapawrap wall wrap,,,,,,
,,,,,,,
checklist,Gutter 02,,,,,,Gutter 02 Checklist
section,Details,,,,,,
checkpoint,RWS-06 300mm .7bmt Stainless Steel Grade 316 Eaves Gutter,,,,,,
checkpoint,Gutter Brackets,,,,,,
checkpoint,RWS-05 150mm Colorbond downpipes Monument,,,,,,
,,,,,,,
checklist,Staff Facilty,,,,,,Staff Facilty Checklist
section,Details,,,,,,
checkpoint,RFS-01 Kliplok 700 .48bmt Surfmist,,,,,,
checkpoint,INS-04 100mm Permastop MD insulation and 85mm Roof razors,,,,,,
checkpoint,Roof wire,,,,,,
checkpoint,RWS-01 Colorbond 200mm half round gutter Surfmist,,,,,,
checkpoint,RWS-02 Colorbond Fascia Surfmist,,,,,,
checkpoint,RWS-03 Colorbond 150mm Downpipes Surfmist,,,,,,
checkpoint,LEX-01 Kliplok 700 .48bmt Surfmist,,,,,,
checkpoint,Flashings - Surfmist,,,,,,
,,,,,,,
checklist,Bike Shed,,,,,,Bike Shed Checklist
section,Details,,,,,,
checkpoint,Removal,,,,,,
checkpoint,Replacement,,,,,,
