"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"ZONE D","grouping","zone d"
,,"ZONE D - Switchboard","expanded","switchboard","zone d"
,,"Staff Lounge DG7-5","expanded","staff lounge dg7-5","zone d"
,,"Flex Learn DG&-6","expanded","flex learn dg&-6","zone d"
,,"Flex Learn DG7-15","expanded","flex learn dg7-15","zone d"
,,"Toilets DG-7","expanded","toilets dg-7","zone d"
,,"Reprographic DG7-3","expanded","reprographic dg7-3","zone d"
,,"Office DG7-9","expanded","office dg7-9","zone d"
,,"Office DG7-10","expanded","office dg7-10","zone d"
,,"Breakout DG7-11","expanded","breakout dg7-11","zone d"
,,"Food/Wet DG7-12","expanded","food/wet dg7-12","zone d"
,,"Science DG7-13","expanded","science dg7-13","zone d"
,,"Flex Learn DG7-14","expanded","zone d","flex learn dg7-14"
,,"Reception DG7-1","expanded","reception dg7-1","zone d"
,,"Staff Work Room DG7-2","expanded","staff work room dg7-2","zone d"
,,"ZONE A - Admin","grouping","zone a - admin"
,,"ZONE A - Admin - Switchboard","expanded","switchboard","zone a - admin"
,,"Staff Lounge AG2-2","expanded","zone a - admin","staff lounge ag2-2"
,,"Office Works AG2-7","expanded","office works ag2-7","zone a - admin"
,,"Meeting AG2-11","expanded","zone a - admin","meeting ag2-11"
,,"Meeting AG2-12","expanded","zone a - admin","meeting ag2-12"
,,"Meeting AG2-5","expanded","zone a - admin","meeting ag2-5"
,,"Board Room AG2-13","expanded","zone a - admin","board room ag2-13"
,,"Reception AG-1-2","expanded","reception ag-1-2","zone a - admin"
,,"Health AG2-10","expanded","health ag2-10","zone a - admin"
,,"ACC WC AG2-10a","expanded","zone a - admin","acc wc ag2-10a"
,,"Office AG2-8","expanded","zone a - admin","office ag2-8"
,,"Server AG2-6","expanded","zone a - admin","server ag2-6"
,,"Lobby AG2-3","expanded","lobby ag2-3","zone a - admin"
,,"Toilets","expanded","toilets","zone a - admin"
,,"Primary Circ AG2-1","expanded","primary circ ag2-1","zone a - admin"
,,"ZONE A - Gym","grouping","zone a - gym"
,,"ZONE A - Gym - Switchboard","expanded","switchboard","zone a - gym"
,,"WC AG3-4","expanded","zone a - gym","wc ag3-4"
,,"Store AG3-5","expanded","zone a - gym","store ag3-5"
,,"FM Store AG3-5","expanded","fm store ag3-5","zone a - gym"
,,"Hall AG3-8","expanded","hall ag3-8","zone a - gym"
,,"Stage AG3-1","expanded","zone a - gym","stage ag3-1"
,,"Servery AG3-2","expanded","servery ag3-2","zone a - gym"
,,"ZONE B","grouping","zone b"
,,"ZONE B - Switchboard","expanded","zone b","switchboard"
,,"Outdoor Learning BG6-4","expanded","outdoor learning bg6-4","zone b"
,,"Bathroom BG6-11","expanded","zone b","bathroom bg6-11"
,,"WC Lobby BG6-10","expanded","zone b","wc lobby bg6-10"
,,"Wet Area BG6-5","expanded","zone b","wet area bg6-5"
,,"Learning BG6-4","expanded","zone b","learning bg6-4"
,,"Breakout BG6-6","expanded","zone b","breakout bg6-6"
,,"Breakout BG6-9","expanded","breakout bg6-9","zone b"
,,"Staff BG6-2","expanded","zone b","staff bg6-2"
,,"Communal BG6-1","expanded","zone b","communal bg6-1"
,,"Meeting rm BG6-3","expanded","zone b","meeting rm bg6-3"
,,"Learning BG6-7","expanded","zone b","learning bg6-7"
,,"Wet Area BG6-8","expanded","wet area bg6-8","zone b"
,,"ZONE C - Ground","grouping","zone c - ground"
,,"ZONE C - Ground - Switchboard","expanded","zone c - ground","switchboard"
,,"SM Breakout CG4-1","expanded","zone c - ground","sm breakout cg4-1"
,,"Flex Learn CG4-2","expanded","zone c - ground","flex learn cg4-2"
,,"Lrg Breakout CG4-3","expanded","lrg breakout cg4-3","zone c - ground"
,,"WC CG4-5","expanded","zone c - ground","wc cg4-5"
,,"Creative CG4-6","expanded","zone c - ground","creative cg4-6"
,,"Bathroom CG4-7","expanded","bathroom cg4-7","zone c - ground"
,,"Flex Learn CG4-8","expanded","zone c - ground","flex learn cg4-8"
