"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"09e90967-75de-44c5-9b3a-91c897c63ba5","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01"
"b4346275-7868-43b1-adfc-b1a62d2e2bf5","","folder-normal","not-started","","step","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing"
"79c91508-0012-418d-b14b-d7b24b5673e8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Stage 1 - B01","Exterior Timber Framing","Basement"
"04632408-bc36-4b9a-903d-0d335b205cb1","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor"
"65ccac50-c100-4f90-8bfd-a0228948e0ff","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area A"
"267fbff0-72a4-402d-9ad4-c45bc04c4e2d","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area A","North Elevation"
"2b917e8e-c283-43a2-8a1d-089d91edde3d","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area A","East Elevation"
"c46ea26c-998f-4190-b508-dcd872b114f7","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area A","South Elevation"
"c25d3c00-88af-41ed-8763-ec7af0737b20","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area A","West Elevation"
"59262f41-3543-4c96-933f-db000c13fc7f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area B"
"0d4fc448-1f14-4d84-b728-bc5e3f9d2aa9","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area B","North Elevation"
"20ef48ce-c6c0-4ec9-b64f-26b55d7f28fe","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area B","South Elevation"
"a6b58def-796a-4b5f-b3eb-d905191be3d7","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area C"
"a770da3b-531f-45c5-b489-4ab356383895","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area C","North Elevation"
"8be4e1c9-06c0-48e5-909f-b698833c675c","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area C","East Elevation"
"e4cd27c0-e762-4d03-9369-9541e8b44358","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area C","West Elevation"
"1266d7d3-64ac-4102-9856-3bc663b8ca51","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area D"
"c6f3db9e-9f95-4bc8-bb0d-c119fad0e366","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area D","East Elevation"
"13c60cd4-1ceb-4b19-a61c-403c132877a4","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area D","South Elevation"
"73882b53-463b-4948-ad6f-5d5f0ae5e726","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area D","West Elevation"
"b3011e95-8511-4aef-8ae9-52729f1199e6","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area E1"
"4f570434-57e9-438b-ab3f-5995f42232f9","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area E1","North Elevation"
"c813a6c9-1e43-4191-964c-eae5505dbba3","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area E1","South Elevation"
"81d4d429-a713-4a4f-988f-7dd508e9b8ba","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area E2"
"ddcd4bc0-0904-4266-87dc-a60236772e1b","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area E2","North Elevation"
"45a66322-c61c-41b0-8575-7d7bdb9f643c","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area E2","South Elevation"
"c2702420-9128-40bc-b5ef-0f5c56cf8bb3","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area F"
"e1add7f0-44f0-4f57-bdff-c5a5a39ccf15","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area F","North Elevation"
"108676d7-ec88-41d8-89f1-d3320a94c544","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area F","East Elevation"
"bc8ba753-7faa-4f97-822c-200ffbc2b420","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area F","South Elevation"
"1f7ee97d-927a-470e-a7ba-4b00274a31a0","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Ground floor","Area F","West Elevation"
"8b9c6c88-e788-47d6-b6a4-d38243ff2be9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","Exterior Timber Framing","Level 1"
"c9e5012e-cb1b-4e31-b569-5eca9acc941f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","Exterior Timber Framing","Level 1","Area A"
"29c96670-fbb7-4257-9e37-372144d22780","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Level 1","Area A","North Elevation"
"48e01b8f-e0e9-4dff-912d-868f0fb20e40","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Level 1","Area A","East Elevation"
"94cc1773-1225-4229-9790-10b798d1e3ab","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Level 1","Area A","South Elevation"
"5a998480-fb2b-4b98-861b-127976588825","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Level 1","Area A","West Elevation"
"b0b7495a-274b-4397-8d24-36acfb51fb35","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","Exterior Timber Framing","Level 1","Area B"
"83a2040f-4424-4d2e-bb13-673c7d85d1a5","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Level 1","Area B","North Elevation"
"925940f7-0125-47f2-adbe-098c80809c48","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Level 1","Area B","South Elevation"
"12891a83-9db0-44c5-99cd-c805513ac828","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","Exterior Timber Framing","Level 1","Area C"
"13ba0348-8698-4ea0-9035-05501d85f447","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Level 1","Area C","North Elevation"
"cee2c1e9-c432-442b-8c10-ab32bba314d7","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Level 1","Area C","East Elevation"
"2ab5815d-2024-463d-bd69-441a2ec6c44e","","checklist-flat","not-started","FC - S - Exterior Timber Framing","checklist-flat","FALSE","FALSE","Stage 1 - B01","Exterior Timber Framing","Level 1","Area C","West Elevation"
