Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
,,Balcony flange installed,,Balcony flange installed,Balcony Downpipes,,,
,,Hot Water,,Hot Water,Testing,,,
,,Cold Water,,Cold Water,Testing,,,
,,Soil/Waste Pipes,,Soil/Waste Pipes,Testing,,,
,,Vent Pipes,,Vent Pipes,Testing,,,
,,Gas Services,,Gas Services,Testing,,,
,,Other,,Other,Testing,,,
,,Area left clean & tidy,,Area left clean and tidy,Handover,,,
,,Council Verification,,Council Verification,Handover,,,
,,South Auckland Plumbing Verification,,South Auckland Plumbing Verification,Handover,,,
,,Main Contractor verification,,Main Contractor verification,Handover,,,
,,,,,,,,
Fitoff Progress,,,,,,,,
,Scope,,,Second Fix,,,,
,Rows,,,,,,,
,,North Elevation - GF,dynamic,GF,North Elevation,Second Fix,Site QA,
,,North Elevation - Level 1,dynamic,Level 1,North Elevation,Second Fix,Site QA,
,,North Elevation - Level 2,dynamic,Level 2,North Elevation,Second Fix,Site QA,
,,North Elevation - Level 3,dynamic,Level 3,North Elevation,Second Fix,Site QA,
,,North Elevation - Level 4,dynamic,Level 4,North Elevation,Second Fix,Site QA,
,,North Elevation - Level 5,dynamic,Level 5,North Elevation,Second Fix,Site QA,
,,North Elevation - Level 6,dynamic,Level 6,North Elevation,Second Fix,Site QA,
,,North Elevation - Level 7,dynamic,Level 7,North Elevation,Second Fix,Site QA,
,,North Elevation - Level 8,dynamic,Level 8,North Elevation,Second Fix,Site QA,
,,North Elevation - Level 9,dynamic,Level 9,North Elevation,Second Fix,Site QA,
,,North Elevation - Level 10,dynamic,Level 10,North Elevation,Second Fix,Site QA,
,,North Elevation - Level 11,dynamic,Level 11,North Elevation,Second Fix,Site QA,
,,North Elevation - Level 12,dynamic,Level 12,North Elevation,Second Fix,Site QA,
,,South Elevation - GF,dynamic,GF,South Elevation,Second Fix,Site QA,
,,South Elevation - Level 1,dynamic,Level 1,South Elevation,Second Fix,Site QA,
,,South Elevation - Level 2,dynamic,Level 2,South Elevation,Second Fix,Site QA,
,,South Elevation - Level 3,dynamic,Level 3,South Elevation,Second Fix,Site QA,
,,South Elevation - Level 4,dynamic,Level 4,South Elevation,Second Fix,Site QA,
,,South Elevation - Level 5,dynamic,Level 5,South Elevation,Second Fix,Site QA,
,,South Elevation - Level 6,dynamic,Level 6,South Elevation,Second Fix,Site QA,
,,South Elevation - Level 7,dynamic,Level 7,South Elevation,Second Fix,Site QA,
,,South Elevation - Level 8,dynamic,Level 8,South Elevation,Second Fix,Site QA,
,,South Elevation - Level 9,dynamic,Level 9,South Elevation,Second Fix,Site QA,
,,South Elevation - Level 10,dynamic,Level 10,South Elevation,Second Fix,Site QA,
,,South Elevation - Level 11,dynamic,Level 11,South Elevation,Second Fix,Site QA,
,,South Elevation - Level 12,dynamic,Level 12,South Elevation,Second Fix,Site QA,
,Columns,,,,,,,
,,Is the area ready for fitoff?,,Is the area ready for fitoff?,Area readiness,,,
,,Wash hand basin is installed,,Wash hand basin is installed,Wash Hand Basin,,,
,,Basin level & secure,,Basin level and secure,Wash Hand Basin,,,
,,Waste conn. Watertight - Plug,,"Waste connection watertight, plug supplied",Wash Hand Basin,,,
,,Water conn. Watertight - Tap,,"Water connection watertight, tap secure",Wash Hand Basin,,,
,,Wash Hand Basin - Hot/Cold waterflow,,"Hot & Cold waterflow satisfactory, no water hammer",Wash Hand Basin,,,
,,Toilet is installed,,Toilet is installed,Toilet,,,
,,"Securely fixed, silicone at floor",,"Securely fixed, silicone at floor",Toilet,,,
,,Flush & cistern fill operation checked,,Flush and cistern fill operation checked,Toilet,,,
,,Water conn. watertight - cold water,,Water connection watertight – cold water,Toilet,,,
,,Shower is installed,,Shower is installed,Shower,,,
,,Shower - Hot/Cold waterflow,,"Hot & Cold waterflow satisfactory, no water hammer",Shower,,,
,,Waste clear,,Waste clear,Shower,,,
,,Cover plate fixed securely,,Cover plate fixed securely,Shower,,,
,,Bath/shower is installed,,Bath/shower is installed,Bath/Shower,,,
,,"Waste clear, plug installed",,"Waste clear, plug installed",Bath/Shower,,,
,,Divertor operation working,,Divertor operation working (where applicable),Bath/Shower,,,
,,Bath/Shower - Hot/Cold waterflow,,"Hot & Cold waterflow satisfactory, no water hammer",Bath/Shower,,,
,,Cover plate/spout fixed securely,,Cover plate/spout fixed securely,Bath/Shower,,,
,,FWG,,FWG,Bath/Shower,,,
,,Grate flush with floor or slightly below,,Grate flush with floor or slightly below,Bath/Shower,,,
,,Waste clear of debris,,Waste clear of debris,Bath/Shower,,,
,,Amenity areas/kitchens etc. installed,,Amenity areas / kitchens etc. are installed,Amenity Areas / Kitchens etc.,,,
,,Amenity - Hot/Cold waterflow,,"Hot & Cold waterflow satisfactory, no water hammer",Amenity Areas / Kitchens etc.,,,
,,"Amenity - Water conn. watertight, tap",,"Water connection watertight, tap secure",Amenity Areas / Kitchens etc.,,,
,,Amenity - Waste conn. watertight,,Waste connection watertight,Amenity Areas / Kitchens etc.,,,
,,Dishwasher conn. watertight,,Dishwasher connection watertight,Amenity Areas / Kitchens etc.,,,
,,Wastemaster conn. watertight,,Wastemaster connection watertight,Amenity Areas / Kitchens etc.,,,
,,Overflow conn. watertight,,Overflow connection watertight,Amenity Areas / Kitchens etc.,,,
,,"Waste clear, plug installed",,"Waste clear, plug installed",Amenity Areas / Kitchens etc.,,,
,,Area left clean & tidy,,Area left clean and tidy,Handover,,,
,,Council Verification,,Council Verification,Handover,,,
,,South Auckland Plumbing Verification,,South Auckland Plumbing Verification,Handover,,,
,,Main Contractor verification,,Main Contractor verification,Handover,,,
,,,,,,,,
Water Riser Progress,,,,,,,,
,Scope,,,Water Risers,,,,
,Rows,,,,,,,
,,North Elevation - GF,dynamic,Water Risers,GF,North Elevation,First Fix,Site QA
,,North Elevation - Level 1,dynamic,Water Risers,Level 1,North Elevation,First Fix,Site QA
,,North Elevation - Level 2,dynamic,Water Risers,Level 2,North Elevation,First Fix,Site QA
,,North Elevation - Level 3,dynamic,Water Risers,Level 3,North Elevation,First Fix,Site QA
,,North Elevation - Level 4,dynamic,Water Risers,Level 4,North Elevation,First Fix,Site QA
,,North Elevation - Level 5,dynamic,Water Risers,Level 5,North Elevation,First Fix,Site QA
,,North Elevation - Level 6,dynamic,Water Risers,Level 6,North Elevation,First Fix,Site QA
,,North Elevation - Level 7,dynamic,Water Risers,Level 7,North Elevation,First Fix,Site QA
,,North Elevation - Level 8,dynamic,Water Risers,Level 8,North Elevation,First Fix,Site QA
,,North Elevation - Level 9,dynamic,Water Risers,Level 9,North Elevation,First Fix,Site QA
,,North Elevation - Level 10,dynamic,Water Risers,Level 10,North Elevation,First Fix,Site QA
,,North Elevation - Level 11,dynamic,Water Risers,Level 11,North Elevation,First Fix,Site QA
,,North Elevation - Level 12,dynamic,Water Risers,Level 12,North Elevation,First Fix,Site QA
,,South Elevation - GF,dynamic,Water Risers,GF,South Elevation,First Fix,Site QA
,,South Elevation - Level 1,dynamic,Water Risers,Level 1,South Elevation,First Fix,Site QA
,,South Elevation - Level 2,dynamic,Water Risers,Level 2,South Elevation,First Fix,Site QA
,,South Elevation - Level 3,dynamic,Water Risers,Level 3,South Elevation,First Fix,Site QA
,,South Elevation - Level 4,dynamic,Water Risers,Level 4,South Elevation,First Fix,Site QA
,,South Elevation - Level 5,dynamic,Water Risers,Level 5,South Elevation,First Fix,Site QA
,,South Elevation - Level 6,dynamic,Water Risers,Level 6,South Elevation,First Fix,Site QA
,,South Elevation - Level 7,dynamic,Water Risers,Level 7,South Elevation,First Fix,Site QA
,,South Elevation - Level 8,dynamic,Water Risers,Level 8,South Elevation,First Fix,Site QA
,,South Elevation - Level 9,dynamic,Water Risers,Level 9,South Elevation,First Fix,Site QA
,,South Elevation - Level 10,dynamic,Water Risers,Level 10,South Elevation,First Fix,Site QA
,,South Elevation - Level 11,dynamic,Water Risers,Level 11,South Elevation,First Fix,Site QA
,,South Elevation - Level 12,dynamic,Water Risers,Level 12,South Elevation,First Fix,Site QA
,Columns,,,,,,,
,,Water riser installed,,Water riser installed,,,,
,,Manifold installed,,Manifold installed,,,,
,,Tested and passed,,Tested and passed,,,,
,,,,,,,,
Sewer Riser Progress,,,,,,,,
,Scope,,,Sewer Risers,,,,
,Rows,,,,,,,
,,North Elevation - GF,dynamic,Sewer Risers,GF,North Elevation,First Fix,Site QA
,,North Elevation - Level 1,dynamic,Sewer Risers,Level 1,North Elevation,First Fix,Site QA
,,North Elevation - Level 2,dynamic,Sewer Risers,Level 2,North Elevation,First Fix,Site QA
,,North Elevation - Level 3,dynamic,Sewer Risers,Level 3,North Elevation,First Fix,Site QA
,,North Elevation - Level 4,dynamic,Sewer Risers,Level 4,North Elevation,First Fix,Site QA
,,North Elevation - Level 5,dynamic,Sewer Risers,Level 5,North Elevation,First Fix,Site QA
,,North Elevation - Level 6,dynamic,Sewer Risers,Level 6,North Elevation,First Fix,Site QA
,,North Elevation - Level 7,dynamic,Sewer Risers,Level 7,North Elevation,First Fix,Site QA
,,North Elevation - Level 8,dynamic,Sewer Risers,Level 8,North Elevation,First Fix,Site QA
,,North Elevation - Level 9,dynamic,Sewer Risers,Level 9,North Elevation,First Fix,Site QA
,,North Elevation - Level 10,dynamic,Sewer Risers,Level 10,North Elevation,First Fix,Site QA
,,North Elevation - Level 11,dynamic,Sewer Risers,Level 11,North Elevation,First Fix,Site QA
,,North Elevation - Level 12,dynamic,Sewer Risers,Level 12,North Elevation,First Fix,Site QA
,,South Elevation - GF,dynamic,Sewer Risers,GF,South Elevation,First Fix,Site QA
,,South Elevation - Level 1,dynamic,Sewer Risers,Level 1,South Elevation,First Fix,Site QA
,,South Elevation - Level 2,dynamic,Sewer Risers,Level 2,South Elevation,First Fix,Site QA
,,South Elevation - Level 3,dynamic,Sewer Risers,Level 3,South Elevation,First Fix,Site QA
,,South Elevation - Level 4,dynamic,Sewer Risers,Level 4,South Elevation,First Fix,Site QA
,,South Elevation - Level 5,dynamic,Sewer Risers,Level 5,South Elevation,First Fix,Site QA
,,South Elevation - Level 6,dynamic,Sewer Risers,Level 6,South Elevation,First Fix,Site QA
,,South Elevation - Level 7,dynamic,Sewer Risers,Level 7,South Elevation,First Fix,Site QA
,,South Elevation - Level 8,dynamic,Sewer Risers,Level 8,South Elevation,First Fix,Site QA
,,South Elevation - Level 9,dynamic,Sewer Risers,Level 9,South Elevation,First Fix,Site QA
,,South Elevation - Level 10,dynamic,Sewer Risers,Level 10,South Elevation,First Fix,Site QA
,,South Elevation - Level 11,dynamic,Sewer Risers,Level 11,South Elevation,First Fix,Site QA
,,South Elevation - Level 12,dynamic,Sewer Risers,Level 12,South Elevation,First Fix,Site QA
,Columns,,,,,,,
,,Sewer riser installed,,Sewer riser installed,,,,
,,Tested and passed,,Tested and passed,,,,
,,,,,,,,
Stormwater Riser Progress,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,North Elevation - GF,dynamic,Stormwater Risers,GF,North Elevation,First Fix,Site QA
,,North Elevation - Level 1,dynamic,Stormwater Risers,Level 1,North Elevation,First Fix,Site QA
,,North Elevation - Level 2,dynamic,Stormwater Risers,Level 2,North Elevation,First Fix,Site QA
,,North Elevation - Level 3,dynamic,Stormwater Risers,Level 3,North Elevation,First Fix,Site QA
,,North Elevation - Level 4,dynamic,Stormwater Risers,Level 4,North Elevation,First Fix,Site QA
,,North Elevation - Level 5,dynamic,Stormwater Risers,Level 5,North Elevation,First Fix,Site QA
,,North Elevation - Level 6,dynamic,Stormwater Risers,Level 6,North Elevation,First Fix,Site QA
,,North Elevation - Level 7,dynamic,Stormwater Risers,Level 7,North Elevation,First Fix,Site QA
,,North Elevation - Level 8,dynamic,Stormwater Risers,Level 8,North Elevation,First Fix,Site QA
,,North Elevation - Level 9,dynamic,Stormwater Risers,Level 9,North Elevation,First Fix,Site QA
,,North Elevation - Level 10,dynamic,Stormwater Risers,Level 10,North Elevation,First Fix,Site QA
,,North Elevation - Level 11,dynamic,Stormwater Risers,Level 11,North Elevation,First Fix,Site QA
,,North Elevation - Level 12,dynamic,Stormwater Risers,Level 12,North Elevation,First Fix,Site QA
,,South Elevation - GF,dynamic,Stormwater Risers,GF,South Elevation,First Fix,Site QA
,,South Elevation - Level 1,dynamic,Stormwater Risers,Level 1,South Elevation,First Fix,Site QA
,,South Elevation - Level 2,dynamic,Stormwater Risers,Level 2,South Elevation,First Fix,Site QA
,,South Elevation - Level 3,dynamic,Stormwater Risers,Level 3,South Elevation,First Fix,Site QA
,,South Elevation - Level 4,dynamic,Stormwater Risers,Level 4,South Elevation,First Fix,Site QA
,,South Elevation - Level 5,dynamic,Stormwater Risers,Level 5,South Elevation,First Fix,Site QA
,,South Elevation - Level 6,dynamic,Stormwater Risers,Level 6,South Elevation,First Fix,Site QA
,,South Elevation - Level 7,dynamic,Stormwater Risers,Level 7,South Elevation,First Fix,Site QA
,,South Elevation - Level 8,dynamic,Stormwater Risers,Level 8,South Elevation,First Fix,Site QA
,,South Elevation - Level 9,dynamic,Stormwater Risers,Level 9,South Elevation,First Fix,Site QA
,,South Elevation - Level 10,dynamic,Stormwater Risers,Level 10,South Elevation,First Fix,Site QA
,,South Elevation - Level 11,dynamic,Stormwater Risers,Level 11,South Elevation,First Fix,Site QA
,,South Elevation - Level 12,dynamic,Stormwater Risers,Level 12,South Elevation,First Fix,Site QA
,Columns,,,,,,,
,,Stormwater riser installed,,Stormwater riser installed,,,,
,,Tested and passed,,Tested and passed,,,,
