resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Corridor 1,,,,,,,,
Rough In Checklist,checklist,,,,Apartment Rough In Checklist,,,,,,,
Installation,checklist,,,,Installation,,,,,,,
Fit Off,checklist,,,,Fit Off,,,,,,,
,step,,,Corridor 2,,,,,,,,
Rough In Checklist,checklist,,,,Apartment Rough In Checklist,,,,,,,
Installation,checklist,,,,Installation,,,,,,,
Fit Off,checklist,,,,Fit Off,,,,,,,
,step,,,Lift Lobby 1,,,,,,,,
Rough In Checklist,checklist,,,,Apartment Rough In Checklist,,,,,,,
Installation,checklist,,,,Installation,,,,,,,
Fit Off,checklist,,,,Fit Off,,,,,,,
,step,,,Services Cupboard,,,,,,,,
Rough In Checklist,checklist,,,,Apartment Rough In Checklist,,,,,,,
Installation,checklist,,,,Installation,,,,,,,
Fit Off,checklist,,,,Fit Off,,,,,,,
,step,,,Laundry,,,,,,,,
Rough In Checklist,checklist,,,,Apartment Rough In Checklist,,,,,,,
Installation,checklist,,,,Installation,,,,,,,
Fit Off,checklist,,,,Fit Off,,,,,,,
,step,,,Cleaners Cupboard,,,,,,,,
Rough In Checklist,checklist,,,,Apartment Rough In Checklist,,,,,,,
Installation,checklist,,,,Installation,,,,,,,
Fit Off,checklist,,,,Fit Off,,,,,,,
,step,,,Corridor 3,,,,,,,,
Rough In Checklist,checklist,,,,Apartment Rough In Checklist,,,,,,,
Installation,checklist,,,,Installation,,,,,,,
Fit Off,checklist,,,,Fit Off,,,,,,,
